situation,time,social_annotations,social_validPar_trial,social_validPar_time,social_ratings,social_ratings_mad,social_included,tom_annotations,tom_validPar_trial,tom_validPar_time,tom_ratings,tom_ratings_mad,tom_included,word,intentional_action,all_action
1,0.0,0.0,96,5,25.6,10.8,0.0,0.0,80,4,62.05,14.5,0.0,James',0.277227723,0.792079208
1,0.23,0.0,96,14,49.400000000000006,29.2,0.0,0.0,80,6,61.7,14.752104810996569,0.0,James',0.277227723,0.792079208
1,0.46,0.0,96,17,47.7,32.800000000000004,0.0,0.0,80,10,61.4,19.00089285714286,0.0,James',0.277227723,0.792079208
1,0.69,0.0,96,24,49.1140243902439,29.96910813987658,0.0,0.0,80,13,53.50240963855422,21.60240963855422,0.0,James',0.277227723,0.792079208
1,0.92,0.0,96,34,50.2,28.83823529411765,0.0,0.0,80,26,49.38108108108108,16.718918918918924,0.0,and,0.277227723,0.792079208
1,1.15,0.0,96,46,50.1,25.613099315068496,0.0,0.0,80,32,49.49468321045376,15.677958833619211,0.0,Nancy's,0.277227723,0.792079208
1,1.38,0.0,96,51,50.1475,25.3717,1.0,0.0,80,39,49.76548223350254,18.76548223350254,0.0,son,0.277227723,0.792079208
1,1.61,0.0,96,55,50.1,29.800000000000004,1.0,0.0,80,46,49.58378378378379,17.566216216216212,1.0,son,0.277227723,0.792079208
1,1.84,0.0,96,59,49.736,24.36371084337349,1.0,0.0,80,52,50.15,16.204166666666666,1.0,Peter,0.277227723,0.792079208
1,2.07,0.0,96,68,49.60606060606061,22.64393939393939,1.0,0.0,80,58,49.55,18.15,1.0,had,0.277227723,0.792079208
1,2.3,0.0,96,68,49.8,24.700000000000003,1.0,0.0,80,60,49.30390625,18.07,1.0,been,0.277227723,0.792079208
1,2.53,0.0,96,70,49.635714285714286,22.94041701112662,1.0,0.0,80,63,49.436,17.663999999999994,1.0,kidnapped,0.277227723,0.792079208
1,2.76,0.0,96,72,49.35,23.1,1.0,0.0,80,64,49.3,12.290611225389366,1.0,kidnapped,0.277227723,0.792079208
1,2.99,0.0,96,73,48.6,23.0,1.0,0.0,80,66,48.664180672268905,10.765353380158032,1.0,recently,0.277227723,0.792079208
1,3.22,12.987012987013054,96,75,47.7,26.187735849056608,1.0,0.0,80,66,47.04277825588066,13.65275387263339,1.0,recently,0.277227723,0.792079208
1,3.45,42.85714285714292,96,76,35.96157407407407,22.49107407407407,1.0,0.0,80,67,47.3445945945946,15.27126126126126,1.0,recently,0.277227723,0.792079208
1,3.68,72.72727272727279,96,78,32.1644578313253,19.27658227848101,1.0,0.0,80,67,49.03333333333333,16.339215686274507,1.0,James,0.831683168,0.881188118
1,3.91,100.0,96,80,26.016418573650306,23.277834299912914,1.0,0.0,80,68,49.1,14.078413654618466,1.0,James,0.831683168,0.881188118
1,4.14,100.0,96,82,23.218072289156623,21.568072289156625,1.0,0.0,80,68,50.41633165829146,15.699999999999996,1.0,told,0.831683168,0.881188118
1,4.37,100.0,96,83,19.8,18.1,1.0,0.0,80,68,50.93975903614458,15.997740963855414,1.0,told,0.831683168,0.881188118
1,4.6,100.0,96,83,17.4,15.7,1.0,0.0,80,68,51.8,16.531325301204813,1.0,Nancy,0.831683168,0.881188118
1,4.83,100.0,96,83,17.528999999999996,16.263523809523807,1.0,0.0,80,68,51.55,18.001764705882348,1.0,to,0.831683168,0.881188118
1,5.06,100.0,96,86,21.05,19.35,1.0,0.0,80,69,51.76069651741294,17.839303482587056,1.0,to,0.831683168,0.881188118
1,5.29,100.0,96,87,41.68313253012048,24.283132530120483,1.0,0.0,80,70,51.65,17.799999999999997,1.0,at,0.831683168,0.881188118
1,5.52,100.0,96,89,54.3733862959285,28.034306011763817,1.0,0.0,80,71,51.9,17.699999999999996,1.0,home,0.831683168,0.881188118
1,5.75,100.0,96,89,70.6872852233677,23.15271477663231,1.0,100.0,80,72,52.75795454545455,19.107954545454543,1.0,and,0.702970297,0.722772277
1,5.98,100.0,96,89,76.0012048192771,23.09581010609601,1.0,100.0,80,73,51.9,17.799999999999997,1.0,he,0.702970297,0.722772277
1,6.21,100.0,96,90,79.13658536585365,19.4467449704168,1.0,100.0,80,73,53.75243902439025,19.54756097560975,1.0,search,0.702970297,0.722772277
1,6.44,100.0,96,91,84.8277108433735,14.872289156626508,1.0,100.0,80,74,55.2,19.15,1.0,the,0.702970297,0.722772277
1,6.67,100.0,96,91,85.9,14.099999999999994,1.0,100.0,80,74,55.5,18.58528571428572,1.0,whole,0.702970297,0.722772277
1,6.9,100.0,96,91,87.5,12.5,1.0,100.0,80,74,55.2,18.91376811594204,1.0,town,0.702970297,0.722772277
1,7.13,100.0,96,91,88.0,12.0,1.0,100.0,80,74,55.2,20.34570200573066,1.0,for,0.702970297,0.722772277
1,7.36,100.0,96,91,92.2231354016848,7.7768645983152,1.0,100.0,80,75,54.91686746987952,19.866265060240963,1.0,the,0.702970297,0.722772277
1,7.59,100.0,96,92,91.97781456953642,8.02218543046358,1.0,100.0,80,75,56.5,19.1,1.0,son,0.702970297,0.722772277
1,7.82,100.0,96,92,94.01220930232556,5.987790697674427,1.0,100.0,80,76,56.5,18.6,1.0,no,0.108910891,0.188118812
1,8.05,100.0,96,92,94.3722891566265,5.627710843373507,1.0,100.0,80,76,56.08125,18.6,1.0,no,0.108910891,0.188118812
1,8.28,100.0,96,92,95.45,4.549999999999997,1.0,100.0,80,76,56.8,18.69375,1.0,matter,0.108910891,0.188118812
1,8.51,100.0,96,92,95.85,4.150000000000006,1.0,100.0,80,76,58.77619047619048,18.573809523809523,1.0,how,0.108910891,0.188118812
1,8.74,100.0,96,92,95.85,4.150000000000006,1.0,100.0,80,76,60.213432835820896,17.5,1.0,long,0.108910891,0.188118812
