situation,time,word,biological_motion,nobiological_motion
1,0.0,Luke,0.113207547,0.886792453
1,0.23,always,0.113207547,0.886792453
1,0.46,always,0.113207547,0.886792453
1,0.69,thought,0.113207547,0.886792453
1,0.92,of,0.113207547,0.886792453
1,1.15,of,0.113207547,0.886792453
1,1.38,himself,0.113207547,0.886792453
1,1.61,as,0.113207547,0.886792453
1,1.84,an,0.113207547,0.886792453
1,2.07,an,0.113207547,0.886792453
1,2.3,honest,0.113207547,0.886792453
1,2.53,man,0.113207547,0.886792453
1,2.76,man,0.113207547,0.886792453
1,2.99,That's,0.70754717,0.29245283
1,3.22,why,0.70754717,0.29245283
1,3.45,why,0.70754717,0.29245283
1,3.68,during,0.70754717,0.29245283
1,3.91,his,0.70754717,0.29245283
1,4.14,his,0.70754717,0.29245283
1,4.37,evening,0.70754717,0.29245283
1,4.6,jog,0.70754717,0.29245283
1,4.83,jog,0.70754717,0.29245283
1,5.06,around,0.70754717,0.29245283
1,5.29,the,0.70754717,0.29245283
1,5.52,swamp,0.70754717,0.29245283
1,5.75,swamp,0.70754717,0.29245283
1,5.98,he,0.70754717,0.29245283
1,6.21,pondered,0.70754717,0.29245283
1,6.44,pondered,0.70754717,0.29245283
1,6.67,his,0.70754717,0.29245283
1,6.9,recent,0.70754717,0.29245283
1,7.13,recent,0.70754717,0.29245283
1,7.36,affair,0.70754717,0.29245283
1,7.59,with,0.70754717,0.29245283
1,7.82,with,0.70754717,0.29245283
1,8.05,the,0.70754717,0.29245283
1,8.28,receptionist,0.70754717,0.29245283
1,8.51,at,0.70754717,0.29245283
1,8.74,at,0.70754717,0.29245283
1,8.97,work,0.70754717,0.29245283
1,9.2,Luke,0.886792453,0.113207547
1,9.43,Luke,0.886792453,0.113207547
1,9.66,looked,0.886792453,0.113207547
1,9.89,up,0.886792453,0.113207547
1,10.12,up,0.886792453,0.113207547
1,10.35,at,0.886792453,0.113207547
1,10.58,the,0.886792453,0.113207547
1,10.81,the,0.886792453,0.113207547
1,11.04,sky,0.886792453,0.113207547
1,11.27,and,0.886792453,0.113207547
1,11.5,asked,0.886792453,0.113207547
1,11.73,asked,0.886792453,0.113207547
1,11.96,God,0.886792453,0.113207547
1,12.19,why,0.047169811,0.952830189
1,12.42,why,0.047169811,0.952830189
1,12.65,he,0.047169811,0.952830189
1,12.88,was,0.047169811,0.952830189
1,13.11,was,0.047169811,0.952830189
1,13.34,so,0.047169811,0.952830189
1,13.57,weak,0.047169811,0.952830189
1,13.8,weak,0.047169811,0.952830189
1,14.03,and,0.047169811,0.952830189
1,14.26,unfaithful,0.047169811,0.952830189
1,14.49,unfaithful,0.047169811,0.952830189
1,14.72,He,0.075471698,0.924528302
1,14.95,thought,0.075471698,0.924528302
1,15.18,of,0.075471698,0.924528302
1,15.41,of,0.075471698,0.924528302
1,15.64,the,0.075471698,0.924528302
1,15.87,impact,0.075471698,0.924528302
1,16.1,impact,0.075471698,0.924528302
1,16.33,this,0.075471698,0.924528302
1,16.56,would,0.075471698,0.924528302
1,16.79,would,0.075471698,0.924528302
1,17.02,have,0.075471698,0.924528302
1,17.25,on,0.075471698,0.924528302
1,17.48,on,0.075471698,0.924528302
1,17.71,his,0.075471698,0.924528302
1,17.94,family,0.075471698,0.924528302
1,18.17,and,0.301886792,0.698113208
1,18.4,and,0.301886792,0.698113208
1,18.63,told,0.301886792,0.698113208
1,18.86,God,0.301886792,0.698113208
1,19.09,God,0.301886792,0.698113208
1,19.32,of,0.301886792,0.698113208
1,19.55,his,0.301886792,0.698113208
1,19.78,his,0.301886792,0.698113208
1,20.01,conflicted,0.301886792,0.698113208
1,20.24,feelings,0.301886792,0.698113208
1,20.47,feelings,0.301886792,0.698113208
