situation,time,word,biological_motion,nobiological_motion
1,0.0,James',0.367924528,0.632075472
1,0.23,James',0.367924528,0.632075472
1,0.46,James',0.367924528,0.632075472
1,0.69,James',0.367924528,0.632075472
1,0.92,and,0.367924528,0.632075472
1,1.15,Nancy's,0.367924528,0.632075472
1,1.38,son,0.367924528,0.632075472
1,1.61,son,0.367924528,0.632075472
1,1.84,Peter,0.367924528,0.632075472
1,2.07,had,0.367924528,0.632075472
1,2.3,been,0.367924528,0.632075472
1,2.53,kidnapped,0.367924528,0.632075472
1,2.76,kidnapped,0.367924528,0.632075472
1,2.99,recently,0.367924528,0.632075472
1,3.22,recently,0.367924528,0.632075472
1,3.45,recently,0.367924528,0.632075472
1,3.68,James,0.396226415,0.603773585
1,3.91,James,0.396226415,0.603773585
1,4.14,told,0.396226415,0.603773585
1,4.37,told,0.396226415,0.603773585
1,4.6,Nancy,0.396226415,0.603773585
1,4.83,to,0.396226415,0.603773585
1,5.06,to,0.396226415,0.603773585
1,5.29,at,0.396226415,0.603773585
1,5.52,home,0.396226415,0.603773585
1,5.75,and,0.5,0.5
1,5.98,he,0.5,0.5
1,6.21,search,0.5,0.5
1,6.44,the,0.5,0.5
1,6.67,whole,0.5,0.5
1,6.9,town,0.5,0.5
1,7.13,for,0.5,0.5
1,7.36,the,0.5,0.5
1,7.59,son,0.5,0.5
1,7.82,no,0.037735849,0.962264151
1,8.05,no,0.037735849,0.962264151
1,8.28,matter,0.037735849,0.962264151
1,8.51,how,0.037735849,0.962264151
1,8.74,long,0.037735849,0.962264151
1,8.97,it,0.037735849,0.962264151
1,9.2,took,0.037735849,0.962264151
1,9.43,took,0.037735849,0.962264151
1,9.66,For,0.726415094,0.273584906
1,9.89,For,0.726415094,0.273584906
1,10.12,days,0.726415094,0.273584906
1,10.35,James,0.726415094,0.273584906
1,10.58,had,0.726415094,0.273584906
1,10.81,been,0.726415094,0.273584906
1,11.04,searching,0.726415094,0.273584906
1,11.27,all,0.726415094,0.273584906
1,11.5,through,0.726415094,0.273584906
