situation,time,word,intentional_action,all_action
1,0.0,Linda,0.277227723,0.346534654
1,0.23,and,0.277227723,0.346534654
1,0.46,and,0.277227723,0.346534654
1,0.69,Amy,0.277227723,0.346534654
1,0.92,had,0.277227723,0.346534654
1,1.15,had,0.277227723,0.346534654
1,1.38,been,0.277227723,0.346534654
1,1.61,best,0.277227723,0.346534654
1,1.84,friends,0.277227723,0.346534654
1,2.07,friends,0.277227723,0.346534654
1,2.3,since,0.277227723,0.346534654
1,2.53,kindergarten,0.277227723,0.346534654
1,2.76,kindergarten,0.277227723,0.346534654
1,2.99,they,0.663366337,0.732673268
1,3.22,even,0.663366337,0.732673268
1,3.45,even,0.663366337,0.732673268
1,3.68,found,0.663366337,0.732673268
1,3.91,homes,0.663366337,0.732673268
1,4.14,homes,0.663366337,0.732673268
1,4.37,on,0.663366337,0.732673268
1,4.6,the,0.663366337,0.732673268
1,4.83,the,0.663366337,0.732673268
1,5.06,same,0.663366337,0.732673268
1,5.29,street,0.663366337,0.732673268
1,5.52,in,0.663366337,0.732673268
1,5.75,in,0.663366337,0.732673268
1,5.98,the,0.663366337,0.732673268
1,6.21,forest,0.663366337,0.732673268
1,6.44,forest,0.663366337,0.732673268
1,6.67,on,0.663366337,0.732673268
1,6.9,the,0.663366337,0.732673268
1,7.13,the,0.663366337,0.732673268
1,7.36,edge,0.663366337,0.732673268
1,7.59,of,0.663366337,0.732673268
1,7.82,of,0.663366337,0.732673268
1,8.05,town,0.663366337,0.732673268
1,8.28,Their,0.336633663,0.544554455
1,8.51,biggest,0.336633663,0.544554455
1,8.74,biggest,0.336633663,0.544554455
1,8.97,fight,0.336633663,0.544554455
1,9.2,had,0.336633663,0.544554455
1,9.43,had,0.336633663,0.544554455
1,9.66,been,0.336633663,0.544554455
1,9.89,over,0.336633663,0.544554455
1,10.12,over,0.336633663,0.544554455
1,10.35,who,0.336633663,0.544554455
1,10.58,gets,0.336633663,0.544554455
1,10.81,gets,0.336633663,0.544554455
1,11.04,the,0.336633663,0.544554455
1,11.27,bigger,0.336633663,0.544554455
1,11.5,slice,0.336633663,0.544554455
1,11.73,slice,0.336633663,0.544554455
1,11.96,of,0.336633663,0.544554455
1,12.19,cake,0.336633663,0.544554455
1,12.42,cake,0.336633663,0.544554455
1,12.65,until,0.613861386,0.6732673269999999
1,12.88,Amy,0.613861386,0.6732673269999999
1,13.11,Amy,0.613861386,0.6732673269999999
1,13.34,married,0.613861386,0.6732673269999999
1,13.57,Dan,0.613861386,0.6732673269999999
1,13.8,Dan,0.613861386,0.6732673269999999
1,14.03,Linda,0.396039604,0.514851485
1,14.26,loathed,0.396039604,0.514851485
1,14.49,loathed,0.396039604,0.514851485
1,14.72,Dan,0.396039604,0.514851485
1,14.95,she,0.267326733,0.326732674
1,15.18,thought,0.267326733,0.326732674
1,15.41,thought,0.267326733,0.326732674
1,15.64,he,0.267326733,0.376237624
1,15.87,was,0.267326733,0.376237624
1,16.1,was,0.267326733,0.376237624
1,16.33,manipulative,0.267326733,0.376237624
1,16.56,and,0.257425743,0.386138614
1,16.79,and,0.257425743,0.386138614
1,17.02,had,0.257425743,0.386138614
1,17.25,a,0.257425743,0.386138614
1,17.48,a,0.257425743,0.386138614
1,17.71,violent,0.257425743,0.386138614
1,17.94,temper,0.257425743,0.386138614
1,18.17,She,0.554455446,0.6336633669999999
1,18.4,She,0.554455446,0.6336633669999999
1,18.63,only,0.554455446,0.6336633669999999
1,18.86,put,0.554455446,0.6336633669999999
1,19.09,put,0.554455446,0.6336633669999999
1,19.32,up,0.554455446,0.6336633669999999
1,19.55,with,0.554455446,0.6336633669999999
