situation,time,word,intentional_action,all_action
1,0.0,It,0.128712871,0.178217821
1,0.23,was,0.128712871,0.178217821
1,0.46,was,0.128712871,0.178217821
1,0.69,just,0.128712871,0.178217821
1,0.92,another,0.128712871,0.178217821
1,1.15,another,0.128712871,0.178217821
1,1.38,Sunday,0.128712871,0.178217821
1,1.61,afternoon,0.128712871,0.178217821
1,1.84,for,0.128712871,0.178217821
1,2.07,for,0.128712871,0.178217821
1,2.3,Lucy,0.128712871,0.178217821
1,2.53,she,0.811881188,0.8811881189999999
1,2.76,she,0.811881188,0.8811881189999999
1,2.99,was,0.811881188,0.8811881189999999
1,3.22,on,0.811881188,0.8811881189999999
1,3.45,on,0.811881188,0.8811881189999999
1,3.68,her,0.811881188,0.8811881189999999
1,3.91,way,0.811881188,0.8811881189999999
1,4.14,way,0.811881188,0.8811881189999999
1,4.37,to,0.811881188,0.8811881189999999
1,4.6,the,0.811881188,0.8811881189999999
1,4.83,the,0.811881188,0.8811881189999999
1,5.06,farmer's,0.811881188,0.8811881189999999
1,5.29,market,0.811881188,0.8811881189999999
1,5.52,to,0.811881188,0.8811881189999999
1,5.75,to,0.811881188,0.8811881189999999
1,5.98,pick,0.811881188,0.8811881189999999
1,6.21,up,0.811881188,0.8811881189999999
1,6.44,up,0.811881188,0.8811881189999999
1,6.67,some,0.811881188,0.8811881189999999
1,6.9,produce,0.811881188,0.8811881189999999
1,7.13,produce,0.811881188,0.8811881189999999
1,7.36,When,0.584158416,0.633663366
1,7.59,she,0.584158416,0.633663366
1,7.82,she,0.584158416,0.633663366
1,8.05,arrived,0.584158416,0.633663366
1,8.28,at,0.584158416,0.633663366
1,8.51,the,0.584158416,0.633663366
1,8.74,the,0.584158416,0.633663366
1,8.97,old,0.584158416,0.633663366
1,9.2,train,0.584158416,0.633663366
1,9.43,train,0.584158416,0.633663366
1,9.66,depot,0.584158416,0.633663366
1,9.89,that,0.584158416,0.633663366
1,10.12,that,0.584158416,0.633663366
1,10.35,housed,0.584158416,0.633663366
1,10.58,the,0.584158416,0.633663366
1,10.81,the,0.584158416,0.633663366
1,11.04,market,0.584158416,0.633663366
1,11.27,she,0.297029703,0.792079208
1,11.5,noticed,0.297029703,0.792079208
1,11.73,noticed,0.297029703,0.792079208
1,11.96,two,0.297029703,0.792079208
1,12.19,men,0.297029703,0.792079208
1,12.42,men,0.297029703,0.792079208
1,12.65,fighting,0.297029703,0.792079208
1,12.88,on,0.297029703,0.792079208
1,13.11,on,0.297029703,0.792079208
1,13.34,the,0.297029703,0.792079208
1,13.57,steps,0.297029703,0.792079208
1,13.8,steps,0.297029703,0.792079208
1,14.03,Before,0.217821782,0.326732673
1,14.26,she,0.217821782,0.326732673
1,14.49,she,0.217821782,0.326732673
1,14.72,could,0.217821782,0.326732673
1,14.95,call,0.217821782,0.326732673
1,15.18,for,0.217821782,0.326732673
1,15.41,for,0.217821782,0.326732673
1,15.64,help,0.217821782,0.326732673
1,15.87,one,0.207920792,0.861386139
1,16.1,one,0.207920792,0.861386139
