situation,time,social_annotations,social_validPar_trial,social_validPar_time,social_ratings,social_ratings_mad,social_included,tom_annotations,tom_validPar_trial,tom_validPar_time,tom_ratings,tom_ratings_mad,tom_included,word,intentional_action,all_action
1,0.0,0.0,89,1,6.6,0.0,0.0,0.0,61,2,70.25,12.049999999999995,0.0,One,0.811881188,0.8910891089999999
1,0.23,0.0,89,4,33.9,18.93625954198473,0.0,0.0,61,2,70.13456850024532,12.007784440931143,0.0,day,0.811881188,0.8910891089999999
1,0.46,0.0,89,10,49.35,18.15,0.0,0.0,61,6,67.65764705882353,7.09329268292683,0.0,day,0.811881188,0.8910891089999999
1,0.69,0.0,89,19,44.9,22.72444061962134,0.0,0.0,61,17,60.8,8.299999999999997,0.0,at,0.811881188,0.8910891089999999
1,0.92,0.0,89,28,32.5,18.686406025824965,0.0,0.0,61,25,60.2,8.800000000000004,0.0,work,0.811881188,0.8910891089999999
1,1.15,45.04504504504502,89,39,25.8,20.414117647058823,0.0,0.0,61,30,59.15,7.754541241890639,1.0,work,0.811881188,0.8910891089999999
1,1.38,100.0,89,43,26.55542168674699,20.25542168674699,0.0,0.0,61,34,57.942,9.104500000000002,1.0,Margaret,0.811881188,0.8910891089999999
1,1.61,100.0,89,52,22.09518072289157,17.545180722891565,1.0,0.0,61,37,58.5,13.531666666666672,1.0,walked,0.811881188,0.8910891089999999
1,1.84,100.0,89,61,27.37590361445784,21.918211306765528,1.0,0.0,61,42,54.7469512195122,10.682758620689654,1.0,up,0.811881188,0.8910891089999999
1,2.07,100.0,89,64,30.9,21.45,1.0,0.0,61,47,50.65866666666667,13.741333333333335,1.0,up,0.811881188,0.8910891089999999
1,2.3,100.0,89,66,34.27710843373494,20.482358003442343,1.0,0.0,61,50,50.35,13.78231707317073,1.0,to,0.811881188,0.8910891089999999
1,2.53,100.0,89,69,46.52352941176471,22.02352941176472,1.0,0.0,61,51,49.84578313253012,14.954216867469874,1.0,her,0.811881188,0.8910891089999999
1,2.76,100.0,89,72,49.3,21.9,1.0,0.0,61,51,48.2,17.03493975903615,1.0,her,0.811881188,0.8910891089999999
1,2.99,100.0,89,73,49.4,20.387951807228912,1.0,0.0,61,53,48.1,18.9,1.0,partner,0.811881188,0.8910891089999999
1,3.22,100.0,89,77,49.3,23.99176470588235,1.0,0.0,61,56,46.81726190476191,20.15,1.0,Al,0.811881188,0.8910891089999999
1,3.45,100.0,89,78,49.45,20.830120481927715,1.0,0.0,61,56,46.17047846889952,21.2,1.0,Al,0.811881188,0.8910891089999999
1,3.68,100.0,89,78,49.65,21.73192771084337,1.0,0.0,61,56,42.70997194950911,20.99002805049089,1.0,to,0.811881188,0.8910891089999999
1,3.91,100.0,89,79,50.0,22.89879518072289,1.0,0.0,61,57,40.29655172413793,21.19655172413793,1.0,ask,0.811881188,0.8910891089999999
1,4.14,100.0,89,80,50.108974358974365,23.505658347676416,1.0,0.0,61,57,37.64107142857143,20.60504371494557,1.0,ask,0.811881188,0.8910891089999999
1,4.37,100.0,89,81,54.7,20.99874069834001,1.0,0.0,61,58,36.3,21.05,1.0,him,0.811881188,0.8910891089999999
1,4.6,100.0,89,84,57.96021007105344,20.95,1.0,0.0,61,59,36.2,19.76382978723404,1.0,to,0.811881188,0.8910891089999999
1,4.83,100.0,89,87,61.8775,20.2225,1.0,0.0,61,59,34.8,17.999999999999996,1.0,to,0.811881188,0.8910891089999999
1,5.06,100.0,89,87,64.47261904761905,21.73303163731245,1.0,0.0,61,59,33.95304347826087,17.68613177947109,1.0,talk,0.811881188,0.8910891089999999
1,5.29,100.0,89,88,66.80000000000001,19.45963203463204,1.0,0.0,61,59,33.89638554216868,18.79638554216868,1.0,to,0.811881188,0.8910891089999999
1,5.52,100.0,89,88,71.25,22.813529411764712,1.0,0.0,61,59,34.2,18.5,1.0,the,0.811881188,0.8910891089999999
1,5.75,100.0,89,88,73.2089108910891,23.39108910891089,1.0,0.0,61,59,34.2,18.5,1.0,the,0.811881188,0.8910891089999999
1,5.98,100.0,89,88,79.06941176470588,19.780588235294125,1.0,0.0,61,59,34.028571428571425,17.262891986062726,1.0,chief,0.811881188,0.8910891089999999
1,6.21,100.0,89,88,81.44999999999999,18.45000000000001,1.0,0.0,61,59,33.061061946902655,17.961061946902653,1.0,of,0.811881188,0.8910891089999999
1,6.44,100.0,89,88,81.44999999999999,18.45000000000001,1.0,0.0,61,60,31.206896551724142,18.4,1.0,of,0.811881188,0.8910891089999999
1,6.67,100.0,89,89,82.37125748502994,17.628742514970057,1.0,0.0,61,60,30.45792682926829,18.79214601769912,1.0,staff,0.811881188,0.8910891089999999
1,6.9,100.0,89,89,86.9,13.099999999999994,1.0,0.0,61,60,28.55,19.45608407079646,1.0,at,0.811881188,0.8910891089999999
1,7.13,100.0,89,89,90.0,10.0,1.0,0.0,61,61,30.8,18.2,1.0,at,0.811881188,0.8910891089999999
1,7.36,100.0,89,89,91.7,8.299999999999997,1.0,0.0,61,61,31.22771084337349,17.77228915662651,1.0,the,0.811881188,0.8910891089999999
1,7.59,100.0,89,89,91.9,8.099999999999994,1.0,0.0,61,61,31.5,17.8,1.0,local,0.811881188,0.8910891089999999
1,7.82,100.0,89,89,91.9,8.099999999999994,1.0,0.0,61,61,28.9,20.1,1.0,local,0.811881188,0.8910891089999999
1,8.05,100.0,89,89,92.8,7.200000000000003,1.0,0.0,61,61,28.9,19.300000000000004,1.0,hospital,0.811881188,0.8910891089999999
1,8.28,100.0,89,89,92.8,7.200000000000003,1.0,0.0,61,61,27.348684210526315,19.20751047973917,1.0,where,0.366336634,0.396039604
1,8.51,100.0,89,89,92.8,7.200000000000003,1.0,0.0,61,61,26.6,17.966500000000003,1.0,she,0.366336634,0.396039604
1,8.74,100.0,89,89,92.6,7.400000000000006,1.0,0.0,61,61,26.4,17.800000000000004,1.0,she,0.366336634,0.396039604
1,8.97,100.0,89,88,92.7,7.300000000000011,1.0,0.0,61,61,26.5,17.9,1.0,worked,0.366336634,0.396039604
