situation,time,word,intentional_action,all_action
1,0.0,One,0.811881188,0.8910891089999999
1,0.23,day,0.811881188,0.8910891089999999
1,0.46,day,0.811881188,0.8910891089999999
1,0.69,at,0.811881188,0.8910891089999999
1,0.92,work,0.811881188,0.8910891089999999
1,1.15,work,0.811881188,0.8910891089999999
1,1.38,Margaret,0.811881188,0.8910891089999999
1,1.61,walked,0.811881188,0.8910891089999999
1,1.84,up,0.811881188,0.8910891089999999
1,2.07,up,0.811881188,0.8910891089999999
1,2.3,to,0.811881188,0.8910891089999999
1,2.53,her,0.811881188,0.8910891089999999
1,2.76,her,0.811881188,0.8910891089999999
1,2.99,partner,0.811881188,0.8910891089999999
1,3.22,Al,0.811881188,0.8910891089999999
1,3.45,Al,0.811881188,0.8910891089999999
1,3.68,to,0.811881188,0.8910891089999999
1,3.91,ask,0.811881188,0.8910891089999999
1,4.14,ask,0.811881188,0.8910891089999999
1,4.37,him,0.811881188,0.8910891089999999
1,4.6,to,0.811881188,0.8910891089999999
1,4.83,to,0.811881188,0.8910891089999999
1,5.06,talk,0.811881188,0.8910891089999999
1,5.29,to,0.811881188,0.8910891089999999
1,5.52,the,0.811881188,0.8910891089999999
1,5.75,the,0.811881188,0.8910891089999999
1,5.98,chief,0.811881188,0.8910891089999999
1,6.21,of,0.811881188,0.8910891089999999
1,6.44,of,0.811881188,0.8910891089999999
1,6.67,staff,0.811881188,0.8910891089999999
1,6.9,at,0.811881188,0.8910891089999999
1,7.13,at,0.811881188,0.8910891089999999
1,7.36,the,0.811881188,0.8910891089999999
1,7.59,local,0.811881188,0.8910891089999999
1,7.82,local,0.811881188,0.8910891089999999
1,8.05,hospital,0.811881188,0.8910891089999999
1,8.28,where,0.366336634,0.396039604
1,8.51,she,0.366336634,0.396039604
1,8.74,she,0.366336634,0.396039604
1,8.97,worked,0.366336634,0.396039604
1,9.2,as,0.366336634,0.396039604
1,9.43,as,0.366336634,0.396039604
1,9.66,a,0.366336634,0.396039604
1,9.89,nurse,0.366336634,0.396039604
1,10.12,nurse,0.366336634,0.396039604
1,10.35,nurse,0.366336634,0.396039604
1,10.58,nurse,0.366336634,0.396039604
1,10.81,nurse,0.366336634,0.396039604
1,11.04,nurse,0.366336634,0.396039604
1,11.27,nurse,0.366336634,0.396039604
1,11.5,nurse,0.366336634,0.396039604
2,11.73,While,0.603960396,0.653465346
2,11.96,waiting,0.603960396,0.653465346
2,12.19,waiting,0.603960396,0.653465346
2,12.42,outside,0.603960396,0.653465346
2,12.65,the,0.603960396,0.653465346
