situation,time,word,biological_motion,nobiological_motion
1,0.0,Gloria,0.141509434,0.858490566
1,0.23,Gloria,0.141509434,0.858490566
1,0.46,Gloria,0.141509434,0.858490566
1,0.69,and,0.141509434,0.858490566
1,0.92,and,0.141509434,0.858490566
1,1.15,her,0.141509434,0.858490566
1,1.38,brother,0.141509434,0.858490566
1,1.61,Jim,0.141509434,0.858490566
1,1.84,Jim,0.141509434,0.858490566
1,2.07,had,0.141509434,0.858490566
1,2.3,been,0.141509434,0.858490566
1,2.53,planning,0.141509434,0.858490566
1,2.76,a,0.141509434,0.858490566
1,2.99,month,0.141509434,0.858490566
1,3.22,long,0.141509434,0.858490566
1,3.45,long,0.141509434,0.858490566
1,3.68,vacation,0.141509434,0.858490566
1,3.91,vacation,0.141509434,0.858490566
1,4.14,together,0.141509434,0.858490566
1,4.37,to,0.141509434,0.858490566
1,4.6,a,0.141509434,0.858490566
1,4.83,small,0.141509434,0.858490566
1,5.06,town,0.141509434,0.858490566
1,5.29,in,0.141509434,0.858490566
1,5.52,Europe,0.141509434,0.858490566
1,5.75,Europe,0.141509434,0.858490566
1,5.98,The,0.358490566,0.641509434
1,6.21,The,0.358490566,0.641509434
1,6.44,The,0.358490566,0.641509434
1,6.67,before,0.358490566,0.641509434
1,6.9,before,0.358490566,0.641509434
1,7.13,their,0.358490566,0.641509434
1,7.36,trip,0.358490566,0.641509434
1,7.59,Gloria,0.358490566,0.641509434
1,7.82,Gloria,0.358490566,0.641509434
1,8.05,Gloria,0.358490566,0.641509434
1,8.28,informed,0.358490566,0.641509434
1,8.51,informed,0.358490566,0.641509434
1,8.74,Jim,0.358490566,0.641509434
1,8.97,that,0.122641509,0.877358491
1,9.2,she,0.122641509,0.877358491
1,9.43,couldn't,0.122641509,0.877358491
1,9.66,go,0.122641509,0.877358491
1,9.89,on,0.122641509,0.877358491
1,10.12,the,0.122641509,0.877358491
1,10.35,because,0.103773585,0.896226415
1,10.58,her,0.103773585,0.896226415
1,10.81,husband,0.103773585,0.896226415
1,11.04,husband,0.103773585,0.896226415
1,11.27,Steve,0.103773585,0.896226415
1,11.5,Steve,0.103773585,0.896226415
1,11.73,Steve,0.103773585,0.896226415
1,11.96,Steve,0.103773585,0.896226415
1,12.19,no,0.103773585,0.896226415
1,12.42,no,0.103773585,0.896226415
1,12.65,longer,0.103773585,0.896226415
1,12.88,wanted,0.103773585,0.896226415
1,13.11,her,0.103773585,0.896226415
1,13.34,to,0.103773585,0.896226415
1,13.57,go,0.103773585,0.896226415
1,13.8,go,0.103773585,0.896226415
1,14.03,go,0.103773585,0.896226415
1,14.26,go,0.103773585,0.896226415
1,14.49,go,0.103773585,0.896226415
1,14.72,go,0.103773585,0.896226415
1,14.95,go,0.103773585,0.896226415
1,15.18,go,0.103773585,0.896226415
1,15.41,go,0.103773585,0.896226415
1,15.64,go,0.103773585,0.896226415
2,15.87,Jim,0.113207547,0.886792453
2,16.1,Jim,0.113207547,0.886792453
2,16.33,Jim,0.113207547,0.886792453
2,16.56,understood,0.113207547,0.886792453
2,16.79,understood,0.113207547,0.886792453
2,17.02,but,0.330188679,0.669811321
2,17.25,decided,0.330188679,0.669811321
2,17.48,to,0.330188679,0.669811321
2,17.71,to,0.330188679,0.669811321
2,17.94,on,0.330188679,0.669811321
2,18.17,the,0.330188679,0.669811321
2,18.4,without,0.330188679,0.669811321
2,18.63,her,0.330188679,0.669811321
2,18.86,her,0.330188679,0.669811321
2,19.09,her,0.330188679,0.669811321
2,19.32,When,0.188679245,0.811320755
2,19.55,When,0.188679245,0.811320755
2,19.78,Jim,0.188679245,0.811320755
2,20.01,did,0.188679245,0.811320755
2,20.24,not,0.188679245,0.811320755
2,20.47,return,0.188679245,0.811320755
2,20.7,after,0.188679245,0.811320755
2,20.93,a,0.188679245,0.811320755
2,21.16,month,0.188679245,0.811320755
2,21.39,month,0.188679245,0.811320755
2,21.62,Gloria,0.113207547,0.886792453
2,21.85,Gloria,0.113207547,0.886792453
2,22.08,found,0.113207547,0.886792453
2,22.31,out,0.113207547,0.886792453
2,22.54,out,0.113207547,0.886792453
2,22.77,Jim,0.462264151,0.537735849
2,23.0,had,0.462264151,0.537735849
2,23.23,been,0.462264151,0.537735849
2,23.46,abducted,0.462264151,0.537735849
2,23.69,abducted,0.462264151,0.537735849
2,23.92,abducted,0.462264151,0.537735849
2,24.15,abducted,0.462264151,0.537735849
2,24.38,abducted,0.462264151,0.537735849
2,24.61,abducted,0.462264151,0.537735849
2,24.84,abducted,0.462264151,0.537735849
2,25.07,abducted,0.462264151,0.537735849
2,25.3,abducted,0.462264151,0.537735849
2,25.53,abducted,0.462264151,0.537735849
3,25.76,Gloria,0.113207547,0.886792453
3,25.99,Gloria,0.113207547,0.886792453
3,26.22,Gloria,0.113207547,0.886792453
3,26.45,was,0.113207547,0.886792453
3,26.68,was,0.113207547,0.886792453
3,26.91,devastated,0.113207547,0.886792453
3,27.14,devastated,0.113207547,0.886792453
3,27.37,and,0.358490566,0.641509434
3,27.6,looked,0.358490566,0.641509434
3,27.83,to,0.358490566,0.641509434
3,28.06,for,0.358490566,0.641509434
3,28.29,support,0.358490566,0.641509434
3,28.52,support,0.358490566,0.641509434
3,28.75,support,0.358490566,0.641509434
3,28.98,Steve,0.141509434,0.858490566
3,29.21,Steve,0.141509434,0.858490566
3,29.44,Steve,0.141509434,0.858490566
3,29.67,was,0.141509434,0.858490566
3,29.9,not,0.141509434,0.858490566
3,30.13,supportive,0.141509434,0.858490566
3,30.36,in,0.141509434,0.858490566
3,30.59,in,0.141509434,0.858490566
3,30.82,way,0.141509434,0.858490566
3,31.05,that,0.141509434,0.858490566
3,31.28,needed,0.141509434,0.858490566
3,31.51,needed,0.141509434,0.858490566
3,31.74,so,0.386792453,0.613207547
3,31.97,so,0.386792453,0.613207547
3,32.2,she,0.386792453,0.613207547
3,32.43,turned,0.386792453,0.613207547
3,32.66,to,0.386792453,0.613207547
3,32.89,a,0.386792453,0.613207547
3,33.12,coworker,0.386792453,0.613207547
3,33.35,named,0.386792453,0.613207547
3,33.58,Derek,0.386792453,0.613207547
3,33.81,Derek,0.386792453,0.613207547
3,34.04,and,0.122641509,0.877358491
3,34.27,he,0.122641509,0.877358491
3,34.5,there,0.122641509,0.877358491
3,34.73,for,0.122641509,0.877358491
3,34.96,in,0.122641509,0.877358491
3,35.19,every,0.122641509,0.877358491
3,35.42,way,0.122641509,0.877358491
3,35.65,way,0.122641509,0.877358491
3,35.88,possible,0.122641509,0.877358491
3,36.11,possible,0.122641509,0.877358491
3,36.34,The,0.462264151,0.537735849
3,36.57,The,0.462264151,0.537735849
3,36.8,The,0.462264151,0.537735849
3,37.03,of,0.462264151,0.537735849
3,37.26,them,0.462264151,0.537735849
3,37.49,spending,0.462264151,0.537735849
3,37.72,spending,0.462264151,0.537735849
3,37.95,a,0.462264151,0.537735849
3,38.18,lot,0.462264151,0.537735849
3,38.41,of,0.462264151,0.537735849
3,38.64,time,0.462264151,0.537735849
3,38.87,together,0.462264151,0.537735849
3,39.1,and,0.150943396,0.849056604
3,39.33,quickly,0.150943396,0.849056604
3,39.56,developed,0.150943396,0.849056604
3,39.79,developed,0.150943396,0.849056604
3,40.02,a,0.150943396,0.849056604
3,40.25,a,0.150943396,0.849056604
3,40.48,romantic,0.150943396,0.849056604
3,40.71,relationship,0.150943396,0.849056604
3,40.94,relationship,0.150943396,0.849056604
3,41.17,relationship,0.150943396,0.849056604
3,41.4,Gloria,0.150943396,0.849056604
3,41.63,Gloria,0.150943396,0.849056604
3,41.86,Gloria,0.150943396,0.849056604
3,42.09,Gloria,0.150943396,0.849056604
3,42.32,and,0.150943396,0.849056604
3,42.55,Derek,0.150943396,0.849056604
3,42.78,decided,0.150943396,0.849056604
3,43.01,decided,0.150943396,0.849056604
3,43.24,that,0.094339623,0.905660377
3,43.47,they,0.094339623,0.905660377
3,43.7,wanted,0.094339623,0.905660377
3,43.93,to,0.094339623,0.905660377
3,44.16,be,0.094339623,0.905660377
3,44.39,together,0.094339623,0.905660377
3,44.62,that,0.094339623,0.905660377
3,44.85,Steve,0.094339623,0.905660377
3,45.08,was,0.094339623,0.905660377
3,45.31,in,0.094339623,0.905660377
3,45.54,way,0.094339623,0.905660377
3,45.77,way,0.094339623,0.905660377
3,46.0,way,0.094339623,0.905660377
3,46.23,way,0.094339623,0.905660377
3,46.46,way,0.094339623,0.905660377
3,46.69,way,0.094339623,0.905660377
3,46.92,way,0.094339623,0.905660377
3,47.15,way,0.094339623,0.905660377
