situation,time,word,biological_motion,nobiological_motion
1,0.0,One,0.933962264,0.066037736
1,0.23,day,0.933962264,0.066037736
1,0.46,day,0.933962264,0.066037736
1,0.69,at,0.933962264,0.066037736
1,0.92,work,0.933962264,0.066037736
1,1.15,work,0.933962264,0.066037736
1,1.38,Margaret,0.933962264,0.066037736
1,1.61,walked,0.933962264,0.066037736
1,1.84,up,0.933962264,0.066037736
1,2.07,up,0.933962264,0.066037736
1,2.3,to,0.933962264,0.066037736
1,2.53,her,0.933962264,0.066037736
1,2.76,her,0.933962264,0.066037736
1,2.99,partner,0.933962264,0.066037736
1,3.22,Al,0.933962264,0.066037736
1,3.45,Al,0.933962264,0.066037736
1,3.68,to,0.933962264,0.066037736
1,3.91,ask,0.933962264,0.066037736
1,4.14,ask,0.933962264,0.066037736
1,4.37,him,0.933962264,0.066037736
1,4.6,to,0.933962264,0.066037736
1,4.83,to,0.933962264,0.066037736
1,5.06,talk,0.933962264,0.066037736
1,5.29,to,0.933962264,0.066037736
1,5.52,the,0.933962264,0.066037736
1,5.75,the,0.933962264,0.066037736
1,5.98,chief,0.933962264,0.066037736
1,6.21,of,0.933962264,0.066037736
1,6.44,of,0.933962264,0.066037736
1,6.67,staff,0.933962264,0.066037736
1,6.9,at,0.933962264,0.066037736
1,7.13,at,0.933962264,0.066037736
1,7.36,the,0.933962264,0.066037736
1,7.59,local,0.933962264,0.066037736
1,7.82,local,0.933962264,0.066037736
1,8.05,hospital,0.933962264,0.066037736
1,8.28,where,0.141509434,0.858490566
1,8.51,she,0.141509434,0.858490566
1,8.74,she,0.141509434,0.858490566
1,8.97,worked,0.141509434,0.858490566
1,9.2,as,0.141509434,0.858490566
1,9.43,as,0.141509434,0.858490566
1,9.66,a,0.141509434,0.858490566
1,9.89,nurse,0.141509434,0.858490566
1,10.12,nurse,0.141509434,0.858490566
1,10.35,nurse,0.141509434,0.858490566
1,10.58,nurse,0.141509434,0.858490566
1,10.81,nurse,0.141509434,0.858490566
1,11.04,nurse,0.141509434,0.858490566
1,11.27,nurse,0.141509434,0.858490566
1,11.5,nurse,0.141509434,0.858490566
2,11.73,While,0.377358491,0.622641509
2,11.96,waiting,0.377358491,0.622641509
2,12.19,waiting,0.377358491,0.622641509
2,12.42,outside,0.377358491,0.622641509
2,12.65,the,0.377358491,0.622641509
2,12.88,the,0.377358491,0.622641509
2,13.11,chief,0.377358491,0.622641509
2,13.34,of,0.377358491,0.622641509
2,13.57,staff's,0.377358491,0.622641509
2,13.8,staff's,0.377358491,0.622641509
2,14.03,office,0.377358491,0.622641509
2,14.26,Al,0.471698113,0.528301887
2,14.49,Al,0.471698113,0.528301887
2,14.72,heard,0.471698113,0.528301887
2,14.95,nondescript,0.471698113,0.528301887
2,15.18,nondescript,0.471698113,0.528301887
2,15.41,shouting,0.471698113,0.528301887
2,15.64,and,0.471698113,0.528301887
2,15.87,and,0.471698113,0.528301887
2,16.1,yelling,0.471698113,0.528301887
2,16.33,there,0.179245283,0.820754717
2,16.56,there,0.179245283,0.820754717
2,16.79,was,0.179245283,0.820754717
2,17.02,a,0.179245283,0.820754717
2,17.25,loud,0.179245283,0.820754717
2,17.48,loud,0.179245283,0.820754717
2,17.71,clatter,0.179245283,0.820754717
2,17.94,in,0.179245283,0.820754717
2,18.17,in,0.179245283,0.820754717
2,18.4,the,0.179245283,0.820754717
2,18.63,room,0.179245283,0.820754717
2,18.86,room,0.179245283,0.820754717
2,19.09,and,0.179245283,0.820754717
2,19.32,then,0.179245283,0.820754717
2,19.55,then,0.179245283,0.820754717
2,19.78,an,0.179245283,0.820754717
2,20.01,eerie,0.179245283,0.820754717
2,20.24,silence,0.179245283,0.820754717
2,20.47,silence,0.179245283,0.820754717
2,20.7,An,0.877358491,0.122641509
2,20.93,unfamiliar,0.877358491,0.122641509
2,21.16,unfamiliar,0.877358491,0.122641509
2,21.39,employee,0.877358491,0.122641509
2,21.62,ran,0.877358491,0.122641509
2,21.85,ran,0.877358491,0.122641509
2,22.08,hastily,0.877358491,0.122641509
2,22.31,out,0.877358491,0.122641509
2,22.54,out,0.877358491,0.122641509
2,22.77,of,0.877358491,0.122641509
2,23.0,the,0.877358491,0.122641509
2,23.23,office,0.877358491,0.122641509
2,23.46,office,0.877358491,0.122641509
2,23.69,with,0.877358491,0.122641509
2,23.92,a,0.877358491,0.122641509
2,24.15,a,0.877358491,0.122641509
2,24.38,terrified,0.877358491,0.122641509
2,24.61,look,0.877358491,0.122641509
2,24.84,look,0.877358491,0.122641509
2,25.07,on,0.877358491,0.122641509
2,25.3,their,0.877358491,0.122641509
2,25.53,their,0.877358491,0.122641509
2,25.76,face,0.877358491,0.122641509
2,25.99,face,0.877358491,0.122641509
2,26.22,face,0.877358491,0.122641509
2,26.45,face,0.877358491,0.122641509
2,26.68,face,0.877358491,0.122641509
2,26.91,face,0.877358491,0.122641509
2,27.14,face,0.877358491,0.122641509
3,27.37,Al,0.330188679,0.669811321
3,27.6,explained,0.330188679,0.669811321
3,27.83,explained,0.330188679,0.669811321
3,28.06,to,0.330188679,0.669811321
3,28.29,the,0.330188679,0.669811321
3,28.52,the,0.330188679,0.669811321
3,28.75,chief,0.330188679,0.669811321
3,28.98,of,0.330188679,0.669811321
3,29.21,staff,0.330188679,0.669811321
3,29.44,staff,0.330188679,0.669811321
3,29.67,that,0.122641509,0.877358491
3,29.9,Margaret,0.122641509,0.877358491
3,30.13,Margaret,0.122641509,0.877358491
3,30.36,wanted,0.122641509,0.877358491
3,30.59,to,0.122641509,0.877358491
3,30.82,to,0.122641509,0.877358491
3,31.05,be,0.122641509,0.877358491
3,31.28,excused,0.122641509,0.877358491
3,31.51,excused,0.122641509,0.877358491
3,31.74,from,0.122641509,0.877358491
3,31.97,her,0.122641509,0.877358491
3,32.2,her,0.122641509,0.877358491
3,32.43,absences,0.122641509,0.877358491
3,32.66,last,0.122641509,0.877358491
3,32.89,week,0.122641509,0.877358491
3,33.12,week,0.122641509,0.877358491
3,33.35,The,0.216981132,0.783018868
3,33.58,chief,0.216981132,0.783018868
3,33.81,chief,0.216981132,0.783018868
3,34.04,of,0.216981132,0.783018868
3,34.27,staff,0.216981132,0.783018868
3,34.5,staff,0.216981132,0.783018868
3,34.73,Susan,0.216981132,0.783018868
3,34.96,revealed,0.216981132,0.783018868
