situation,time,social_annotations,social_validPar_trial,social_validPar_time,social_ratings,social_ratings_mad,social_included,tom_annotations,tom_validPar_trial,tom_validPar_time,tom_ratings,tom_ratings_mad,tom_included,word,intentional_action,all_action
1,0.0,0.0,87,1,48.4,0.0,0.0,0.0,78,3,36.6,21.8,0.0,It,0.128712871,0.178217821
1,0.23,0.0,87,2,50.45,1.9499999999999995,0.0,0.0,78,7,50.2,22.000000000000004,0.0,was,0.128712871,0.178217821
1,0.46,0.0,87,6,51.56904761904762,5.300000000000001,0.0,0.0,78,9,50.0,22.948351648351647,0.0,was,0.128712871,0.178217821
1,0.69,0.0,87,13,43.11306532663317,21.41306532663317,0.0,0.0,78,18,50.650000000000006,6.550000000000001,0.0,just,0.128712871,0.178217821
1,0.92,0.0,87,23,41.94257425742575,10.657425742574254,0.0,0.0,78,27,53.1,7.038823529411765,0.0,another,0.128712871,0.178217821
1,1.15,0.0,87,33,46.5,11.799999999999995,0.0,0.0,78,34,51.59096385542169,8.155693505730234,0.0,another,0.128712871,0.178217821
1,1.38,0.0,87,42,42.26428571428572,9.576553903176936,0.0,0.0,78,40,50.9,8.814752513534415,1.0,Sunday,0.128712871,0.178217821
1,1.61,0.0,87,45,34.5,15.1,1.0,0.0,78,47,49.7,9.207153905645782,1.0,afternoon,0.128712871,0.178217821
1,1.84,0.0,87,55,31.831818181818186,17.277820372398686,1.0,0.0,78,50,49.35,10.59240139211137,1.0,for,0.128712871,0.178217821
1,2.07,0.0,87,60,24.73719512195122,20.383547924465624,1.0,0.0,78,61,49.3,17.199999999999996,1.0,for,0.128712871,0.178217821
1,2.3,0.0,87,63,20.063636363636363,16.98773274917853,1.0,0.0,78,62,48.825,18.737311557788946,1.0,Lucy,0.128712871,0.178217821
1,2.53,0.0,87,68,14.03283582089552,12.53283582089552,1.0,0.0,78,62,48.061340323683616,21.688235294117653,1.0,she,0.811881188,0.8811881189999999
1,2.76,0.0,87,69,10.635714285714286,10.064285714285711,1.0,0.0,78,63,44.992964824120605,24.634746019252887,1.0,she,0.811881188,0.8811881189999999
1,2.99,0.0,87,71,8.910843373493977,8.404403175334034,1.0,0.0,78,63,41.06363636363636,24.26363636363636,1.0,was,0.811881188,0.8811881189999999
1,3.22,0.0,87,71,8.9,8.3,1.0,0.0,78,66,41.71768292682927,24.62227722772277,1.0,on,0.811881188,0.8811881189999999
1,3.45,0.0,87,73,7.386694852026859,6.809441633142739,1.0,0.0,78,67,41.364285714285714,24.86428571428572,1.0,on,0.811881188,0.8811881189999999
1,3.68,0.0,87,74,7.045857558628014,6.545857558628014,1.0,0.0,78,68,39.429375,22.379375,1.0,her,0.811881188,0.8811881189999999
1,3.91,0.0,87,75,7.329411764705883,6.568474033601017,1.0,0.0,78,68,39.12647058823529,22.07647058823529,1.0,way,0.811881188,0.8811881189999999
1,4.14,0.0,87,77,7.9,7.295526434704022,1.0,0.0,78,69,34.645833333333336,20.254166666666663,1.0,way,0.811881188,0.8811881189999999
1,4.37,0.0,87,78,6.984469037552848,6.438070317161943,1.0,0.0,78,72,37.2,19.3,1.0,to,0.811881188,0.8811881189999999
1,4.6,0.0,87,79,5.9,5.6000000000000005,1.0,0.0,78,72,33.912352941176465,17.812352941176464,1.0,the,0.811881188,0.8811881189999999
1,4.83,0.0,87,80,6.15,5.687254629909773,1.0,0.0,78,73,32.6,18.2,1.0,the,0.811881188,0.8811881189999999
1,5.06,0.0,87,80,5.317820548324564,4.835300895862835,1.0,0.0,78,73,31.264356435643563,20.03564356435644,1.0,farmer's,0.811881188,0.8811881189999999
1,5.29,0.0,87,81,3.729093985941161,3.26913870593303,1.0,0.0,78,74,27.54698492462312,21.7861036639857,1.0,market,0.811881188,0.8811881189999999
1,5.52,0.0,87,81,3.475,3.1750000000000003,1.0,0.0,78,74,24.85,20.8,1.0,to,0.811881188,0.8811881189999999
1,5.75,0.0,87,81,3.4,3.1,1.0,0.0,78,74,24.55,20.19425978312117,1.0,to,0.811881188,0.8811881189999999
1,5.98,0.0,87,82,3.45,3.1500000000000004,1.0,0.0,78,74,21.38125,17.85058823529412,1.0,pick,0.811881188,0.8811881189999999
1,6.21,0.0,87,82,3.4827096583345654,3.1151800852161013,1.0,0.0,78,75,20.7,17.099999999999998,1.0,up,0.811881188,0.8811881189999999
1,6.44,0.0,87,82,3.4723314241083054,3.106773392220769,1.0,0.0,78,75,20.471052631578942,16.87105263157894,1.0,up,0.811881188,0.8811881189999999
1,6.67,0.0,87,84,3.846428571428572,3.532842080771963,1.0,0.0,78,75,20.4,17.025882352941174,1.0,some,0.811881188,0.8811881189999999
1,6.9,0.0,87,84,3.724162452591656,3.412547503165975,1.0,0.0,78,75,19.8,18.045794577478727,1.0,produce,0.811881188,0.8811881189999999
1,7.13,0.0,87,84,3.85864412136536,3.549000713170606,1.0,0.0,78,75,19.4,17.6,1.0,produce,0.811881188,0.8811881189999999
1,7.36,0.0,87,84,3.993125790139064,3.6723983676196825,1.0,0.0,78,75,19.4,17.599309359371283,1.0,When,0.584158416,0.633663366
1,7.59,0.0,87,84,3.9,3.565271896489323,1.0,0.0,78,75,19.4,16.70100023815194,1.0,she,0.584158416,0.633663366
1,7.82,0.0,87,84,3.9,3.5962712154980285,1.0,0.0,78,75,19.4,15.802691116932609,1.0,she,0.584158416,0.633663366
1,8.05,0.0,87,84,4.09895548371052,3.785154993369112,1.0,0.0,78,75,19.4,15.800000000000004,1.0,arrived,0.584158416,0.633663366
1,8.28,0.0,87,84,4.059382945418903,3.709382945418904,1.0,0.0,78,75,19.4,16.300000000000004,1.0,at,0.584158416,0.633663366
1,8.51,0.0,87,84,3.983885374653729,3.4909687079870624,1.0,0.0,78,75,19.4,15.97426273458445,1.0,the,0.584158416,0.633663366
1,8.74,0.0,87,84,3.59768,3.09768,1.0,0.0,78,75,19.4,16.13869526362824,1.0,the,0.584158416,0.633663366
1,8.97,0.0,87,85,3.680154190499876,3.280154190499876,1.0,0.0,78,75,19.414285714285715,15.785714285714288,1.0,old,0.584158416,0.633663366
1,9.2,0.0,87,86,3.90808,3.4580800000000007,1.0,0.0,78,75,19.4,15.800000000000004,1.0,train,0.584158416,0.633663366
1,9.43,0.0,87,86,4.16328,3.7,1.0,0.0,78,75,19.4,16.300000000000004,1.0,train,0.584158416,0.633663366
1,9.66,0.0,87,86,4.21848,3.846841375274323,1.0,0.0,78,75,19.4,15.800000000000004,1.0,depot,0.584158416,0.633663366
1,9.89,0.0,87,86,4.132235133079848,3.6962949267859777,1.0,0.0,78,75,19.4,15.1,1.0,that,0.584158416,0.633663366
1,10.12,0.0,87,86,4.15,3.75,1.0,0.0,78,76,19.855555555555554,14.994444444444447,1.0,that,0.584158416,0.633663366
1,10.35,0.0,87,86,4.199999999999999,3.75,1.0,0.0,78,76,20.55,13.79116766467066,1.0,housed,0.584158416,0.633663366
1,10.58,0.0,87,86,4.1,3.727310264894844,1.0,0.0,78,76,20.1,14.06456197405652,1.0,the,0.584158416,0.633663366
1,10.81,0.0,87,86,4.1,3.75,1.0,0.0,78,76,19.65462184873949,13.279101899827287,1.0,the,0.584158416,0.633663366
1,11.04,12.01201201201175,87,86,4.1,3.68798098024872,1.0,12.01201201201175,78,76,20.1,13.598469531425998,1.0,market,0.584158416,0.633663366
1,11.27,81.08108108108091,87,86,4.1,3.672142536240481,1.0,81.08108108108091,78,76,20.1,13.718444579904505,1.0,she,0.297029703,0.792079208
1,11.5,100.0,87,86,4.342236684205668,3.9005336083984825,1.0,100.0,78,76,19.6,13.423224728487885,1.0,noticed,0.297029703,0.792079208
1,11.73,100.0,87,86,4.325251546201422,3.9174614549367535,1.0,100.0,78,76,20.45714285714286,12.849999999999998,1.0,noticed,0.297029703,0.792079208
1,11.96,100.0,87,86,4.358266408197176,4.058266408197176,1.0,100.0,78,76,20.65264717769096,13.681408933176852,1.0,two,0.297029703,0.792079208
1,12.19,100.0,87,86,4.35,4.05,1.0,100.0,78,76,21.064646596624947,14.275548589341694,1.0,men,0.297029703,0.792079208
