situation,time,word,biological_motion,nobiological_motion
1,0.0,William,0.066037736,0.933962264
1,0.23,William,0.066037736,0.933962264
1,0.46,William,0.066037736,0.933962264
1,0.69,and,0.066037736,0.933962264
1,0.92,and,0.066037736,0.933962264
1,1.15,Johnny,0.066037736,0.933962264
1,1.38,are,0.066037736,0.933962264
1,1.61,brother-in-laws,0.066037736,0.933962264
1,1.84,brother-in-laws,0.066037736,0.933962264
1,2.07,who,0.066037736,0.933962264
1,2.3,who,0.066037736,0.933962264
1,2.53,been,0.066037736,0.933962264
1,2.76,cellmates,0.066037736,0.933962264
1,2.99,for,0.066037736,0.933962264
1,3.22,for,0.066037736,0.933962264
1,3.45,years,0.066037736,0.933962264
1,3.68,years,0.066037736,0.933962264
1,3.91,years,0.066037736,0.933962264
1,4.14,Both,0.056603774,0.943396226
1,4.37,Both,0.056603774,0.943396226
1,4.6,were,0.056603774,0.943396226
1,4.83,were,0.056603774,0.943396226
1,5.06,facing,0.056603774,0.943396226
1,5.29,the,0.056603774,0.943396226
1,5.52,death,0.056603774,0.943396226
1,5.75,penalty,0.056603774,0.943396226
1,5.98,in,0.056603774,0.943396226
1,6.21,the,0.056603774,0.943396226
1,6.44,coming,0.056603774,0.943396226
1,6.67,week,0.056603774,0.943396226
1,6.9,week,0.056603774,0.943396226
1,7.13,They,0.20754717,0.79245283
1,7.36,They,0.20754717,0.79245283
1,7.59,had,0.20754717,0.79245283
1,7.82,spent,0.20754717,0.79245283
1,8.05,the,0.20754717,0.79245283
1,8.28,last,0.20754717,0.79245283
1,8.51,year,0.20754717,0.79245283
1,8.74,planning,0.20754717,0.79245283
1,8.97,planning,0.20754717,0.79245283
1,9.2,a,0.20754717,0.79245283
1,9.43,jailbreak,0.20754717,0.79245283
1,9.66,together,0.20754717,0.79245283
1,9.89,together,0.20754717,0.79245283
1,10.12,to,0.20754717,0.79245283
1,10.35,avoid,0.20754717,0.79245283
1,10.58,their,0.20754717,0.79245283
1,10.81,looming,0.20754717,0.79245283
1,11.04,death,0.20754717,0.79245283
1,11.27,death,0.20754717,0.79245283
1,11.5,death,0.20754717,0.79245283
1,11.73,death,0.20754717,0.79245283
1,11.96,death,0.20754717,0.79245283
1,12.19,death,0.20754717,0.79245283
1,12.42,death,0.20754717,0.79245283
1,12.65,death,0.20754717,0.79245283
1,12.88,death,0.20754717,0.79245283
2,13.11,When,0.132075472,0.867924528
2,13.34,When,0.132075472,0.867924528
2,13.57,When,0.132075472,0.867924528
2,13.8,the,0.132075472,0.867924528
2,14.03,came,0.132075472,0.867924528
2,14.26,to,0.132075472,0.867924528
2,14.49,make,0.132075472,0.867924528
2,14.72,escape,0.132075472,0.867924528
2,14.95,escape,0.132075472,0.867924528
2,15.18,everything,0.018867925,0.981132075
2,15.41,everything,0.018867925,0.981132075
2,15.64,was,0.018867925,0.981132075
2,15.87,was,0.018867925,0.981132075
2,16.1,going,0.018867925,0.981132075
2,16.33,according,0.018867925,0.981132075
2,16.56,to,0.018867925,0.981132075
2,16.79,to,0.018867925,0.981132075
2,17.02,plan,0.018867925,0.981132075
2,17.25,plan,0.018867925,0.981132075
2,17.48,They,0.716981132,0.283018868
2,17.71,They,0.716981132,0.283018868
2,17.94,They,0.716981132,0.283018868
2,18.17,had,0.716981132,0.283018868
2,18.4,successfully,0.716981132,0.283018868
2,18.63,successfully,0.716981132,0.283018868
2,18.86,stolen,0.716981132,0.283018868
2,19.09,stolen,0.716981132,0.283018868
2,19.32,the,0.716981132,0.283018868
2,19.55,keys,0.716981132,0.283018868
2,19.78,from,0.716981132,0.283018868
2,20.01,the,0.716981132,0.283018868
2,20.24,and,0.896226415,0.103773585
2,20.47,had,0.896226415,0.103773585
2,20.7,made,0.896226415,0.103773585
