situation,time,social_annotations,social_validPar_trial,social_validPar_time,social_ratings,social_ratings_mad,social_included,tom_annotations,tom_validPar_trial,tom_validPar_time,tom_ratings,tom_ratings_mad,tom_included,word,intentional_action,all_action
1,0.0,0.0,76,2,49.3,2.099999999999998,0.0,0.0,73,1,15.6,0.0,0.0,William,0.178217822,0.306930693
1,0.23,0.0,76,6,51.29761904761905,2.288235294117648,0.0,0.0,73,2,30.087647058823528,20.412352941176472,0.0,William,0.178217822,0.306930693
1,0.46,0.0,76,8,49.95,2.7499999999999964,0.0,0.0,73,5,47.1,12.299999999999995,0.0,William,0.178217822,0.306930693
1,0.69,0.0,76,18,47.95,8.900000000000002,0.0,0.0,73,10,50.162179487179486,5.349585218702863,0.0,and,0.178217822,0.306930693
1,0.92,0.0,76,24,45.91987951807229,5.576591070163001,0.0,0.0,73,23,56.9,9.4,0.0,and,0.178217822,0.306930693
1,1.15,0.0,76,33,44.41477272727273,6.174639037433153,0.0,0.0,73,29,50.5,13.046706586826351,0.0,Johnny,0.178217822,0.306930693
1,1.38,0.0,76,39,39.086746987951805,11.174698795180724,1.0,0.0,73,42,49.45,16.276190476190475,1.0,are,0.178217822,0.306930693
1,1.61,0.0,76,46,34.4,16.332530120481927,1.0,0.0,73,47,49.0,17.1,1.0,brother-in-laws,0.178217822,0.306930693
1,1.84,0.0,76,50,40.29939759036145,10.702841215608697,1.0,0.0,73,51,49.0,15.0,1.0,brother-in-laws,0.178217822,0.306930693
1,2.07,0.0,76,53,42.2,19.04166666666667,1.0,0.0,73,54,49.607621247113165,18.551286787707063,1.0,who,0.178217822,0.306930693
1,2.3,0.0,76,57,38.1,24.7,1.0,0.0,73,57,49.9,18.7,1.0,who,0.178217822,0.306930693
1,2.53,0.0,76,58,39.13095238095238,19.704761904761902,1.0,0.0,73,58,49.75,17.394138355923246,1.0,been,0.178217822,0.306930693
1,2.76,0.0,76,58,38.04285714285714,18.408156936383293,1.0,0.0,73,61,49.7,15.804819277108436,1.0,cellmates,0.178217822,0.306930693
1,2.99,0.0,76,62,33.8071265060241,18.20596873207114,1.0,0.0,73,61,49.4,14.758317197676469,1.0,for,0.178217822,0.306930693
1,3.22,0.0,76,64,26.950000000000003,22.41853932584269,1.0,0.0,73,61,49.45,13.793337440591436,1.0,for,0.178217822,0.306930693
1,3.45,0.0,76,66,22.75,21.838554216867472,1.0,0.0,73,62,48.17209302325581,14.1420858184974,1.0,years,0.178217822,0.306930693
1,3.68,0.0,76,68,22.51746987951807,21.31746987951807,1.0,0.0,73,65,46.65526315789474,18.855263157894736,1.0,years,0.178217822,0.306930693
1,3.91,0.0,76,68,22.7565331010453,20.7565331010453,1.0,0.0,73,67,44.3,17.800000000000004,1.0,years,0.178217822,0.306930693
1,4.14,0.0,76,69,23.2,21.8,1.0,0.0,73,67,43.135546875,18.335546875,1.0,Both,0.168316832,0.405940594
1,4.37,0.0,76,69,23.2,21.3,1.0,0.0,73,67,43.1,15.3,1.0,Both,0.168316832,0.405940594
1,4.6,0.0,76,69,26.6,23.8,1.0,0.0,73,68,40.42764705882352,15.583529411764706,1.0,were,0.168316832,0.405940594
1,4.83,0.0,76,69,26.6,23.8,1.0,0.0,73,70,38.5,15.8,1.0,were,0.168316832,0.405940594
1,5.06,0.0,76,70,27.07738095238096,24.15,1.0,0.0,73,71,37.2,16.099999999999994,1.0,facing,0.168316832,0.405940594
1,5.29,0.0,76,70,27.450000000000003,24.018235294117645,1.0,0.0,73,71,37.2,16.299999999999997,1.0,the,0.168316832,0.405940594
1,5.52,0.0,76,71,26.6,23.8,1.0,0.0,73,73,38.983417085427135,15.333417085427136,1.0,death,0.168316832,0.405940594
1,5.75,0.0,76,71,26.6,23.200000000000003,1.0,0.0,73,73,35.1,16.700000000000003,1.0,penalty,0.168316832,0.405940594
1,5.98,0.0,76,71,24.97590361445783,22.87590361445783,1.0,0.0,73,73,35.63493975903614,16.628640596535064,1.0,in,0.168316832,0.405940594
1,6.21,0.0,76,72,21.62586206896552,20.17586206896552,1.0,0.0,73,73,35.1,15.536470588235296,1.0,the,0.168316832,0.405940594
1,6.44,0.0,76,74,18.83235294117647,17.633031550058043,1.0,0.0,73,73,35.1,15.333620841401164,1.0,coming,0.168316832,0.405940594
1,6.67,0.0,76,75,17.584523809523812,16.584523809523812,1.0,0.0,73,73,40.5,13.9,1.0,week,0.168316832,0.405940594
1,6.9,0.0,76,76,15.311421319796954,14.411421319796954,1.0,0.0,73,73,42.9,15.099999999999998,1.0,week,0.168316832,0.405940594
1,7.13,0.0,76,76,12.803571428571429,11.898504273504273,1.0,0.0,73,73,42.9,16.200000000000003,1.0,They,0.811881188,0.8811881189999999
1,7.36,0.0,76,76,12.13433734939759,11.13433734939759,1.0,0.0,73,73,42.9,15.574698795180725,1.0,They,0.811881188,0.8811881189999999
1,7.59,0.0,76,76,10.139285714285714,9.139285714285714,1.0,0.0,73,73,47.54388489208633,15.44388489208633,1.0,had,0.811881188,0.8811881189999999
1,7.82,0.0,76,75,11.2,10.178834618680376,1.0,0.0,73,73,49.7,14.900000000000006,1.0,spent,0.811881188,0.8811881189999999
1,8.05,0.0,76,75,11.2,10.2,1.0,0.0,73,73,49.7,14.931818181818173,1.0,the,0.811881188,0.8811881189999999
1,8.28,0.0,76,75,11.2,10.2,1.0,0.0,73,73,50.1,15.300000000000004,1.0,last,0.811881188,0.8811881189999999
1,8.51,0.0,76,75,11.6,10.013899613899614,1.0,0.0,73,73,50.2,15.899999999999991,1.0,year,0.811881188,0.8811881189999999
1,8.74,0.0,76,75,11.6,10.1,1.0,0.0,73,73,50.2,16.900000000000006,1.0,planning,0.811881188,0.8811881189999999
1,8.97,0.0,76,75,11.357142857142858,9.857142857142858,1.0,0.0,73,73,50.2,17.200000000000003,1.0,planning,0.811881188,0.8811881189999999
1,9.2,0.0,76,75,11.2,9.8,1.0,0.0,73,73,50.5,17.200000000000003,1.0,a,0.811881188,0.8811881189999999
1,9.43,0.0,76,75,11.2,9.7,1.0,0.0,73,73,50.5,17.5,1.0,jailbreak,0.811881188,0.8811881189999999
1,9.66,0.0,76,75,8.656716417910447,7.856716417910447,1.0,0.0,73,73,50.5,17.751807228915666,1.0,together,0.811881188,0.8811881189999999
