rating,int_action_text,acc_action_text,all_action_text
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,-0.38960537948988866,-0.17105082240193215,-0.5606562018918207
0.0,-0.38960537948988866,-0.17105082240193215,-0.5606562018918207
0.0,-0.38960537948988866,-0.17105082240193215,-0.5606562018918207
0.0,-0.38960537948988866,-0.17105082240193215,-0.5606562018918207
0.0,-0.38960537948988866,-0.17105082240193215,-0.5606562018918207
0.0,-0.38960537948988866,-0.17105082240193215,-0.5606562018918207
0.0,-0.38960537948988866,-0.17105082240193215,-0.5606562018918207
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.26385996851011145,-0.07204092240193216,0.19181904610817935
0.0,0.31023529063895794,-0.09368273956193285,0.21655255107702515
0.0,0.5608896705101113,-0.2106547844019322,0.35023488610817927
0.0,0.5608896705101113,-0.2106547844019322,0.35023488610817927
0.0,0.5608896705101113,-0.2106547844019322,0.35023488610817927
0.0,0.5608896705101113,-0.2106547844019322,0.35023488610817927
0.0,0.5608896705101113,-0.2106547844019322,0.35023488610817927
0.0,0.5608896705101113,-0.2106547844019322,0.35023488610817927
0.0,-0.5678232014898887,-0.13144686240193215,-0.6992700638918209
0.0,-0.5678232014898887,-0.13144686240193215,-0.6992700638918209
0.0,-0.5678232014898887,-0.13144686240193215,-0.6992700638918209
0.0,-0.5678232014898887,-0.13144686240193215,-0.6992700638918209
0.0,-0.5678232014898887,-0.13144686240193215,-0.6992700638918209
0.0,-0.5028977503221467,-0.1438136151986158,-0.6467113655207625
0.0,-0.15198161748988875,-0.2106547844019322,-0.3626364018918208
0.0,-0.15198161748988875,-0.2106547844019322,-0.3626364018918208
0.0,-0.15198161748988875,-0.2106547844019322,-0.3626364018918208
0.0,-0.15198161748988875,-0.2106547844019322,-0.3626364018918208
0.0,-0.15198161748988875,-0.2106547844019322,-0.3626364018918208
0.0,-0.15198161748988875,-0.2106547844019322,-0.3626364018918208
0.0,-0.15198161748988875,-0.2106547844019322,-0.3626364018918208
0.0,0.30346392851011145,-0.19085280240193225,0.11261112610817925
0.0,0.30346392851011145,-0.19085280240193225,0.11261112610817925
0.0,0.30346392851011145,-0.19085280240193225,0.11261112610817925
0.0,0.30346392851011145,-0.19085280240193225,0.11261112610817925
0.0,0.30346392851011145,-0.19085280240193225,0.11261112610817925
0.0,0.30346392851011145,-0.19085280240193225,0.11261112610817925
0.0,0.30346392851011145,-0.19085280240193225,0.11261112610817925
0.0,0.30346392851011145,-0.19085280240193225,0.11261112610817925
0.0,0.30346392851011145,-0.19085280240193225,0.11261112610817925
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,-0.5975645023227427,0.6143215391381172,0.016757036815374327
0.0,-0.6272291414898886,0.6408303655980678,0.01360122410817921
0.0,-0.6272291414898886,0.6408303655980678,0.01360122410817921
0.0,-0.6272291414898886,0.6408303655980678,0.01360122410817921
0.0,-0.6272291414898886,0.6408303655980678,0.01360122410817921
0.0,-0.6272291414898886,0.6408303655980678,0.01360122410817921
0.0,-0.6272291414898886,0.6408303655980678,0.01360122410817921
0.0,-0.33333286068589846,0.4094652083290821,0.07613234764318355
0.0,0.30346392851011145,-0.09184290240193216,0.21162102610817934
0.0,0.30346392851011145,-0.09184290240193216,0.21162102610817934
0.0,0.30346392851011145,-0.09184290240193216,0.21162102610817934
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,-0.5480212214898886,0.4230085835980678,-0.12501263789182093
0.0,0.5014837305101112,-0.13144686240193215,0.37003686810817904
0.0,0.5014837305101112,-0.13144686240193215,0.37003686810817904
0.0,0.5014837305101112,-0.13144686240193215,0.37003686810817904
0.0,0.5014837305101112,-0.13144686240193215,0.37003686810817904
0.0,0.4639650561364802,-0.12519375011158784,0.33877130602489236
0.0,0.3826718485101112,-0.11164488240193216,0.27102696610817917
0.0,0.3826718485101112,-0.11164488240193216,0.27102696610817917
0.0,0.3826718485101112,-0.11164488240193216,0.27102696610817917
0.0,0.3826718485101112,-0.11164488240193216,0.27102696610817917
0.0,0.3826718485101112,-0.11164488240193216,0.27102696610817917
0.0,0.3826718485101112,-0.11164488240193216,0.27102696610817917
0.0,0.3826718485101112,-0.11164488240193216,0.27102696610817917
0.0,0.06584016651011126,-0.15124884240193215,-0.08540867589182088
0.0,-0.6272291414898886,-0.13144686240193215,-0.7586760038918209
0.0,-0.6272291414898886,-0.13144686240193215,-0.7586760038918209
0.0,-0.6272291414898886,-0.13144686240193215,-0.7586760038918209
0.0,-0.6272291414898886,-0.13144686240193215,-0.7586760038918209
0.0,-0.37085153505953494,-0.11268752553090078,-0.4835390605904356
0.0,0.18465204651011127,-0.07204092240193216,0.11261112410817908
0.0,0.18465204651011127,-0.07204092240193216,0.11261112410817908
0.0,0.18465204651011127,-0.07204092240193216,0.11261112410817908
0.0,0.18465204651011127,-0.07204092240193216,0.11261112410817908
0.0,0.18465204651011127,-0.07204092240193216,0.11261112410817908
0.0,0.24718317004510756,-0.12206582135624222,0.12511734868886537
0.0,0.3826718485101112,-0.2304567644019322,0.1522150841081792
0.0,-0.15198161748988875,-0.11164488240193216,-0.26362649989182085
0.0,-0.15198161748988875,-0.11164488240193216,-0.26362649989182085
0.0,-0.15198161748988875,-0.11164488240193216,-0.26362649989182085
0.0,-0.15198161748988875,-0.11164488240193216,-0.26362649989182085
0.0,-0.15198161748988875,-0.11164488240193216,-0.26362649989182085
0.0,-0.15198161748988875,-0.11164488240193216,-0.26362649989182085
0.0,-0.15198161748988875,-0.11164488240193216,-0.26362649989182085
0.0,-0.15198161748988875,-0.11164488240193216,-0.26362649989182085
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,-0.22852269024258934,-0.09250961421375703,-0.32103230445634645
