consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,run,audio_played,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,run_dup,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,endingBreakKey_2.rt,endingBreakKey_2.duration,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
0.0001,16.4499,y,16.1449,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,16.4499,23.6114,space,7.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,,,,,,23.6114,37.9009,space,13.9827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,,,,,,,,,,,37.9023,48.5182,space,10.6115,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,,,,,,,,,,,48.5184,76.2721,space,27.7166,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,,,,,,,,,,,76.2722,99.1343,space,22.8476,,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,,,,,,,,,,,99.1345,119.8491,space,20.7092,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,,,,,,,,,,,119.8493,136.2361,space,16.3828,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,,,,,,,,,,,136.2363,156.9353,space,20.6948,,[],[],[],[],[],[],5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66943e29675c6778f0a3ac7f,2025-07-07_19h00.34.771,group3.4_multiperson,2023.2.2,Win32,370.3703704,686c2ebf0248f13bef9af11f,686c7b961ceba6cd3c1648a0,,,,,,,,,,,,,,,,,,,,,,,,,,,156.936,159.5149,159.5218,1,audio/Narrative13Situation2.wav,161.5233,,161.5234,191.2443,"[[999,0],[999,97],[999,183],[999,269],[999,355],[999,441],[999,527],[999,613],[999,699],[999,786],[999,872],[999,958],[999,1044],[999,1130],[999,1216],[999,1303],[999,1388],[999,1475],[999,1561],[999,1647],[999,1733],[999,1819],[999,1905],[999,1992],[999,2077],[999,2163],[999,2250],[999,2336],[999,2422],[999,2508],[999,2594],[999,2680],[999,2766],[999,2852],[999,2938],[999,3025],[999,3111],[999,3197],[999,3283],[999,3369],[999,3455],[999,3541],[999,3627],[999,3713],[999,3800],[999,3886],[999,3972],[999,4058],[999,4145],[999,4230],[999,4317],[999,4402],[999,4489],[999,4575],[999,4661],[999,4748],[999,4834],[999,4919],[999,5005],[999,5091],[999,5178],[999,5264],[999,5350],[999,5436],[999,5523],[999,5609],[999,5695],[999,5781],[999,5866],[999,5952],[999,6038],[999,6125],[999,6211],[999,6297],[999,6383],[999,6470],[999,6555],[999,6642],[999,6728],[999,6814],[999,6900],[999,6986],[999,7072],[999,7159],[999,7244],[999,7330],[999,7416],[999,7502],[999,7588],[999,7675],[999,7761],[999,7847],[999,7933],[999,8019],[999,8106],[999,8192],[999,8278],[999,8365],[999,8450],[96.2,8537],[98,8622],[98.2,8708],[98.2,8794],[98.9,8881],[100,8967],[100,9053],[100,9139],[100,9225],[100,9312],[100,9397],[100,9483],[100,9569],[100,9656],[100,9741],[100,9828],[100,9914],[100,10000],[100,10088],[100,10172],[100,10258],[100,10344],[100,10430],[100,10517],[100,10603],[100,10689],[100,10775],[100,10862],[100,10947],[100,11034],[100,11119],[100,11206],[100,11292],[100,11378],[100,11464],[100,11550],[100,11636],[100,11722],[100,11809],[100,11895],[100,11980],[100,12067],[100,12153],[100,12239],[100,12325],[100,12411],[100,12497],[100,12584],[100,12670],[100,12756],[100,12842],[100,12928],[100,13014],[100,13100],[100,13186],[100,13272],[100,13358],[100,13445],[100,13531],[100,13617],[100,13703],[100,13789],[100,13875],[100,13961],[100,14047],[100,14133],[100,14219],[100,14306],[100,14392],[100,14478],[100,14564],[100,14650],[100,14737],[100,14822],[100,14908],[100,14995],[100,15081],[100,15167],[100,15253],[100,15339],[100,15425],[100,15511],[100,15597],[100,15683],[100,15770],[100,15856],[100,15942],[100,16028],[100,16115],[100,16200],[100,16287],[100,16372],[100,16459],[100,16544],[100,16631],[100,16717],[100,16803],[100,16889],[100,16976],[100,17061],[100,17147],[100,17234],[100,17320],[100,17408],[100,17492],[100,17578],[100,17664],[100,17750],[100,17836],[100,17922],[100,18008],[100,18095],[100,18181],[100,18267],[100,18353],[100,18439],[100,18525],[100,18611],[100,18697],[100,18784],[100,18870],[100,18956],[100,19042],[100,19129],[100,19214],[100,19301],[100,19386],[100,19473],[100,19559],[100,19645],[100,19731],[100,19817],[100,19904],[100,19989],[100,20075],[100,20162],[100,20247],[100,20334],[100,20420],[100,20506],[100,20593],[100,20678],[100,20764],[100,20850],[100,20937],[100,21022],[100,21109],[100,21195],[100,21281],[100,21367],[100,21453],[100,21539],[100,21625],[100,21711],[100,21798],[100,21884],[100,21971],[100,22056],[100,22142],[100,22228],[100,22314],[100,22400],[100,22486],[100,22573],[100,22659],[100,22745],[100,22831],[100,22917],[100,23003],[100,23089],[100,23176],[100,23262],[100,23348],[100,23434],[100,23520],[100,23606],[100,23692],[100,23778],[100,23864],[100,23950],[100,24038],[100,24123],[100,24209],[100,24295],[100,24381],[100,24467],[100,24553],[100,24639],[100,24726],[100,24812],[100,24898],[100,24984],[100,25070],[100,25157],[100,25242],[100,25328],[100,25415],[100,25501],[100,25587],[100,25674],[100,25759],[100,25845],[100,25931],[100,26017],[100,26103],[100,26191],[100,26276],[100,26362],[100,26449],[100,26534],[100,26620],[100,26706],[100,26792],[100,26878],[100,26966],[100,27051],[100,27137],[100,27223],[100,27309],[100,27395],[100,27481],[100,27567],[100,27653],[100,27740],[100,27826],[100,27912],[99.7,27998],[99.7,28084],[99.7,28170],[99.3,28256],[99.2,28342],[99.2,28429],[99.2,28515],[99.2,28601],[99.2,28687],[99,28774],[98.8,28859],[98.8,28946],[98.7,29031],[98.7,29117],[98.7,29204],[98.7,29290],[98.7,29376],[98.7,29462],[98.7,29548],[98.7,29634],[98.7,29720]]",191.2445,205.4394,100,10.6176,"[{""rating"":99.6875,""responseTime"":9.37299999999999},{""rating"":100,""responseTime"":10.617600000008935}]",space,13.6879,,205.4395,Partially,50,205.441,,,[],,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
