consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,run,audio_played,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,run_dup,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
0.0006,24.9094,y,24.5884,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,24.9097,40.3349,space,15.3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,,,,,,40.3352,80.8264,space,40.1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,,,,,,,,,,,80.837,107.3086,space,26.4395,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,,,,,,,,,,,107.3101,241.9178,space,134.4976,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,,,,,,,,,,,241.9189,329.9127,space,87.9407,,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,,,,,,,,,,,329.9134,503.7884,space,173.8462,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,,,,,,,,,,,503.7889,533.2558,space,29.4412,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,,,,,,,,,,,533.2569,563.1815,space,29.9021,,[],[],[],[],[],[],5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6128fd492700069e594016c9,2025-07-07_23h22.48.925,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c8e91677ea7c34f42c62f,,,,,,,,,,,,,,,,,,,,,,,,,,,563.1872,565.7671,565.7961,1,audio/Narrative13Situation2.wav,567.8008,,567.8011,597.5544,"[[999,3],[999,142],[999,225],[999,310],[999,392],[999,476],[999,560],[999,634],[999,727],[999,810],[999,893],[14.9,977],[12.7,1061],[13.6,1144],[14.2,1226],[14.5,1301],[15.6,1393],[16,1468],[16.4,1560],[23.5,1644],[36.9,1728],[48.2,1811],[52.7,1894],[54.2,1977],[56.7,2060],[56.8,2142],[57.2,2227],[57.5,2298],[57.5,2392],[57.7,2469],[57.7,2552],[58.1,2644],[58.5,2726],[58.9,2803],[59.7,2893],[59.7,2977],[59.7,3060],[59.7,3143],[59.7,3216],[59.7,3310],[59.7,3388],[59.7,3472],[59.7,3561],[59.7,3635],[59.7,3718],[59.7,3799],[59.7,3885],[59.7,3976],[59.9,4060],[60.5,4138],[61.1,4229],[63.8,4312],[66.7,4396],[67,4478],[67.1,4558],[67.1,4635],[68.4,4728],[70,4812],[70.7,4895],[70.9,4966],[70.9,5052],[71.1,5145],[72.5,5228],[73.5,5311],[73.5,5394],[73.5,5469],[73.5,5561],[73.5,5644],[73.5,5718],[73.5,5811],[73.5,5888],[73.5,5978],[73.5,6056],[73.5,6136],[73.5,6228],[73.5,6308],[73.5,6394],[73.5,6472],[73.5,6555],[73.5,6646],[73.5,6723],[73.5,6802],[73.5,6885],[73.5,6967],[73.5,7053],[73.5,7133],[73.5,7218],[73.5,7311],[73.5,7387],[73.5,7469],[73.5,7555],[73.5,7636],[73.5,7728],[73.5,7805],[73.5,7885],[73.5,7977],[73.5,8053],[73.5,8144],[73.5,8217],[73.5,8303],[73.5,8394],[73.5,8467],[73.5,8561],[73.5,8634],[73.6,8722],[73.6,8811],[74.4,8896],[74.4,8967],[74.5,9062],[74.9,9145],[74.9,9220],[75.2,9312],[75.2,9390],[75.2,9468],[75.2,9562],[75.2,9638],[75.2,9728],[75.2,9801],[75.2,9884],[75.2,9973],[75.2,10056],[75.2,10138],[75.2,10229],[75.2,10303],[75.2,10395],[75.2,10468],[75.2,10554],[75.2,10645],[75.2,10718],[75.2,10801],[75.2,10895],[75.2,10971],[75.2,11062],[75.2,11145],[75.2,11218],[75.2,11312],[75.4,11396],[75.4,11479],[75.4,11552],[75.6,11646],[75.7,11728],[76.4,11813],[76.4,11896],[76.5,11973],[76.6,12054],[76.6,12145],[76.6,12229],[76.6,12304],[76.6,12396],[76.6,12470],[76.6,12557],[76.6,12635],[76.6,12718],[76.6,12812],[76.6,12889],[76.6,12973],[76.6,13063],[76.6,13145],[77,13230],[77.4,13313],[77.7,13389],[77.7,13469],[77.7,13563],[77.7,13638],[77.7,13729],[77.7,13812],[77.7,13888],[77.7,13970],[77.7,14054],[77.7,14147],[77.7,14229],[77.7,14305],[77.7,14397],[77.7,14470],[77.7,14556],[77.7,14646],[77.7,14722],[77.7,14805],[77.7,14897],[77.7,14971],[77.7,15062],[77.8,15147],[78.1,15230],[78.3,15314],[78.6,15391],[78.9,15472],[78.9,15564],[78.9,15638],[78.9,15730],[78.9,15808],[78.9,15897],[78.9,15980],[78.9,16064],[79,16148],[79,16230],[79,16303],[79,16387],[79,16475],[79,16555],[79.1,16648],[79.2,16720],[79.4,16805],[79.4,16897],[79.5,16980],[79.9,17065],[80.6,17149],[81.5,17232],[81.8,17314],[81.8,17388],[81.8,17472],[81.8,17554],[81.8,17637],[81.8,17721],[81.8,17814],[81.8,17891],[81.8,17980],[81.8,18053],[81.8,18139],[81.8,18231],[81.8,18303],[81.8,18397],[81.8,18481],[81.8,18554],[81.8,18648],[81.8,18726],[81.8,18806],[81.8,18898],[81.8,18971],[81.8,19055],[81.8,19148],[81.8,19221],[81.8,19306],[81.8,19387],[81.8,19471],[81.8,19565],[83,19649],[84.3,19733],[84.8,19815],[84.8,19891],[84.8,19973],[84.9,20065],[84.9,20140],[85.2,20231],[100,20316],[100,20399],[100,20482],[100,20565],[100,20639],[100,20733],[100,20816],[100,20891],[100,20982],[100,21059],[100,21148],[100,21233],[100,21316],[100,21399],[100,21483],[100,21566],[100,21649],[100,21732],[100,21815],[100,21899],[100,21982],[100,22066],[100,22149],[100,22233],[100,22316],[100,22399],[100,22483],[81.8,23317],[95.1,23417],[98.2,23501],[99.5,23583],[99.5,23658],[99.5,23749],[99.5,23822],[99.5,23917],[99.5,23989],[99.2,24084],[99.1,24158],[99.1,24249],[99.1,24325],[99.1,24408],[97.6,24502],[97.3,24572],[97.2,24667],[97.2,24743],[97.2,24822],[97.5,24919],[98,25001],[98.8,25084],[99.3,25158],[99.3,25239],[99.3,25322],[99.3,25408],[99.3,25489],[99.3,25575],[99.3,25667],[99.3,25742],[99.3,25833],[98.3,25919],[75.5,28752],[49.7,29170],[21.7,29252],[6.6,29336],[5.6,29407],[5.6,29495],[7.9,29586],[21.3,29669],[41.4,29752]]",597.5548,622.2782,100,9.3715,"[{""rating"":98.02083333333333,""responseTime"":8.586200000003032},{""rating"":100,""responseTime"":9.371500000000083}]",space,24.1616,,622.2785,Definitely yes,100,622.2854,,,[],,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
