consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,run,audio_played,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,run_dup,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,endingBreakKey_2.rt,endingBreakKey_2.duration,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
0.0002,4.3903,y,4.066,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,4.3906,19.455,space,15.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,,,,,,19.4554,29.4709,space,9.6816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,,,,,,,,,,,29.4892,47.9166,space,18.3929,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,,,,,,,,,,,47.917,58.2819,space,10.2817,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,,,,,,,,,,,58.2823,66.4471,space,8.128,,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,,,,,,,,,,,66.4476,71.8968,space,5.4127,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,,,,,,,,,,,71.8977,81.1451,space,9.216,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,,,,,,,,,,,81.1462,88.3103,space,7.1304,,[],[],[],[],[],[],5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5a09ebdf087f2e0001eae39f,2025-07-07_22h37.19.756,group3.4_multiperson,2023.2.2,Win32,60.24096386,686c2ebf0248f13bef9af11f,686c844034b6fee36ccadc62,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3126,90.8933,90.9157,1,audio/Narrative13Situation2.wav,92.9264,,92.9267,122.6856,"[[999,2],[999,132],[999,207],[999,282],[999,382],[999,480],[999,556],[999,658],[999,740],[999,818],[999,899],[999,982],[999,1065],[999,1160],[999,1232],[999,1315],[999,1399],[999,1482],[999,1566],[999,1651],[999,1732],[999,1815],[999,1900],[999,1982],[999,2065],[999,2148],[999,2232],[999,2315],[999,2399],[999,2482],[999,2579],[999,2648],[999,2732],[999,2816],[999,2898],[999,2982],[999,3065],[999,3148],[999,3234],[999,3315],[999,3398],[999,3481],[999,3565],[999,3662],[999,3733],[999,3815],[999,3898],[999,3986],[999,4065],[999,4148],[999,4231],[999,4315],[999,4398],[999,4481],[999,4565],[999,4665],[999,4764],[999,4848],[999,4937],[999,5022],[999,5102],[999,5188],[999,5265],[999,5348],[999,5432],[999,5515],[999,5598],[999,5681],[999,5765],[999,5848],[999,5932],[999,6015],[999,6098],[999,6181],[999,6265],[999,6348],[999,6431],[999,6514],[999,6598],[999,6681],[999,6765],[999,6848],[999,6931],[999,7014],[999,7098],[999,7181],[999,7265],[999,7348],[999,7431],[999,7514],[999,7598],[999,7681],[999,7765],[999,7848],[999,7932],[50,8016],[49.9,8098],[49.9,8181],[49.9,8264],[49.9,8347],[49.9,8431],[49.9,8514],[49.9,8598],[49.9,8681],[49.9,8764],[49.9,8847],[49.9,8931],[49.9,9014],[49.9,9098],[49.9,9181],[49.9,9264],[49.9,9348],[49.9,9431],[49.9,9514],[49.9,9597],[49.9,9680],[49.9,9764],[49.9,9847],[49.9,9931],[50.4,10014],[51.3,10098],[52.7,10181],[53.2,10265],[60.7,10682],[73.7,10764],[76.4,10848],[77.4,10931],[79.4,11014],[80.3,11097],[81.3,11181],[82.2,11264],[83.5,11348],[84.2,11431],[84.5,11514],[84.5,11597],[84.5,11681],[84.5,11764],[84.5,11847],[84.5,11930],[85,12014],[85.6,12098],[85.9,12180],[85.9,12263],[85.9,12347],[85.9,12430],[85.9,12514],[85.9,12597],[85.9,12680],[86.1,12764],[86.1,12847],[86.1,12930],[86.1,13013],[86.1,13097],[86.1,13180],[86.1,13263],[86.1,13347],[86.1,13430],[86.1,13513],[86.1,13597],[86.3,13681],[87,13764],[88.3,13847],[90,13932],[92.3,14015],[93.5,14097],[93.9,14180],[93.9,14263],[94,14347],[94,14430],[94,14513],[94,14597],[94,14680],[94,14763],[94,14846],[96.2,14930]]",122.6858,130.2202,90.98658681,6.0558,"[{""rating"":90.98658681352399,""responseTime"":6.055800000011914}]",space,6.999,,130.2205,Partially,50,130.2237,,,[],,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
