consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,run,audio_played,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,run_dup,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
0.0005,7.0652,y,6.7443,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,7.0654,13.3885,space,6.2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,,,,,,13.3887,37.8341,space,24.1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,,,,,,,,,,,37.8483,57.8895,space,20.0224,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,,,,,,,,,,,57.8996,93.5956,space,35.5793,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,,,,,,,,,,,93.609,110.4811,space,16.8234,,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,,,,,,,,,,,110.4908,147.5571,space,37.0367,,"[-0.09855143229166667,-0.037272135416666664,-0.01036376953125,0.0314697265625]","[0.7616536458333333,0.5013527199074074,0.40536747685185187,0.6673611111111111]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[3.6064000000357623,4.005400000035763,4.322900000035759,4.839699999988085]",3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,,,,,,,,,,,147.5671,166.7948,space,19.204,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,,,,,,,,,,,166.8048,194.5429,space,27.7146,,[],[],[],[],[],[],5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,66abc79f0812c1f89a25adfb,2025-07-07_21h11.48.111,group3.4_multiperson,2023.2.2,MacIntel,59.88023952,686c2ebf0248f13bef9af11f,686c7c00fb44677680e080e4,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5575,197.1297,197.1514,1,audio/Narrative13Situation2.wav,199.1654,,199.1656,228.9152,"[[999,1],[999,98],[999,183],[999,266],[999,349],[999,433],[999,516],[999,599],[999,683],[999,767],[999,850],[999,933],[999,1017],[999,1100],[999,1184],[999,1267],[999,1350],[999,1434],[999,1518],[999,1600],[999,1684],[999,1768],[999,1851],[999,1935],[999,2018],[999,2101],[999,2185],[999,2268],[999,2352],[999,2435],[999,2519],[999,2602],[999,2685],[999,2769],[999,2852],[999,2935],[999,3019],[999,3102],[999,3186],[999,3269],[999,3352],[999,3436],[999,3520],[999,3602],[999,3686],[999,3770],[999,3853],[999,3937],[999,4020],[999,4103],[999,4187],[999,4270],[999,4354],[999,4437],[999,4520],[999,4604],[999,4691],[999,4772],[999,4854],[999,4938],[999,5021],[999,5105],[999,5188],[999,5272],[999,5355],[999,5438],[999,5522],[43.3,5605],[44.2,5688],[46.8,5772],[47.5,5855],[48.1,5938],[48.9,6022],[49.3,6105],[49.4,6189],[49.4,6273],[49.4,6356],[49.4,6440],[48.9,6522],[48.7,6606],[48.7,6690],[48.7,6773],[48.7,6856],[48.7,6940],[48.7,7023],[48.9,7106],[49.5,7190],[49.6,7273],[49.7,7358],[49.7,7441],[49.7,7524],[49.7,7608],[49.7,7691],[49.7,7775],[49.7,7858],[49.7,7941],[49.7,8025],[49.7,8107],[49.7,8192],[49.7,8275],[49.7,8358],[49.7,8442],[49.7,8525],[49.7,8609],[49.7,8691],[49.7,8775],[49.7,8859],[49.7,8943],[49.7,9026],[49.7,9109],[49.7,9193],[49.7,9276],[49.7,9359],[49.7,9442],[49.7,9526],[49.7,9610],[49.7,9692],[49.7,9777],[49.7,9860],[49.7,9944],[49.7,10026],[49.7,10110],[49.7,10193],[49.7,10277],[49.7,10361],[49.8,10443],[49.9,10528],[49.9,10611],[50,10694],[50,10778],[50,10861],[50,10945],[50,11027],[50,11112],[50,11195],[50,11278],[50,11362],[50,11445],[50,11529],[50,11612],[50,11695],[50,11779],[50,11863],[50,11946],[50,12029],[50,12113],[50,12196],[50,12280],[50,12362],[50,12446],[50,12530],[50,12613],[50,12696],[50,12779],[50,12864],[50,12946],[50,13030],[50,13114],[50,13197],[50,13281],[50,13364],[50,13448],[50,13531],[50,13614],[50,13697],[50,13781],[50,13865],[50,13947],[50,14031],[50,14115],[50,14198],[50,14282],[50,14365],[50,14449],[50,14532],[50,14614],[50,14699],[50,14783],[50,14866],[50,14949],[50,15032],[50,15116],[50,15200],[50,15282],[50,15366],[50,15450],[50,15533],[50,15617],[50,15700],[50,15784],[50,15867],[50,15950],[50,16034],[50,16117],[50,16201],[49.2,16283],[47.1,16367],[44.1,16450],[41.2,16534],[35.8,16617],[31.8,16701],[29.3,16784],[26.5,16867],[25.1,16951],[24.1,17034],[22.8,17118],[21.5,17201],[20.8,17285],[20.5,17369],[20.3,17451],[20.1,17535],[19.9,17619],[19.9,17702],[20.5,17785],[21.2,17869],[21.5,17952],[21.5,18036],[21.5,18119],[21.5,18202],[21.5,18286],[21.5,18369],[21.4,18453],[21.3,18537],[20.9,18620],[20.2,18703],[19.6,18786],[17.9,18870],[16.1,18953],[15.6,19037],[15.4,19121],[15.3,19204],[15.2,19288],[14.8,19371],[13.8,19454],[12.8,19538],[11.8,19621],[11.2,19704],[10.9,19787],[10.7,19872],[10.6,19954],[10.6,20038],[10.6,20121],[10.6,20205],[10.6,20289],[10.6,20372],[10.6,20454],[10.6,20539],[10.6,20621],[9.3,20705],[7,20788],[6,20873],[5.3,20955],[3.9,21039],[3.9,21122],[3.8,21206],[3.7,21290],[3.6,21373],[3.5,21457],[3.5,21540],[3.5,21623],[3.5,21706],[3.5,21790],[3.5,21874],[3.5,21957],[3.5,22041],[3.5,22123],[3.5,22208],[3.5,22291],[3.5,22373],[4.5,22457],[7,22540],[10.2,22624],[14.1,22707],[18.5,22791],[22.1,22874],[26.1,22958],[32.5,23041],[35.1,23125],[38.5,23208],[42.8,23291],[47.7,23375],[47.9,23459],[47.9,23542],[47.9,23625],[47.9,23709],[48.2,23792],[49.2,23876],[51.6,23959],[55,24042],[61.4,24125],[70.4,24209],[77.4,24292],[83,24376],[86.9,24460],[88.9,24543],[94.5,24626],[98.9,24710],[99.6,24794],[100,24877],[100,24961],[100,25044],[100,25128],[100,25211],[99.9,25294],[99.5,25377],[99.3,25461],[99.1,25544],[98.7,25627],[98.7,25711],[98.7,25795],[98.5,25878],[98.5,25962],[98.5,26045],[98.5,26128],[98.5,26212],[98.5,26294],[98.5,26379],[98.5,26461],[98.5,26545],[98.5,26629],[98.5,26712],[98.5,26796],[98.5,26879],[98.5,26962],[98.5,27046],[98.5,27130],[98.5,27212],[98.5,27296],[98.5,27380],[98.5,27462],[98.5,27547],[98.5,27629],[98.5,27714],[98.5,27797],[98.5,27880],[98.5,27964],[98.5,28047],[98.5,28131],[98.5,28214],[98.5,28297],[98.5,28381],[98.5,28464],[98.5,28548],[98.5,28631],[98.5,28715],[98.5,28798],[98.5,28882],[98.5,28964],[98.5,29048],[98.5,29132],[98.5,29214],[98.5,29298],[98.5,29382],[98.5,29466],[98.1,29548],[97.8,29632],[97.4,29716]]",228.9155,236.8247,49.8050944,6.1306,"[{""rating"":49.805094401041664,""responseTime"":6.130600000023833}]",space,7.3833,,236.825,Definitely yes,100,236.8282,,,[],,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
