consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,run,audio_played,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,run_dup,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
0.0002,12.8879,y,12.5516,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,12.8887,14.7665,space,1.8079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,,,,,,14.7669,19.2137,space,4.1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,,,,,,,,,,,19.235,20.9983,space,1.7177,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,,,,,,,,,,,21.0001,22.1633,space,0.9662,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,,,,,,,,,,,22.1646,23.3133,space,1.0371,,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,,,,,,,,,,,23.3145,24.9484,space,1.6049,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,,,,,,,,,,,24.9491,26.5121,space,1.5286,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,,,,,,,,,,,26.5129,29.5613,space,3.0292,,[],[],[],[],[],[],5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,672ceecd4b982fd2123fa32f,2025-07-08_00h05.29.608,group3.4_multiperson,2023.2.2,Win32,59.88023952,686c2ebf0248f13bef9af11f,686c96481f210a081c6dff5b,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5632,32.1457,32.1886,1,audio/Narrative13Situation2.wav,34.1995,,34.2,63.9458,"[[35.9,1929],[41.1,2261],[40.9,2344],[40.8,2428],[41.8,2512],[43.3,2594],[43.3,2677],[45,2762],[46,2844],[49.1,2928],[50.4,3010],[50.7,3094],[51.3,3177],[56.1,3261],[57.9,3344],[58.3,3428],[58.6,3510],[59.1,3594],[60.5,3678],[63.6,3761],[63.8,3844],[68.4,3927],[73.1,4010],[73.3,4094],[79.9,4177],[82.8,4260],[82.8,4344],[82.8,4427],[82.8,4510],[82.8,4593],[82.9,4677],[83.1,4760],[83.1,4844],[83.1,4927],[83.1,5010],[83.1,5093],[83.1,5177],[83.1,5260],[83.1,5343],[83.1,5427],[83.1,5510],[83.1,5593],[83.1,5677],[83.1,5760],[83.1,5843],[83.1,5927],[83.1,6011],[83.1,6095],[83.1,6177],[83.1,6261],[83.1,6344],[83.1,6427],[83.1,6510],[83.1,6594],[83.1,6677],[83.1,6761],[83.1,6844],[83.1,6927],[83.1,7011],[83.1,7096],[83.1,7181],[83.1,7261],[83.1,7345],[83.1,7431],[83.1,7510],[83.1,7597],[83.1,7680],[83.1,7761],[83.1,7844],[83.1,7931],[83.1,8015],[83.1,8095],[83.1,8181],[83.1,8260],[83.1,8344],[83.1,8431],[83.1,8511],[83.1,8596],[83.1,8677],[83.1,8760],[83.1,8847],[83.1,8927],[83.1,9010],[83.1,9096],[83.1,9177],[83.1,9260],[83.1,9343],[83.1,9427],[83.1,9510],[83.1,9594],[83.1,9677],[83.1,9761],[83.1,9845],[83.1,9927],[83.1,10010],[83.1,10094],[83.2,10177],[83.2,10260],[83.2,10344],[83.2,10427],[83.2,10511],[83.4,10596],[83.7,10680],[84.1,10762],[84.7,10847],[85.4,10929],[85.9,11010],[91.9,11094],[92.2,11177],[92.3,11260],[92.3,11343],[92.3,11426],[92.3,11510],[92.3,11593],[92.3,11678],[92.3,11762],[93,11844],[93,11928],[93,12010],[93,12093],[93,12177],[93,12260],[93,12344],[93,12426],[93,12510],[93,12593],[93,12677],[93,12761],[93,12845],[93,12929],[93,13010],[93,13094],[93,13177],[93,13260],[93,13344],[93,13427],[93,13510],[93,13594],[93,13677],[93,13760],[93,13844],[93,13928],[93,14011],[93,14094],[93,14177],[93,14260],[93,14344],[93,14427],[93,14510],[93,14594],[93,14677],[93,14761],[93,14843],[93,14927],[93,15010],[93,15093],[93,15176],[93,15260],[93,15344],[93,15427],[93,15512],[93,15593],[93,15677],[93,15760],[93,15843],[93,15927],[93,16010],[93,16094],[93,16177],[93,16260],[93,16343],[93,16426],[93,16510],[93,16594],[93,16679],[93,16760],[93,16843],[93,16927],[93,17011],[93,17095],[93,17177],[93,17260],[93,17344],[93,17427],[93,17512],[92.8,17595],[92.6,17678],[92.5,17760],[92.3,17844],[92.2,17928],[92.2,18011],[92,18094],[91.4,18179],[90.3,18263],[90.1,18344],[89.7,18429],[88.7,18513],[87.8,18596],[86.9,18680],[86,18760],[85,18844],[84.6,18927],[84.3,19013],[83.7,19097],[77.2,19179],[76.5,19260],[76.4,19345],[76.4,19428],[76.1,19511],[75.9,19594],[75.5,19680],[74.9,19762],[74.7,19844],[74.3,19928],[74,20012],[72.5,20097],[72.1,20176],[71.5,20263],[70.9,20346],[70.4,20430],[69.6,20510],[69.6,20594],[69.3,20679],[68.9,20761],[66.8,20845],[66.7,20927],[66.5,21010],[66.4,21094],[61,21179],[60.5,21262],[60.5,21344],[60.5,21428],[60.4,21512],[59.5,21594],[57.8,21678],[57.8,21760],[57.5,21847],[57.3,21929],[57.3,22011],[56,22098],[55.6,22177],[55.4,22260],[55.4,22344],[55.4,22427],[55.4,22511],[53.2,22598],[52.8,22678],[52.8,22760],[52.8,22845],[52.6,22932],[52.3,23010],[52.3,23094],[51.9,23177],[51.8,23260],[51.8,23344],[51.8,23427],[51.8,23510],[51.8,23594],[51.8,23677],[51.8,23760],[51.8,23844],[51.8,23927],[51.8,24010],[51.8,24095],[51.8,24178],[51.8,24260],[51.8,24344],[51.8,24427],[51.8,24510],[51.5,24596],[51.2,24677],[51.2,24760],[51.2,24844],[51.2,24927],[51.2,25011],[51.2,25094],[49.7,25180],[49.6,25261],[49.6,25343],[48.8,25428],[48.1,25510],[47.4,25594],[47.4,25677],[47.4,25760],[46.9,25845],[46.6,25928],[46.6,26014],[46.5,26095],[46.2,26176],[46.2,26260],[46.2,26343],[46.2,26427],[58.8,26512],[68.9,26596],[70.1,26678],[70.6,26762],[73,26847],[80.2,26929],[81.3,27011],[83.7,27098],[87,27177],[87.8,27262],[90,27345],[90.7,27430],[93.8,27512],[93.9,27595],[96.7,27678],[97,27761],[97,27843],[97.3,27929],[97.4,28010],[97.4,28095],[97.4,28177],[97.4,28260],[97.4,28343],[97.4,28427],[97.3,28512],[97.3,28594],[97.3,28677],[97,28762],[96.9,28846],[96.6,28927],[96.3,29013],[96,29094],[95.5,29179],[95.1,29261],[94.7,29343],[94.5,29427],[94.5,29510],[92.5,29597],[92.3,29677]]",63.9468,70.2651,97.43777452,3.1653,"[{""rating"":97.43777452415813,""responseTime"":3.165300000000741}]",space,5.7849,,70.2662,Partially,50,70.2833,,,[],,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
