exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,endingBreakKey_2.rt,endingBreakKey_2.duration,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
tom,0.001,19.5,y,18.897,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,19.5,32.926,space,13.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,,,,,,32.927,50.593,space,17.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,,,,,,,,,,,50.624,65.424,space,14.744,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,,,,,,,,,,,65.426,92.376,space,26.503,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,,,,,,,,,,,92.385,127.758,space,34.901,,[-0.24158125915080528],[-0.02113821138211382],[1],[0],[0],[24.082000000000008],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,,,,,,,,,,,127.765,160.16,space,32.313,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,,,,,,,,,,,160.173,179.103,space,18.843,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,,,,,,,,,,,,,,,,,,,,,,,,,,,179.108,181.682,182.882,184.883,,184.884,214.636,"[[999,4],[999,570],[999,937],[999,1255],[49.7,1746],[49,2139],[48.8,2518],[41.5,2972],[41.5,3245],[41.5,3528],[41.5,3796],[41.5,4062],[41.5,4352],[41.5,4617],[41.7,4904],[41.7,5229],[41.8,5504],[41.8,5778],[41.8,6052],[50.6,6472],[51.8,6789],[51.8,7074],[51.8,7382],[56,7739],[56,8048],[56,8323],[56,8590],[56,8835],[56,9088],[56,9351],[56,9596],[56,9865],[56,10112],[56,10356],[56,10607],[56,10862],[56,11111],[56,11349],[56,11587],[56,11859],[56,12118],[56,12370],[56,12647],[56,12910],[56,13182],[56,13439],[56,13706],[56,13977],[56,14218],[56,14476],[56,14722],[56,14973],[56,15219],[56,15495],[56,15759],[56,16009],[56,16255],[56,16527],[56,16761],[56,17021],[55.4,17288],[38.7,17880],[38.7,18127],[21.7,18715],[19.3,19052],[19.3,19288],[19.3,19548],[19.3,19818],[19.3,20082],[19.3,20332],[19.3,20593],[19.3,20877],[19.3,21127],[19.3,21371],[19.3,21601],[19.3,21850],[19.3,22099],[19.3,22353],[19.3,22593],[19.3,22843],[19.3,23069],[19.3,23332],[19.3,23568],[19.3,23837],[19.3,24101],[25,24635],[31.1,25098],[31.1,25376],[36.7,25748],[40,26142],[40,26443],[40,26730],[40,26986],[40,27249],[40,27541],[40,27798],[40,28093],[40,28351],[40,28620],[40,28871],[40,29158],[40,29401],[40,29677]]",1,0,214.636,All the time,100,214.694,,,[],,214.695,225.118,44.4363104,6.645,"[{""rating"":44.436310395314784,""responseTime"":6.64500000000001}]",space,9.867,,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,63e5bbe4aa8fac2e51d4fe5c,2024-02-05_10h54.56.493,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65b1b24e3a500fd6b5dc9abd,65c1047fb1b5c38bdeea08eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.124,229.096,space,229.096,245.038,"[[999,11],[999,636],[50,1959],[49.9,2427],[49.9,2895],[49.9,3270],[49.9,3725],[49.9,3975],[49.9,4252],[49.9,4532],[49.9,4775],[49.9,5035],[49.9,5367],[49.9,5665],[49.9,5935],[49.9,6194],[49.9,6473],[49.9,6769],[49.9,7051],[49.9,7350],[49.9,7632],[49.9,7884],[49.9,8163],[49.9,8419],[49.9,8715],[47.2,9150],[43.4,9502],[35.5,9991],[35.5,10265],[35.5,10545],[35.5,10834],[35.5,11100],[35.5,11336],[35.5,11625],[35.5,11881],[35.5,12134],[35.5,12415],[35.5,12641],[35.5,12911],[35.5,13196],[35.5,13468],[35.5,13776],[35.5,14064],[35.5,14388],[35.5,14617],[35.5,14886],[35.5,15158],[35.5,15398],[35.5,15651],[35.5,15899]]",1,0,245.039,Half the time,50,245.064,,,[],,245.065,253.077,42.5329429,5.504,"[{""rating"":42.532942898975115,""responseTime"":5.504000000000019}]",space,7.462,,0,1,1,1,1,audio/Narrative7Situation1.wav,audio/Narrative8Situation1.wav,audio/Narrative5Situation1.wav,audio/Narrative6Situation1.wav,2,5,5,2,3.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
