exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,run,audio_played,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,run_dup,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
social,0.0004,5.235,y,4.928,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,5.2352,10.9686,space,5.7126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,,,,,,10.9687,25.6762,space,14.3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,,,,,,,,,,,25.6795,44.8933,space,19.1966,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,,,,,,,,,,,44.8937,75.093,space,30.1566,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,,,,,,,,,,,75.1032,99.7509,space,24.6255,,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,,,,,,,,,,,99.7619,126.7088,space,26.9314,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,,,,,,,,,,,126.7206,152.5016,space,25.7643,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,,,,,,,,,,,,,,,,,,,,,,,,,,,152.514,155.0928,155.1121,1,audio/Narrative13Situation2.wav,157.1177,,157.1179,186.8601,"[[999,1],[999,106],[999,190],[999,275],[999,358],[999,442],[999,524],[999,608],[999,691],[999,773],[999,858],[999,940],[999,1024],[999,1108],[999,1191],[999,1274],[999,1357],[999,1444],[999,1524],[38.3,1608],[39.2,1690],[39.4,1774],[39.4,1857],[39.4,1940],[39.4,2024],[39.5,2108],[40.6,2191],[43.6,2274],[46.5,2358],[50.2,2441],[56.4,2523],[64.8,2608],[70.4,2691],[71.8,2775],[72.6,2858],[73,2940],[73,3025],[73,3106],[73,3190],[77.7,3274],[82.6,3357],[86.6,3441],[89.5,3525],[90.1,3608],[90.1,3690],[90.1,3774],[90.1,3857],[90.1,3941],[90.1,4025],[90.4,4108],[91,4194],[91.1,4273],[91.1,4357],[91.1,4440],[91.1,4523],[91.1,4608],[91.1,4691],[91.1,4774],[91.1,4857],[91.1,4941],[91.2,5026],[91.2,5107],[91.3,5190],[91.3,5274],[91.3,5358],[91.3,5441],[91.3,5524],[91.3,5608],[91.3,5690],[91.3,5775],[91.3,5858],[91.3,5941],[91.3,6025],[91.3,6106],[93.3,6191],[94.2,6274],[94.7,6358],[95.7,6441],[97.1,6524],[97.4,6606],[97.4,6691],[97.4,6773],[97.4,6858],[96.1,6940],[92.8,7024],[89.4,7108],[87.8,7191],[85.4,7274],[82.1,7358],[78.8,7445],[74.4,7524],[68.5,7607],[62.6,7691],[60,7775],[59.6,7858],[59.6,7944],[59.7,8024],[59.9,8109],[61.2,8191],[65.9,8274],[72.1,8357],[78.9,8441],[82.9,8525],[85.6,8608],[86.9,8691],[88.4,8774],[91.4,8859],[94.2,8941],[96.4,9024],[96.9,9108],[96.9,9194],[96.8,9275],[96.7,9357],[96.7,9441],[96.7,9523],[96.7,9607],[96.7,9691],[96.7,9776],[96.7,9857],[96.7,9941],[96.7,10024],[96.7,10107],[96.7,10191],[96.7,10276],[96.7,10358],[97.1,10441],[97.7,10524],[97.8,10607],[97.8,10691],[97.8,10775],[97.8,10857],[97.8,10941],[97.7,11024],[97.7,11107],[97.7,11191],[97.7,11275],[97.5,11358],[97.5,11440],[97.5,11525],[97.5,11607],[97.5,11691],[97.5,11774],[97.5,11859],[97.5,11943],[97.9,12024],[99.2,12108],[99.3,12191],[99.3,12275],[99.3,12357],[99.3,12441],[99.3,12524],[99.3,12607],[99.3,12691],[99.3,12774],[99.3,12859],[99.3,12943],[99.3,13024],[99.3,13107],[99.3,13191],[99.3,13276],[99.3,13357],[99.1,13441],[98.8,13524],[98.9,13608],[99.2,13691],[99.5,13774],[99.5,13858],[99.9,13941],[100,14024],[100,14108],[100,14191],[100,14274],[100,14358],[100,14440],[100,14525],[100,14608],[100,14691],[100,14774],[100,14858],[99.3,14940],[98.5,15024],[98.5,15107],[98.5,15191],[98.5,15276],[98.5,15357],[98.1,15441],[96.8,15524],[92.8,15608],[84.3,15691],[46.5,16274],[46.5,16358],[46.9,16441],[47.3,16526],[47,16607],[45.7,16695],[44.1,16774],[42.6,16859],[41.5,16940],[39.6,17026],[37.7,17108],[36.1,17191],[36.1,17273],[36.1,17358],[36.1,17441],[33.4,17523],[19.7,17609],[14.3,17696],[14,17774],[14,17857],[14,17941],[14,18023],[14,18108],[14,18190],[14,18274],[14,18358],[14,18440],[12.6,18524],[12.3,18607],[12.3,18691],[10.1,18776],[9.1,18857],[9.1,18940],[9.1,19024],[9.1,19107],[9.1,19190],[9.1,19275],[9.1,19357],[9.1,19440],[9.1,19524],[9.1,19608],[9.1,19691],[9.1,19773],[9.1,19857],[9.1,19940],[9.1,20024],[9.1,20108],[9.1,20192],[9.1,20273],[9.1,20359],[9.1,20440],[9.1,20524],[9.1,20607],[9.1,20691],[9.1,20775],[9.1,20857],[9.1,20940],[9.1,21024],[9.1,21107],[9.1,21192],[9.1,21274],[9.1,21357],[9.1,21441],[14.3,21523],[22.5,21607],[29.1,21691],[35.2,21773],[42.4,21857],[47.5,21941],[53.3,22023],[59.9,22107],[76.3,22524],[78.3,22607],[80.1,22691],[80.6,22774],[80.7,22857],[80.7,22940],[80.7,23024],[80.7,23107],[80.7,23192],[80.7,23274],[80.7,23358],[80.7,23441],[80.7,23525],[80.7,23608],[80.7,23693],[80.7,23774],[80.7,23858],[80.7,23941],[80.7,24024],[80.7,24107],[80.7,24190],[80.7,24274],[80.7,24357],[80.7,24441],[80.7,24524],[80.7,24608],[80.7,24690],[80.7,24774],[72,24858],[61.1,24941],[54,25024],[25.7,25441],[20.4,25524],[20.2,25607],[20.2,25691],[20.2,25774],[13.2,25857],[3.3,25940],[2.2,26024],[2.2,26107],[2.2,26191],[2.2,26274],[2.2,26358],[2.2,26441],[2.2,26524],[2.2,26607],[2.2,26691],[2.2,26773],[2.2,26857],[2.2,26941],[2.2,27024],[2.2,27108],[2.2,27191],[2.2,27274],[2.2,27358],[2.2,27440],[2.2,27523],[2.2,27610],[2.2,27691],[2.2,27775],[2.2,27857],[2.2,27941],[2.2,28024],[2.2,28108],[2.2,28190],[2.2,28274],[2.2,28357],[2.2,28441],[2.2,28524],[2.2,28607],[2.2,28691],[2.2,28774],[2.2,28857],[2.2,28941],[2.2,29023],[2.2,29107],[2.2,29191],[2.2,29277],[2.2,29357],[2.2,29441],[2.2,29524],[2.2,29610],[2.2,29699]]",1,0,186.8608,198.8117,56.72536376,9.7076,"[{""rating"":56.72536375661375,""responseTime"":9.70759999990463}]",space,11.4266,,198.8119,Partially,50,198.8146,,,[],,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,60fee712cac724d08d2d8858,2024-02-08_16h04.31.501,group3.1-3.2-social-tom,2023.2.2,MacIntel,117.6470588,65c5074098b851296ff0b7ed,65c5419152c4ab9205c43f7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.8148,1,audio/Narrative7Situation1.wav,201.9007,space,201.9007,257.7675,"[[999,1],[999,82],[999,166],[999,250],[999,332],[999,415],[999,500],[999,583],[999,666],[999,749],[999,833],[999,916],[999,1002],[52.8,1083],[50.8,1166],[50.3,1249],[50.2,1332],[50.3,1416],[50.4,1500],[50.4,1583],[50.4,1666],[50.4,1749],[54.1,1833],[62.2,1916],[66.3,2000],[71.7,2082],[78,2166],[83.5,2250],[84,2333],[84,2416],[84,2500],[84.5,2583],[87.8,2666],[89.5,2749],[90.4,2832],[91.7,2919],[93,3000],[93.2,3082],[93.2,3166],[93.2,3249],[93.2,3332],[93.2,3416],[93.2,3500],[93.2,3582],[93.2,3667],[93.2,3749],[93.2,3832],[93.5,3916],[94.3,3999],[94.3,4082],[94.3,4166],[94.3,4249],[94.3,4334],[94.1,4418],[92.1,4499],[88.5,4583],[86.3,4666],[84.3,4750],[82.4,4833],[79.6,4916],[79.3,4999],[79.3,5083],[79.3,5165],[79.3,5250],[79.3,5332],[78.6,5416],[66.1,5500],[58.5,5585],[58.4,5667],[58.6,5750],[59.1,5833],[60.4,5915],[60.5,6000],[58.4,6082],[56.3,6166],[55.2,6250],[54.1,6333],[53.1,6416],[52.4,6500],[51.8,6585],[51.5,6665],[50.9,6750],[50.8,6832],[51,6917],[51.7,6999],[53.8,7082],[56.5,7166],[60.2,7250],[64.2,7332],[67,7416],[68.4,7500],[69.1,7583],[69.7,7666],[70.4,7750],[71.2,7832],[72.4,7916],[73.5,8000],[74,8083],[74.3,8166],[74.3,8250],[74.3,8332],[74.3,8416],[77.7,8500],[84.4,8582],[90.1,8666],[95,8749],[98.8,8832],[100,8916],[100,9000],[100,9083],[100,9166],[100,9250],[100,9332],[100,9416],[100,9499],[100,9586],[100,9668],[100,9750],[100,9833],[100,9916],[95.4,9999],[85.8,10083],[79.5,10166],[74.6,10250],[66.8,10333],[61.2,10419],[58.6,10500],[57.7,10583],[57.7,10665],[57.7,10750],[57.8,10833],[57.9,10915],[58,11000],[59,11083],[62.5,11166],[67.5,11252],[77.7,11332],[86.1,11416],[90.1,11500],[91.5,11583],[92.6,11665],[93.9,11750],[95.3,11832],[96.6,11916],[98.1,12000],[99.5,12083],[100,12166],[100,12250],[100,12332],[100,12416],[100,12499],[100,12583],[100,12666],[100,12750],[100,12833],[100,12916],[100,12999],[100,13083],[100,13168],[100,13251],[100,13333],[100,13416],[100,13500],[100,13583],[100,13666],[100,13750],[100,13832],[100,13917],[100,14000],[100,14082],[100,14166],[100,14249],[100,14333],[100,14415],[100,14498],[100,14582],[100,14666],[100,14750],[100,14833],[100,14916],[100,14999],[100,15083],[100,15173],[100,15258],[100,15344],[100,15425],[100,15511],[100,15591],[100,15674],[100,15758],[100,15840],[100,15924],[100,16008],[100,16091],[93.9,16175],[82.8,16258],[73.8,16341],[64.8,16424],[60.6,16508],[60.6,16591],[60.6,16674],[60.5,16758],[39.1,16841],[11.1,16927],[7.7,17008],[7.7,17091],[7.3,17179],[4.5,17258],[3.8,17342],[3.8,17424],[3.8,17508],[3.8,17591],[3.8,17674],[3.8,17757],[3.8,17840],[3.8,17924],[3.8,18007],[3.8,18091],[3.8,18174],[3.8,18258],[3.8,18342],[3.8,18424],[3.8,18508],[3.8,18591],[3.8,18674],[3.8,18757],[3.9,18840],[3.9,18925],[3.9,19008],[4,19091],[4.1,19175],[4.9,19258],[5.6,19340],[6.2,19425],[8.8,19508],[11.8,19591],[13.6,19675],[16.5,19757],[20.7,19840],[24.3,19924],[27.2,20008],[28.4,20091],[29.6,20174],[30.4,20258],[30.9,20341],[31.6,20424],[32.5,20508],[32.9,20590],[32.9,20673],[32.9,20759],[32.9,20841],[32.9,20925],[32.9,21009],[33.4,21091],[38.2,21175],[41.7,21258],[43.5,21342],[44.5,21425],[46.2,21508],[46.6,21592],[47,21674],[48.3,21758],[49.3,21841],[50.1,21925],[50.1,22007],[50.1,22091],[50.1,22174],[50.1,22257],[50.1,22341],[50.1,22424],[50.1,22508],[50.1,22592],[50.1,22674],[50.1,22757],[50.1,22841],[50.1,22925],[50.1,23008],[50.1,23091],[50.1,23174],[50.1,23258],[50.1,23342],[50.1,23424],[50.1,23508],[50.1,23591],[50.1,23673],[50.1,23757],[50.1,23842],[50.1,23926],[50.1,24008],[50.1,24090],[50.1,24174],[50.1,24257],[50.1,24340],[50.1,24424],[50.1,24508],[50.1,24590],[50.1,24674],[50.1,24759],[50.1,24840],[50.1,24925],[50.1,25007],[50.1,25091],[50.1,25176],[50.1,25267],[50.1,25349],[50.1,25432],[50.1,25516],[50.1,25599],[50.1,25682],[50.1,25766],[50.1,25849],[50.1,25933],[50.1,26016],[49.6,26098],[43.4,26183],[38.1,26266],[35.5,26349],[33.3,26433],[31.4,26516],[30.9,26599],[30.9,26683],[30.9,26766],[30.2,26849],[29.5,26933],[29.5,27016],[29.5,27099],[28.9,27183],[27.3,27266],[24.9,27352],[21.3,27433],[18.9,27516],[18.6,27600],[18.6,27683],[18.6,27766],[17,27850],[12.1,27933],[10.2,28016],[10.2,28099],[10.2,28183],[10.2,28265],[10.2,28349],[10.2,28433],[10.2,28518],[10.3,28600],[10.3,28683],[10.3,28766],[10.4,28849],[10.4,28933],[10.4,29016],[10.4,29099],[10.4,29182],[10.4,29265],[10.5,29349],[10.7,29433],[11,29516],[11.1,29598],[11.3,29683],[11.6,29766],[12.2,29849],[12.5,29933],[12.6,30016],[12.6,30099],[12.7,30182],[13,30266],[13.2,30349],[13.3,30432],[13.3,30516],[13.3,30600],[13.3,30683],[13.3,30765],[13.3,30849],[13.3,30933],[13.3,31015],[13.3,31099],[13.3,31182],[13.3,31265],[13.3,31350],[13.3,31433],[13.3,31515],[13.3,31599],[13.3,31683],[13.3,31766],[13.3,31849],[13.3,31935],[13.3,32016],[13.3,32098],[13.3,32183],[18.9,32266],[24.3,32349],[26.3,32433],[29.2,32515],[31.7,32600],[33,32683],[34.4,32766],[35.8,32848],[36.4,32932],[36.4,33016],[36.4,33099],[36.4,33183],[36.4,33265],[36.8,33349],[37.1,33433],[37.3,33516],[37.5,33600],[37.8,33682],[38.2,33766],[42.4,33850],[49.2,33937],[51.8,34016],[55.9,34100],[64,34183],[71.2,34266],[74,34349],[74.1,34433],[73.9,34515],[74,34600],[74.3,34683],[74.3,34766],[74.3,34849],[74.3,34933],[77.2,35016],[80.5,35099],[81.5,35183],[82.5,35269],[82.6,35350],[82.6,35433],[82.6,35516],[82.6,35600],[82.6,35683],[82.6,35765],[82.6,35850],[82.6,35933],[82.6,36016],[82.6,36099],[82.6,36183],[82.6,36266],[82.6,36349],[82.6,36433],[82.6,36516],[82.6,36599],[82.6,36683],[82.6,36766],[82.6,36849],[82.6,36933],[82.6,37016],[82.6,37099],[82.6,37182],[82.6,37266],[82.6,37349],[82.6,37433],[82.6,37516],[85.1,37600],[89.1,37685],[93,37766],[95.9,37849],[99.9,37935],[100,38016],[100,38099],[100,38183],[100,38266],[100,38349],[100,38433],[100,38516],[100,38599],[100,38683],[100,38766],[100,38850],[100,38933],[100,39016],[100,39099],[100,39183],[100,39266],[100,39349],[100,39433],[100,39516],[100,39600],[100,39682],[100,39766],[100,39849],[100,39933],[100,40016],[100,40099],[100,40183],[100,40266],[100,40349],[100,40433],[100,40516],[100,40599],[100,40683],[100,40765],[100,40849],[100,40933],[100,41016],[100,41100],[100,41183],[100,41267],[100,41350],[100,41433],[100,41516],[99.2,41600],[97.9,41683],[97.8,41766],[97.8,41850],[98,41933],[98.2,42016],[98.4,42100],[98.5,42182],[98.6,42266],[98.6,42350],[98.6,42432],[98.7,42516],[98.8,42599],[99.2,42683],[99.9,42766],[100,42850],[100,42933],[100,43016],[100,43099],[100,43183],[100,43269],[100,43349],[100,43432],[100,43515],[100,43600],[100,43682],[100,43767],[100,43849],[100,43932],[100,44016],[100,44099],[100,44183],[100,44266],[100,44350],[100,44433],[100,44516],[100,44601],[100,44682],[100,44767],[100,44849],[100,44932],[100,45015],[100,45099],[100,45182],[100,45266],[100,45350],[100,45434],[100,45516],[100,45599],[100,45682],[100,45765],[100,45850],[100,45934],[100,46016],[100,46099],[100,46183],[100,46266],[100,46350],[100,46432],[100,46515],[100,46598],[100,46683],[100,46766],[100,46849],[100,46933],[100,47016],[100,47101],[100,47182],[100,47266],[100,47349],[100,47432],[100,47516],[100,47599],[100,47683],[100,47768],[100,47850],[100,47934],[100,48016],[100,48099],[100,48182],[100,48266],[100,48349],[100,48432],[100,48516],[100,48600],[100,48682],[100,48766],[100,48850],[100,48934],[100,49016],[100,49099],[100,49185],[100,49265],[100,49349],[100,49434],[100,49516],[100,49599],[100,49683],[100,49768],[100,49849],[100,49932],[100,50016],[100,50099],[100,50183],[100,50265],[100,50349],[100,50433],[100,50519],[100,50598],[100,50683],[100,50766],[100,50850],[100,50933],[100,51016],[100,51100],[100,51183],[100,51266],[100,51352],[100,51432],[100,51516],[100,51599],[100,51682],[100,51768],[100,51850],[100,51933],[100,52016],[100,52100],[100,52183],[100,52266],[100,52349],[100,52433],[100,52516],[100,52600],[100,52683],[100,52766],[100,52849],[100,52932],[100,53016],[100,53100],[100,53185],[100,53266],[100,53349],[100,53433],[100,53518],[100,53599],[100,53682],[100,53766],[100,53850],[100,53933],[100,54016],[100,54102],[100,54184],[100,54266],[100,54358],[100,54440],[100,54524],[100,54607],[100,54691],[100,54774],[100,54857],[100,54941],[100,55024],[100,55108],[100,55191],[100,55274],[100,55357],[100,55440],[100,55524],[100,55607],[100,55691],[100,55774],[100,55857]]",1,0,257.7679,262.2923,74.14589534,3.1375,"[{""rating"":74.14589533730158,""responseTime"":3.1374999999999886}]",space,4.0005,,262.2923,Definitely yes,100,262.2944,,,[],,0,1,1,1,1,audio/Narrative7Situation1.wav,audio/Narrative8Situation1.wav,audio/Narrative5Situation1.wav,audio/Narrative6Situation1.wav,2,5,5,2,3.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
