exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,endingBreakKey_2.rt,endingBreakKey_2.duration,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
tom,0,3.679,y,3.368,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,3.679,7.235,space,3.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,,,,,,7.235,13.06,space,5.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,,,,,,,,,,,13.064,16.296,space,3.221,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,,,,,,,,,,,16.296,21.413,space,5.059,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,,,,,,,,,,,21.414,29.892,space,8.451,,[-0.23020833333333332],[-0.7796296296296297],[1],[0],[0],[7.524000000000001],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,,,,,,,,,,,29.893,34.483,space,4.572,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,,,,,,,,,,,34.483,35.607,space,1.112,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,,,,,,,,,,,,,,,,,,,,,,,,,,,35.608,38.183,38.193,40.197,,40.197,69.932,"[[999,0],[999,89],[999,173],[999,256],[999,339],[999,423],[999,506],[999,589],[999,673],[48.4,756],[48.4,841],[49.6,923],[55,1006],[55.1,1089],[55.1,1173],[55.1,1256],[54.4,1339],[52.5,1423],[52.2,1506],[51.4,1589],[50.9,1673],[50.9,1756],[50.9,1839],[50.9,1923],[50.9,2006],[50.9,2089],[50.9,2173],[50.9,2256],[50.9,2339],[50.9,2423],[50.9,2506],[50.9,2589],[50.9,2673],[50.9,2756],[50.9,2839],[50.9,2923],[50.9,3006],[50.9,3089],[50.9,3173],[50.9,3256],[50.9,3339],[50.9,3423],[50.9,3506],[50.9,3589],[50.9,3673],[50.9,3756],[50.9,3839],[50.9,3923],[50.9,4006],[50.9,4089],[50.9,4173],[50.9,4256],[50.9,4339],[53.8,4423],[54.3,4506],[54.6,4589],[55.5,4673],[56.5,4756],[57.2,4839],[58.2,4923],[58.6,5006],[58.9,5089],[58.9,5173],[58.9,5256],[58.9,5339],[58.9,5423],[58.9,5506],[58.9,5588],[58.9,5673],[58.9,5756],[58.9,5839],[58.9,5923],[58.9,6006],[58.9,6089],[58.9,6173],[58.9,6256],[58.9,6339],[58.9,6423],[58.9,6506],[58.9,6588],[58.9,6673],[58.9,6756],[58.9,6839],[58.9,6923],[58.9,7006],[58.9,7088],[58.9,7173],[58.9,7256],[58.9,7339],[58.9,7423],[58.9,7506],[58.9,7589],[58.9,7673],[58.9,7756],[58.9,7839],[58.9,7923],[58.9,8006],[58.9,8088],[58.9,8173],[58.9,8256],[58.9,8338],[58.9,8423],[58.9,8506],[58.9,8589],[58.9,8672],[58.9,8755],[58.9,8839],[58.9,8922],[58.9,9005],[58.9,9089],[58.9,9172],[58.9,9255],[58.9,9339],[58.9,9422],[58.9,9506],[58.9,9589],[58.9,9672],[58.9,9755],[58.9,9839],[58.9,9922],[58.9,10005],[58.9,10089],[58.9,10172],[58.9,10255],[58.9,10339],[58.9,10422],[58.9,10505],[58.9,10589],[58.9,10672],[58.9,10755],[58.9,10839],[58.9,10922],[58.9,11006],[58.9,11089],[59,11173],[59.7,11257],[60.1,11339],[60.5,11422],[61,11506],[61.5,11590],[61.9,11673],[62.3,11756],[62.4,11839],[62.4,11923],[62.4,12006],[62.4,12089],[62.4,12173],[62.4,12256],[62.4,12339],[62.4,12423],[62.4,12506],[62.4,12590],[62.4,12672],[62.4,12756],[62.4,12840],[62.4,12923],[62.4,13006],[62.4,13090],[62.4,13180],[62.4,13263],[62.4,13347],[62.4,13430],[62.4,13513],[62.4,13596],[62.4,13680],[62.4,13763],[62.4,13846],[62.4,13929],[62.4,14013],[62.4,14096],[62.4,14179],[62.4,14263],[62.4,14346],[62.4,14429],[62.4,14513],[62.4,14596],[62.4,14680],[62.4,14762],[62.4,14846],[62.4,14930],[62.4,15012],[62.4,15096],[62.4,15180],[62.4,15263],[62.4,15346],[62.4,15429],[62.4,15512],[62.4,15596],[62.4,15679],[62.4,15763],[62.4,15846],[62.4,15930],[62.4,16013],[62.4,16096],[62.4,16179],[62.4,16263],[62.4,16346],[62.4,16430],[62.4,16513],[62.4,16596],[62.4,16679],[61.7,16763],[61.5,16846],[61.5,16929],[61.5,17012],[61.1,17096],[60.8,17179],[60.6,17263],[60.3,17346],[60.3,17430],[60.3,17512],[60.3,17596],[60.3,17679],[60.3,17763],[60.3,17846],[60.3,17929],[60.3,18013],[60.3,18096],[60.3,18179],[60.3,18263],[60.3,18346],[60.3,18429],[60.3,18512],[60.3,18596],[59.8,18679],[59.7,18762],[59.7,18845],[59.7,18929],[59.7,19013],[59.7,19096],[59.7,19179],[59.7,19263],[59.7,19346],[59.7,19429],[59.7,19512],[59.7,19596],[59.7,19679],[59.7,19762],[58.5,19846],[58.4,19930],[58.4,20012],[58.4,20096],[58.4,20179],[58.4,20262],[58.4,20345],[58.4,20429],[58.4,20512],[58.4,20596],[58.4,20679],[58.4,20762],[58.4,20846],[58.4,20929],[58.4,21012],[58.4,21096],[58.4,21179],[58.4,21262],[58.4,21346],[58.4,21429],[58.4,21512],[58.4,21595],[58.4,21679],[58.4,21763],[58.4,21845],[58.4,21929],[58.4,22012],[58.4,22095],[58.4,22179],[58.4,22262],[58.4,22345],[59.4,22429],[61,22512],[62.1,22596],[63.3,22679],[64.6,22763],[66,22846],[66.4,22929],[66.4,23012],[66.4,23095],[66.4,23179],[66.4,23262],[66.4,23345],[66.4,23429],[66.4,23513],[66.4,23596],[66.4,23678],[66.4,23762],[66.4,23846],[66.4,23929],[66.4,24012],[66.4,24095],[66.4,24179],[66.4,24262],[66.4,24345],[66.4,24429],[66.4,24512],[66.4,24596],[66.4,24678],[66.4,24762],[66.4,24846],[66.4,24929],[66.4,25012],[66.4,25095],[66.4,25178],[66.4,25262],[66.4,25346],[66.4,25429],[66.4,25512],[66.4,25595],[66.4,25679],[66.4,25762],[66.4,25845],[66.4,25929],[66.4,26012],[66.4,26095],[65.6,26179],[65.5,26262],[65.2,26346],[64.3,26428],[64.2,26512],[64.2,26595],[64.2,26679],[64.2,26762],[63.2,26845],[62.8,26929],[62.6,27012],[62.6,27095],[61.9,27179],[60.8,27262],[57.1,27346],[56.1,27428],[56.1,27512],[56.1,27595],[56.1,27678],[56.1,27762],[56.1,27845],[56.1,27928],[56.1,28011],[56,28095],[56,28179],[56,28262],[56,28345],[56,28429],[56,28512],[56,28595],[56,28678],[56,28762],[56,28845],[56,28928],[56,29012],[56,29095],[56,29178],[55.4,29262],[54.7,29346]]",1,0,69.932,Not at all,0,69.935,,,[],,69.935,75.855,58.85416667,4.075,"[{""rating"":58.854166666666664,""responseTime"":4.075000000000003}]",space,5.407,,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f1b0abbb84a5207673cb637,2024-02-05_16h42.10.891,group3.1-3.2-social-tom,2023.2.2,Win32,144.092219,65b1b24e3a500fd6b5dc9abd,65c154888294498f23430e6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.855,77,space,77,92.916,"[[999,0],[999,82],[999,165],[999,250],[999,332],[999,417],[999,500],[999,583],[999,667],[999,750],[57.1,832],[54.8,915],[52.9,1000],[51,1082],[50,1167],[49.6,1250],[49.6,1332],[49.6,1415],[49.6,1498],[49.6,1582],[49.6,1667],[49.6,1750],[49.6,1832],[49.6,1915],[49.6,2000],[49.6,2082],[49.6,2167],[49.6,2250],[49.6,2333],[49.6,2422],[49.6,2506],[49.6,2589],[49.6,2673],[49.6,2756],[49.6,2839],[49.6,2922],[49.6,3006],[49.6,3089],[49.6,3172],[49.6,3256],[49.6,3339],[49.6,3423],[49.6,3506],[49.6,3589],[49.6,3672],[49.6,3756],[49.6,3839],[49.6,3922],[49.6,4006],[49.6,4089],[49.6,4172],[49.6,4256],[49.6,4339],[49.6,4422],[49.6,4506],[49.6,4589],[49.6,4672],[49.6,4756],[49.6,4839],[49.6,4922],[49.6,5006],[49.6,5089],[51.3,5172],[51.3,5256],[51.4,5339],[52.5,5422],[53.1,5506],[53.6,5589],[54.2,5672],[54.3,5756],[54.3,5839],[54.3,5922],[54.3,6006],[54.3,6089],[54.3,6172],[54.3,6256],[54.3,6339],[54.3,6422],[54.3,6506],[54.3,6589],[54.3,6672],[54.3,6756],[54.3,6839],[54.3,6922],[54.3,7006],[54.3,7089],[54.3,7172],[54.3,7256],[54.3,7338],[54.3,7422],[54.3,7506],[54.3,7588],[54.3,7672],[54.3,7756],[54.3,7839],[54.3,7922],[54.3,8006],[54.3,8089],[54.3,8172],[54.3,8256],[54.3,8339],[54.3,8422],[54.3,8506],[54.3,8589],[54.3,8672],[54.3,8756],[54.3,8838],[54.3,8922],[54.3,9006],[54.3,9088],[54.3,9172],[54.3,9256],[54.3,9339],[54.3,9422],[54.3,9506],[54.3,9589],[54.3,9671],[54.3,9756],[54.3,9839],[54.3,9922],[54.3,10006],[54.3,10088],[54.3,10172],[54.3,10256],[54.8,10339],[55.1,10422],[55.5,10506],[56.1,10588],[56.8,10672],[56.8,10756],[57.1,10839],[57.5,10922],[57.5,11006],[57.5,11088],[57.5,11172],[57.5,11256],[57.5,11338],[57.5,11422],[57.5,11506],[57.5,11589],[57.5,11672],[57.5,11756],[57.5,11838],[57.5,11921],[57.5,12006],[57.5,12089],[57.5,12172],[57.5,12256],[57.5,12338],[57.5,12421],[57.5,12506],[57.5,12589],[57.5,12672],[57.5,12756],[57.5,12838],[57.5,12922],[57.5,13006],[57.5,13088],[57.5,13171],[57.5,13256],[57.5,13338],[57.5,13422],[57.5,13506],[57.5,13589],[57.5,13672],[57.5,13756],[57.5,13838],[57.5,13922],[57.5,14006],[57.5,14088],[57.5,14172],[57.5,14256],[57.5,14338],[57.5,14422],[58,14506],[61.7,14588],[62.3,14671],[63.4,14756],[65.4,14838],[70.4,14921],[73.9,15006],[73.9,15088],[73.9,15172],[73.9,15256],[73.9,15338],[73.9,15422],[73.9,15504],[73.9,15588],[73.9,15672],[73.9,15756],[73.9,15838]]",1,0,92.916,All the time,100,102.45,100,8.763,"[{""rating"":99.27083333333333,""responseTime"":6.963999999999999},{""rating"":100,""responseTime"":8.763000000000005}]",space,102.45,104.755,62.8125,2.063,"[{""rating"":62.81250000000001,""responseTime"":2.0630000000000024}]",space,1.792,,0,1,1,1,1,audio/Narrative7Situation1.wav,audio/Narrative8Situation1.wav,audio/Narrative5Situation1.wav,audio/Narrative6Situation1.wav,2,5,5,2,1.14,,9.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
