exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,endingBreakKey_2.rt,endingBreakKey_2.duration,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
tom,0.0005,4.9936,y,4.6665,0.0007,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,4.9944,9.2914,space,4.2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,,,,,,9.2921,21.2337,space,11.6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,,,,,,,,,,,21.2435,37.4227,space,16.1574,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,,,,,,,,,,,37.4367,51.0669,space,13.4798,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,,,,,,,,,,,51.0868,63.7209,space,12.5568,,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,,,,,,,,,,,63.7467,77.4747,space,13.698,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,,,,,,,,,,,77.5043,86.773,space,9.246,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7999,89.374,89.4149,91.4531,,91.4538,121.2271,"[[999,3],[999,270],[999,500],[999,730],[999,1005],[999,1247],[999,1515],[999,1782],[999,2026],[43.4,2308],[38.5,3037],[29.4,3306],[29.1,3556],[29.1,3814],[28.1,4052],[26.6,4322],[26.1,4572],[27.3,4833],[29.4,5087],[34.6,5349],[35.5,5587],[35.5,5851],[35.5,6099],[30.5,6309],[28.6,6543],[26.4,6783],[26.4,7047],[26.4,7300],[26.4,7535],[26.4,7785],[24.2,8039],[19.7,8290],[19.7,8566],[19.7,8806],[19.7,9045],[19.7,9305],[19.7,9549],[19.7,9784],[19.7,10036],[19.7,10283],[18.8,10557],[17.8,10810],[17.8,11074],[17.8,11318],[17.8,11553],[17.8,11784],[17.8,12049],[20,12294],[23.2,12558],[25.5,12810],[26.3,13065],[26.5,13328],[28.4,13592],[43.1,13861],[47.4,14120],[47.9,14368],[47.9,14634],[47.9,14875],[47.9,15149],[47.9,15382],[47.9,15612],[48.1,15869],[48.3,16117],[49.2,16370],[50.1,16612],[50.3,16887],[50.3,17132],[50,17385],[49.3,17634],[49,17890],[48.6,18132],[47.7,18379],[49,18636],[48.8,18896],[47.8,19150],[48,19416],[48,19681],[48,19949],[48.2,20175],[48.1,20432],[45.9,20684],[46,20915],[46,21182],[46.7,21451],[46.8,21720],[46.8,21960],[46.8,22210],[46.8,22497],[46.8,22737],[47.1,22985],[51.1,23250],[59.6,23502],[63.4,23756],[63.4,24016],[63.4,24268],[63.4,24529],[63.4,24780],[63.4,25027],[63.4,25280],[63.4,25549],[63.4,25797],[63.4,26050],[63.4,26313],[63.4,26548],[62.4,26819],[60.2,27074],[62,27311],[66,27558],[66,27804],[66,28082],[66,28312],[66,28585],[66,28832],[66,29084],[66,29342],[66,29636]]",1,0,121.2275,127.0528,50.625,3.0727,"[{""rating"":50.625,""responseTime"":3.072700000047689}]",space,5.277,,127.0536,Not at all,0,127.0657,,,[],,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6405feae7d6321bfaaf793e8,2024-02-06_09h35.03.900,group3.1-3.2-social-tom,2023.2.2,Win32,59.52380952,65b1b24e3a500fd6b5dc9abd,65c25157da009dbae22b8c7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0662,129.0098,space,129.0104,184.9043,"[[51.4,1035],[51.9,1263],[51.9,1513],[51.9,1770],[20.4,2790],[18.2,3061],[18,3328],[18,3581],[18,3842],[20.6,4109],[21.1,4372],[21.1,4633],[21.1,4889],[23.6,5167],[24.5,5405],[24.5,5679],[24.5,5922],[28.6,6191],[35.2,6446],[44,6676],[47.5,6886],[49.1,7123],[49.1,7355],[49.1,7598],[49.1,7847],[49.1,8086],[49.1,8347],[56.7,8602],[63.3,8843],[68.6,9109],[73,9394],[74.1,9641],[74.1,9889],[74.1,10122],[74.1,10372],[74.1,10608],[74.1,10872],[74.1,11109],[74.1,11358],[74.1,11608],[74.1,11851],[74.1,12105],[74.1,12355],[76.4,12610],[76.6,12868],[76.6,13130],[76.6,13382],[76.6,13653],[74.8,13883],[74.7,14126],[74.7,14374],[74.7,14625],[74.4,14877],[73.4,15142],[73,15369],[73,15639],[73,15876],[73,16125],[73.2,16378],[73.1,16641],[73,16890],[73,17140],[73,17385],[73,17638],[73.2,17891],[74.5,18147],[74.9,18404],[74.9,18677],[74.9,18926],[74.9,19181],[74.9,19451],[74.9,19722],[74.9,19972],[74.8,20198],[74.8,20462],[74.7,20700],[74.7,20990],[74.7,21250],[74.7,21482],[74.3,21732],[73.3,21992],[69.3,22240],[67.9,22490],[65.4,22744],[55.8,22994],[55.7,23242],[55.1,23490],[54.8,23743],[54.8,23992],[52.2,24240],[50,24474],[47.9,24695],[47.9,24925],[47.9,25166],[47.3,25416],[46,25664],[43.2,25899],[42.6,26142],[42.6,26408],[42.6,26661],[42.6,26919],[42.6,27171],[42.6,27439],[42.6,27681],[42.6,27922],[42.5,28140],[43.1,28393],[44,28631],[46.1,28898],[47.7,29135],[48.2,29406],[48.2,29652],[51.8,29928],[52.5,30170],[52.5,30441],[52.5,30692],[52.5,30921],[52.5,31160],[52.5,31405],[52.5,31641],[52.5,31941],[51.4,32190],[50.7,32424],[50.2,32657],[50.4,32926],[50.6,33193],[50.6,33454],[50.6,33731],[50.9,33994],[52.3,34259],[52.8,34505],[53,34692],[53,34897],[52.8,35134],[52.8,35404],[52.8,35639],[55.4,35894],[55.5,36153],[55.5,36411],[55.5,36654],[55.8,36908],[56.4,37161],[56.4,37404],[56.4,37673],[57.2,37925],[59.1,38207],[64.5,38473],[66.5,38735],[68,38974],[68,39201],[68,39475],[68,39720],[76.9,41140],[78.4,41373],[79.3,41640],[86,41889],[86.9,42139],[86.9,42388],[86.9,42640],[86.9,42893],[86.9,43143],[87.3,43395],[87.4,43669],[87.4,43908],[87.4,44178],[87.4,44426],[87.4,44682],[87.4,44944],[87.4,45205],[87.4,45460],[87.4,45714],[87.4,45957],[86.4,46246],[85.5,46501],[84.4,46743],[84.2,46992],[81.5,47260],[81.4,47519],[81.4,47790],[81.4,48055],[79,48327],[76.4,48607],[76.4,48863],[76.4,49107],[76.4,49357],[76.4,49635],[76.4,49869],[73.8,50160],[70.6,50449],[68.1,50715],[68.1,50951],[67.1,51227],[65.2,51472],[64.6,51724],[64.6,51974],[63.4,52238],[63.5,52487],[63.5,52722],[63.5,52962],[62.2,53220],[62.2,53497],[62.2,53753],[62.1,54019],[62.2,54280],[62.2,54538],[62.2,54798],[62.2,55068],[62.2,55301],[62.2,55574],[62.1,55808]]",1,0,184.906,188.1709,64.6875,2.3527,"[{""rating"":64.6875,""responseTime"":2.352699999809289}]",space,2.7218,,188.171,All the time,100,188.1802,,,[],,0,1,1,1,1,audio/Narrative7Situation1.wav,audio/Narrative8Situation1.wav,audio/Narrative5Situation1.wav,audio/Narrative6Situation1.wav,2,5,5,2,1.9129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
