exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.529,248.545,,248.545,258.695,"[[56.5,1399],[53.2,1598],[50.9,1798],[50.5,1999],[50.5,2199],[50.5,2399],[50.5,2600],[50.5,2798],[50.5,2999],[50.5,3199],[50.5,3399],[50.5,3598],[50.5,3798],[50.5,3997],[50.5,4199],[50.5,4399],[50.5,4598],[50.5,4798],[49.9,5000],[27.9,5199],[16.5,5399],[11.5,5598],[11.5,5798],[11.5,5999],[11.5,6199],[11.5,6399],[11.5,6598],[11.5,6798],[11.5,6999],[11.5,7199],[11.5,7399],[11.5,7598],[11.5,7798],[11.5,7999],[11.5,8197],[11.5,8399],[11.5,8598],[11.5,8798],[11.5,8999],[11.5,9199],[11.5,9401],[11.5,9598],[11.5,9800],[11.5,9999]]",1,0,258.695,Definitely yes,100,258.701,,,[],,258.701,264.179,14.58333333,2.918,"[{""rating"":14.583333333333332,""responseTime"":2.9180000000000064}]",space,4.939,,0,2,2,2,1,audio/Narrative7Situation2.wav,audio/Narrative8Situation2.wav,audio/Narrative5Situation2.wav,audio/Narrative6Situation2.wav,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.179,268.194,,268.195,290.579,"[[51.4,1198],[51.4,1399],[50.7,1598],[45.1,1800],[21.8,1999],[13.9,2199],[8.3,2399],[8.3,2599],[8.3,2799],[8.5,3000],[12.6,3199],[34.6,3398],[54.8,3598],[79.6,3800],[83.8,3998],[83.9,4199],[95.4,4399],[97.8,4599],[100,4799],[100,4999],[100,5199],[100,5398],[100,5599],[100,5799],[100,5998],[100,6199],[100,6399],[100,6598],[100,6799],[100,6999],[100,7198],[100,7398],[100,7599],[100,7798],[100,7998],[100,8198],[100,8399],[100,8599],[100,8798],[100,8999],[100,9199],[100,9399],[100,9599],[100,9799],[100,9998],[100,10201],[100,10399],[100,10599],[100,10809],[100,10998],[100,11199],[100,11398],[100,11599],[100,11800],[100,11999],[100,12200],[100,12400],[100,12599],[100,12801],[100,12999],[100,13198],[100,13400],[100,13599],[100,13798],[100,13999],[100,14199],[100,14398],[100,14598],[100,14800],[100,14998],[100,15198],[100,15398],[100,15599],[100,15798],[100,15999],[100,16199],[100,16399],[100,16598],[100,16798],[100,16999],[100,17200],[100,17398],[100,17599],[100,17798],[100,17998],[100,18199],[100,18398],[100,18599],[100,18798],[100,18999],[100,19199],[100,19399],[100,19599],[100,19799],[100,19998],[100,20198],[100,20398],[100,20599],[100,20798],[100,20999],[100,21200],[100,21398],[100,21599],[100,21799],[100,22000],[100,22199]]",1,0,290.58,Definitely yes,100,290.584,,,[],,290.584,293.127,99.6875,1.867,"[{""rating"":99.6875,""responseTime"":1.8670000000000186}]",space,2.009,,0,3,3,3,1,audio/Narrative7Situation3.wav,audio/Narrative8Situation3.wav,audio/Narrative5Situation3.wav,audio/Narrative6Situation3.wav,8,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.128,296.144,,296.145,310.33,"[[57.4,198],[50.9,397],[50.2,597],[50.2,798],[50.2,998],[50.2,1198],[50.2,1399],[50.2,1603],[50.2,1798],[50.2,2000],[50.2,2197],[50.2,2397],[50.2,2597],[85,2798],[100,2997],[100,3197],[100,3399],[100,3598],[100,3798],[100,3998],[100,4197],[100,4397],[100,4598],[100,4798],[100,4998],[100,5198],[100,5397],[100,5597],[100,5798],[100,5997],[100,6198],[100,6397],[100,6597],[100,6798],[100,7000],[100,7197],[100,7397],[100,7599],[100,7799],[100,7998],[100,8198],[100,8397],[100,8597],[100,8798],[100,8998],[100,9198],[100,9397],[100,9598],[100,9799],[100,9998],[100,10198],[100,10399],[100,10598],[100,10798],[100,10998],[100,11198],[100,11399],[100,11597],[100,11798],[100,11997],[100,12197],[100,12397],[100,12598],[100,12798],[100,12998],[100,13198],[100,13399],[100,13598],[100,13798],[100,13998]]",1,0,310.33,Definitely yes,100,310.334,,,[],,310.334,312.694,99.6875,1.595,"[{""rating"":99.6875,""responseTime"":1.5950000000000273}]",space,1.817,,0,4,4,4,1,audio/Narrative7Situation4.wav,audio/Narrative8Situation4.wav,audio/Narrative5Situation4.wav,audio/Narrative6Situation4.wav,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.695,314.711,,314.711,322.946,"[[93.5,1999],[98.9,2199],[100,2399],[100,2598],[100,2800],[100,2997],[100,3199],[100,3403],[100,3598],[100,3799],[100,4000],[100,4199],[100,4400],[100,4600],[100,4799],[100,5000],[100,5201],[100,5400],[100,5600],[100,5799],[100,6000],[100,6199],[100,6399],[100,6600],[100,6800],[100,7000],[100,7199],[100,7400],[100,7600],[100,7800],[100,7999],[100,8199]]",1,0,322.946,Not at all,0,322.949,,,[],,322.949,326.243,99.79166667,2.459,"[{""rating"":99.79166666666667,""responseTime"":2.459000000000003}]",space,2.757,,0,5,5,5,1,audio/Narrative7Situation5.wav,audio/Narrative8Situation5.wav,audio/Narrative5Situation5.wav,audio/Narrative6Situation5.wav,5,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.244,328.245,,328.245,334.727,"[[100,600],[100,798],[100,997],[100,1199],[100,1398],[99.5,1598],[99.6,1799],[100,1999],[100,2198],[100,2399],[100,2598],[100,2798],[100,2997],[100,3198],[100,3399],[100,3598],[100,3799],[100,3999],[100,4199],[100,4399],[100,4598],[100,4798],[100,4997],[100,5199],[100,5398],[100,5598],[100,5799],[100,5999],[100,6198],[100,6398]]",1,0,334.728,Definitely yes,100,334.733,,,[],,334.733,338.095,99.6875,1.972,"[{""rating"":99.6875,""responseTime"":1.97199999999998}]",space,2.818,,0,6,6,6,1,audio/Narrative7Situation6.wav,audio/Narrative8Situation6.wav,audio/Narrative5Situation6.wav,audio/Narrative6Situation6.wav,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.096,341.111,,341.111,353.21,"[[97.9,2598],[100,2798],[100,3000],[100,3198],[100,3399],[100,3599],[100,3798],[100,4000],[100,4198],[100,4399],[100,4598],[100,4798],[100,4998],[100,5199],[100,5399],[100,5598],[100,5798],[100,5997],[100,6199],[100,6399],[100,6597],[100,6799],[100,6998],[100,7198],[100,7399],[100,7598],[100,7798],[100,7998],[100,8198],[100,8399],[100,8598],[100,8798],[100,9000],[100,9199],[100,9399],[100,9598],[100,9798],[100,10000],[100,10199],[100,10399],[100,10598],[100,10799],[100,11000],[100,11198],[100,11399],[100,11599],[100,11799],[100,11998]]",1,0,353.211,Definitely yes,100,353.214,,,[],,353.214,356.277,99.79166667,2.291,"[{""rating"":99.79166666666667,""responseTime"":2.290999999999997}]",space,2.518,,0,7,7,7,1,audio/Narrative7Situation7.wav,audio/Narrative8Situation7.wav,audio/Narrative5Situation7.wav,audio/Narrative6Situation7.wav,5,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.279,359.298,,359.298,372.161,"[[100,1197],[100,1396],[100,1597],[99.1,1797],[92,1995],[99.3,2194],[100,2396],[100,2596],[100,2795],[100,2996],[100,3196],[100,3396],[100,3596],[100,3795],[100,3996],[100,4194],[100,4396],[100,4596],[100,4797],[100,4995],[100,5196],[100,5396],[100,5596],[100,5795],[100,5996],[100,6194],[100,6396],[100,6595],[100,6795],[100,6995],[100,7194],[100,7395],[100,7596],[100,7795],[100,7996],[100,8198],[100,8396],[100,8595],[100,8795],[100,8995],[100,9196],[100,9396],[100,9595],[100,9795],[100,9995],[100,10196],[100,10396],[100,10595],[100,10795],[100,10995],[100,11198],[100,11396],[100,11596],[100,11795],[100,11995],[100,12196],[100,12395],[100,12596],[100,12795]]",1,0,372.162,Definitely yes,100,372.166,,,[],,372.166,375.11,99.6875,1.791,"[{""rating"":99.6875,""responseTime"":1.7909999999999968}]",space,2.407,,0,8,8,8,1,audio/Narrative7Situation8.wav,audio/Narrative8Situation8.wav,audio/Narrative5Situation8.wav,audio/Narrative6Situation8.wav,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.112,378.129,,378.129,389.478,"[[99.5,600],[99.6,797],[99.6,997],[100,1197],[100,1399],[100,1596],[100,1798],[100,1997],[100,2199],[100,2398],[100,2598],[100,2798],[100,2997],[100,3197],[100,3398],[100,3598],[100,3798],[100,3997],[100,4197],[100,4396],[100,4598],[100,4797],[100,4999],[100,5197],[100,5398],[100,5596],[100,5798],[100,5999],[100,6197],[100,6398],[100,6598],[100,6797],[100,6999],[100,7197],[100,7399],[100,7598],[100,7798],[100,7999],[100,8197],[100,8398],[100,8598],[100,8797],[100,8999],[100,9199],[100,9399],[100,9598],[100,9797],[100,9999],[100,10199],[100,10396],[100,10598],[100,10797],[100,10997],[100,11197]]",1,0,389.478,Partially,50,389.483,,,[],,389.483,390.878,99.6875,1.012,"[{""rating"":99.6875,""responseTime"":1.0120000000000005}]",space,0.862,,0,9,9,9,1,audio/Narrative7Situation9.wav,audio/Narrative8Situation9.wav,audio/Narrative5Situation9.wav,audio/Narrative6Situation9.wav,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.879,392.895,,392.895,448.794,"[[98.8,2399],[98.9,2598],[99.2,2798],[87.8,2998],[87.7,3198],[87.7,3397],[87.7,3597],[87.7,3798],[87.7,4000],[87.7,4197],[87.7,4399],[88.6,4597],[92.3,4798],[92.7,5000],[92.7,5197],[92.7,5397],[92.7,5597],[92.7,5798],[92.7,5997],[92.7,6197],[92.7,6399],[92.7,6598],[92.7,6798],[92.7,6998],[92.7,7198],[92.7,7399],[92.7,7598],[92.7,7798],[92.7,7997],[92.7,8198],[92.7,8397],[100,8597],[100,8798],[100,8997],[100,9198],[100,9397],[100,9597],[100,9798],[100,9998],[100,10197],[100,10399],[100,10597],[100,10798],[100,10998],[100,11198],[100,11397],[100,11597],[100,11798],[100,11998],[100,12198],[100,12397],[100,12598],[100,12798],[100,13000],[100,13198],[100,13399],[100,13597],[100,13798],[100,13997],[100,14199],[100,14399],[100,14598],[100,14798],[100,14997],[100,15198],[100,15399],[100,15597],[100,15798],[100,15998],[100,16197],[100,16399],[100,16597],[100,16798],[100,16998],[100,17198],[100,17399],[100,17597],[100,17803],[100,17997],[100,18197],[100,18399],[100,18599],[100,18798],[100,18998],[100,19198],[100,19397],[100,19598],[100,19798],[100,19997],[100,20198],[100,20399],[100,20598],[96.3,20798],[78.2,20998],[60,21198],[52.1,21397],[50.4,21597],[50.2,21798],[49.6,21997],[41.5,22198],[32.5,22399],[28.9,22598],[17.3,23598],[13,23798],[9.1,23998],[8.8,24198],[8.8,24397],[8.8,24598],[8.8,24798],[8.8,24998],[8.8,25198],[8.8,25399],[8.8,25598],[8.8,25798],[8.8,25997],[8.8,26198],[8.8,26399],[8.8,26597],[8.8,26799],[8.8,26998],[8.8,27198],[8.8,27399],[8.8,27598],[8.8,27799],[8.8,27997],[8.8,28197],[9.7,28399],[24.8,28598],[37.7,28799],[46,28998],[47.7,29198],[48.6,29399],[49.3,29597],[49.6,29798],[49.7,29998],[49.7,30199],[49.7,30399],[49.7,30598],[49.7,30798],[49.7,30997],[49.7,31197],[49.7,31397],[49.7,31597],[49.7,31798],[49.7,31997],[57.5,32198],[72.6,32397],[80.4,32598],[83.6,32798],[87.9,32998],[87.9,33197],[95.6,33399],[100,33598],[100,33798],[100,33998],[100,34198],[100,34397],[100,34597],[100,34798],[100,34998],[100,35197],[100,35399],[100,35597],[100,35800],[100,35998],[100,36198],[100,36397],[100,36597],[100,36798],[100,36998],[100,37198],[100,37399],[100,37597],[100,37798],[100,37998],[100,38198],[100,38399],[100,38598],[100,38798],[100,38998],[100,39197],[100,39397],[100,39597],[100,39800],[100,39997],[100,40197],[100,40397],[100,40598],[100,40798],[100,40997],[100,41198],[100,41397],[100,41598],[100,41798],[100,41998],[100,42197],[100,42397],[100,42598],[100,42798],[100,42998],[100,43197],[100,43399],[100,43598],[100,43798],[100,43998],[100,44198],[100,44399],[100,44597],[100,44798],[100,44998],[100,45198],[100,45397],[100,45598],[100,45798],[100,45998],[100,46197],[100,46397],[100,46598],[100,46798],[100,46997],[100,47198],[100,47399],[100,47597],[100,47798],[100,47998],[100,48198],[100,48399],[100,48597],[100,48798],[100,48997],[100,49198],[100,49397],[100,49597],[100,49798],[100,49997],[100,50198],[100,50399],[100,50598],[100,50798],[100,50998],[100,51197],[100,51397],[100,51599],[100,51798],[100,51997],[100,52198],[100,52397],[100,52599],[100,52798],[100,52997],[100,53198],[100,53397],[100,53598],[100,53798],[100,53998],[100,54197],[100,54397],[100,54598],[100,54798],[100,54997],[100,55198],[100,55399],[100,55597],[100,55798]]",1,0,448.795,Partially,50,453.977,50,3.537,"[{""rating"":50,""responseTime"":3.5370000000000346}]",space,453.977,457.627,100,3.354,"[{""rating"":100,""responseTime"":3.353999999999985}]",space,3.105,,0,10,10,10,1,audio/Narrative8Situation1.wav,audio/Narrative7Situation1.wav,audio/Narrative6Situation1.wav,audio/Narrative5Situation1.wav,5,2,2,5,,,4.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.629,460.644,,460.644,468.11,"[[999,0],[999,199],[999,401],[999,598],[999,800],[999,999],[999,1199],[999,1400],[999,1600],[49.5,1799],[49.7,1999],[99.2,2199],[100,2399],[100,2600],[100,2800],[100,3000],[100,3199],[100,3400],[100,3600],[100,3799],[100,3999],[100,4199],[100,4400],[100,4598],[100,4800],[100,5000],[100,5199],[100,5399],[100,5598],[100,5800],[100,5999],[100,6199],[100,6400],[100,6600],[100,6799],[100,6999],[100,7199],[100,7399]]",1,0,468.111,Not at all,0,468.115,,,[],,468.115,470.86,99.16666667,1.965,"[{""rating"":99.16666666666667,""responseTime"":1.964999999999975}]",space,2.195,,0,11,11,11,1,audio/Narrative8Situation2.wav,audio/Narrative7Situation2.wav,audio/Narrative6Situation2.wav,audio/Narrative5Situation2.wav,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.861,478.877,,478.877,488.128,"[[999,1],[999,201],[999,401],[999,600],[999,799],[999,1000],[999,1199],[999,1400],[999,1602],[999,1799],[999,1999],[999,2201],[96.1,2401],[100,2600],[100,2800],[69.4,3000],[55.9,3199],[55.8,3399],[55.8,3600],[55.8,3799],[45.8,4000],[23,4199],[9.1,4400],[1.4,4598],[1.4,4800],[1.4,5001],[1.4,5201],[0.8,5400],[0.8,5598],[13.4,5800],[29,6000],[37.6,6199],[44.2,6399],[44.2,6598],[44.2,6800],[44.2,7000],[44.2,7199],[44.2,7401],[44.2,7600],[44.2,7800],[44.2,7999],[44.2,8199],[44.2,8400],[44.2,8600],[44.2,8799],[44.2,9001],[44.2,9199]]",1,0,488.128,Not at all,0,488.131,,,[],,488.131,491.677,43.85416667,1.89,"[{""rating"":43.854166666666664,""responseTime"":1.8899999999999864}]",space,3.011,,0,12,12,12,1,audio/Narrative8Situation3.wav,audio/Narrative7Situation3.wav,audio/Narrative6Situation3.wav,audio/Narrative5Situation3.wav,4,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.677,494.677,,494.678,506.412,"[[999,0],[999,197],[999,399],[999,597],[999,800],[999,999],[999,1197],[999,1399],[999,1598],[999,1798],[999,1999],[17.4,2198],[17.8,2399],[17.8,2598],[17.8,2799],[34.8,2997],[65.1,3198],[68.1,3400],[68.1,3598],[67,3798],[43.8,3999],[36.4,4198],[35.7,4399],[35.7,4597],[35.7,4798],[35.3,5000],[10.3,5197]]",1,0,506.413,Definitely yes,100,506.42,,,[],,506.42,508.811,4.166666667,1.387,"[{""rating"":4.166666666666669,""responseTime"":1.3870000000000573}]",space,1.854,,0,13,13,13,1,audio/Narrative8Situation4.wav,audio/Narrative7Situation4.wav,audio/Narrative6Situation4.wav,audio/Narrative5Situation4.wav,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.813,513.827,,513.828,522.328,"[[5.3,999],[5.3,1198],[5.3,1398],[5.3,1600],[5.3,1798],[5.3,2000],[5.3,2198],[5.3,2398],[5.3,2597],[5.3,2798],[5.3,2999],[5.3,3198],[5.3,3399],[4.5,3597],[3.5,3798],[2.5,4000],[1.5,4198],[1,4399],[0.2,4597]]",1,0,522.328,Definitely yes,100,522.333,,,[],,522.333,524.244,0,1.25,"[{""rating"":0,""responseTime"":1.25}]",space,1.38,,0,14,14,14,1,audio/Narrative8Situation5.wav,audio/Narrative7Situation5.wav,audio/Narrative6Situation5.wav,audio/Narrative5Situation5.wav,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.245,527.261,,527.261,537.26,"[[0.5,1399],[0.5,1598],[0.5,1798],[0.8,1999],[1.5,2199],[6.1,2399],[45.2,2598],[90.2,2803],[100,2998],[100,3198],[100,3399],[100,3598],[100,3798],[100,3999],[100,4198],[100,4399],[100,4598],[100,4798],[100,4999],[100,5198],[100,5399],[100,5598],[100,5798],[100,5999],[100,6198],[100,6399],[100,6598],[100,6799],[100,6999],[100,7198],[100,7399],[100,7598],[100,7798],[100,7999],[100,8198],[100,8399],[100,8598],[100,8798],[100,8999],[100,9198],[100,9403],[100,9598],[100,9798],[100,9999]]",1,0,537.261,Partially,50,537.265,,,[],,537.265,540.394,99.79166667,2.366,"[{""rating"":99.79166666666667,""responseTime"":2.3659999999999854}]",space,2.586,,0,15,15,15,1,audio/Narrative8Situation6.wav,audio/Narrative7Situation6.wav,audio/Narrative6Situation6.wav,audio/Narrative5Situation6.wav,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.395,545.411,,545.411,562.594,"[[54.1,198],[53.9,399],[50.8,599],[50.4,798],[50.2,998],[69.1,1200],[91,1399],[98.3,1599],[99.5,1798],[99.5,1999],[99.5,2198],[99.5,2399],[99.9,2599],[100,2798],[100,3000],[100,3200],[100,3398],[100,3599],[100,3798],[100,4000],[100,4198],[100,4399],[100,4599],[100,4798],[100,4999],[100,5200],[100,5399],[100,5599],[100,5798],[100,5999],[100,6200],[100,6399],[100,6599],[100,6798],[100,6999],[100,7198],[100,7399],[100,7600],[100,7798],[100,8000],[100,8198],[100,8399],[100,8598],[100,8798],[100,8999],[100,9197],[100,9399],[100,9600],[100,9798],[100,9999],[100,10198],[100,10399],[100,10598],[100,10798],[100,10999],[100,11198],[100,11399],[100,11599],[100,11798],[100,11999],[100,12198],[100,12399],[100,12599],[100,12799],[100,12999],[100,13198],[100,13399],[100,13599],[100,13798],[100,13999],[100,14197],[100,14399],[100,14599],[100,14798],[100,14999],[100,15198],[100,15399],[100,15599],[100,15798],[100,15999],[100,16198],[100,16399],[100,16600],[100,16798],[100,16999]]",1,0,562.595,Partially,50,562.6,,,[],,562.6,565.077,99.89583333,1.642,"[{""rating"":99.89583333333334,""responseTime"":1.641999999999939}]",space,1.935,,0,16,16,16,1,audio/Narrative8Situation7.wav,audio/Narrative7Situation7.wav,audio/Narrative6Situation7.wav,audio/Narrative5Situation7.wav,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.077,567.077,,567.077,577.093,"[[99.7,1399],[99.5,1600],[99.5,1799],[99.5,2000],[100,2198],[100,2399],[100,2600],[100,2799],[100,3000],[100,3199],[100,3399],[100,3600],[100,3799],[100,4000],[100,4199],[100,4399],[100,4600],[100,4800],[100,5000],[100,5199],[100,5399],[100,5600],[100,5798],[100,6000],[100,6199],[100,6399],[100,6600],[100,6799],[100,7000],[100,7199],[100,7399],[100,7600],[100,7799],[100,7999],[100,8199],[100,8400],[100,8598],[100,8799],[100,9000],[100,9199],[100,9399],[100,9598],[100,9798],[100,9999]]",1,0,577.094,Definitely yes,100,577.099,,,[],,577.099,578.994,99.89583333,1.567,"[{""rating"":99.89583333333334,""responseTime"":1.5670000000000073}]",space,1.353,,0,17,17,17,1,audio/Narrative8Situation8.wav,audio/Narrative7Situation8.wav,audio/Narrative6Situation8.wav,audio/Narrative5Situation8.wav,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5e552a5e45774651f60e62b3,2024-02-05_11h57.44.393,group3.1-3.2-social-tom,2023.2.2,MacIntel,66.66666667,65b1b24e3a500fd6b5dc9abd,65c1136a2e5146577fd1aaeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.995,581.011,,581.011,589.645,"[[100,1198],[100,1399],[100,1598],[100,1798],[100,1999],[100,2199],[100,2399],[100,2598],[100,2798],[100,2999],[100,3198],[100,3399],[100,3598],[100,3798],[100,4000],[100,4198],[100,4399],[100,4598],[100,4799],[100,4999],[100,5198],[100,5399],[100,5600],[100,5798],[100,5999],[100,6198],[100,6399],[100,6598],[100,6798],[100,6999],[100,7197],[100,7399],[100,7598],[100,7798],[100,7999],[100,8198],[100,8399],[100,8600]]",1,0,589.645,Partially,50,589.648,,,[],,589.648,591.81,99.58333333,1.351,"[{""rating"":99.58333333333333,""responseTime"":1.350999999999999}]",space,1.629,,0,18,18,18,1,audio/Narrative8Situation9.wav,audio/Narrative7Situation9.wav,audio/Narrative6Situation9.wav,audio/Narrative5Situation9.wav,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
