exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,confirmResponse_2.rt,confirmResponse_2.duration,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,endingBreakKey_2.rt,endingBreakKey_2.duration,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.4467,412.4594,,412.4595,422.5776,"[[45.1,2403],[45.6,2599],[45.6,2799],[45.6,2999],[45.6,3202],[45.6,3399],[45.6,3602],[45.6,3798],[45.6,3998],[45.6,4198],[45.6,4398],[45.8,4602],[45.8,4798],[45.8,4998],[48.2,5202],[50.1,5398],[50.1,5598],[50.1,5798],[50.1,5998],[50.1,6198],[50.1,6398],[50.5,6602],[52.5,6802],[55.6,7002],[56,7197],[56.8,7397],[57.4,7597],[57.4,7801],[57.4,7997],[57.4,8197],[57.6,8401],[59.6,8597],[61.9,8797],[63.6,8997],[65.6,9201],[69.3,9397],[69.3,9601],[69.3,9797],[69.3,9997]]",1,0,422.5776,425.627,69.89583333,1.5075,"[{""rating"":69.89583333333333,""responseTime"":1.5074999999999932}]",space,2.516,,425.627,Not at all,0,425.6288,,,[],,,,0,2,2,2,1,audio/Narrative7Situation2.wav,audio/Narrative8Situation2.wav,audio/Narrative5Situation2.wav,audio/Narrative6Situation2.wav,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.6289,429.642,,429.642,452.0363,"[[65,4600],[63.9,4800],[63.9,4994],[63.9,5195],[63.9,5399],[63.9,5594],[63.9,5794],[64,5998],[65,6195],[65,6396],[65.4,6597],[67.2,6794],[67.2,6996],[67.9,7197],[69,7395],[69.3,7597],[69.3,7794],[69.3,7994],[69.3,8198],[69.3,8394],[69.9,8598],[70.5,8794],[71.3,8994],[72.1,9194],[72.1,9394],[72.1,9598],[72.1,9794],[72.1,9997],[72.1,10193],[72.1,10394],[72.1,10593],[72.1,10793],[72.1,10993],[73.4,11197],[73.9,11397],[73.9,11593],[74.8,11797],[75.4,11993],[76.4,12193],[76.4,12393],[76.4,12593],[76.4,12793],[76.4,12993],[76.4,13193],[76.4,13397],[76.4,13593],[76.4,13797],[76.4,13996],[76.4,14196],[76.4,14392],[76.4,14596],[76.4,14793],[76.4,14994],[76.4,15192],[76.4,15396],[76.4,15592],[76.4,15792],[76.4,15992],[76.4,16194],[76.4,16392],[76.4,16592],[76.4,16792],[76.4,16996],[76.4,17192],[75.3,17396],[75.1,17596],[74.7,17792],[74.7,17995],[74.7,18192],[74.7,18391],[74.7,18595],[74.7,18795],[74.7,18994],[74.7,19194],[74.7,19391],[74.5,19591],[74.5,19795],[74.5,19991],[74.6,20195],[75.2,20395],[76.4,20595],[77.9,20791],[78.3,20991],[78.3,21191],[78.3,21390],[78.3,21595],[78.3,21791],[78.3,21994],[78.3,22194],[78.3,22394]]",1,0,452.0364,455.6863,78.75,2.0669,"[{""rating"":78.75,""responseTime"":2.066900000005944}]",space,3.1023,,455.6863,Half the time,50,455.6879,,,[],,,,0,3,3,3,1,audio/Narrative7Situation3.wav,audio/Narrative8Situation3.wav,audio/Narrative5Situation3.wav,audio/Narrative6Situation3.wav,8,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.688,458.6979,,458.6981,472.8784,"[[46.6,4802],[45.5,4998],[44.6,5201],[44.4,5401],[42.6,5598],[41.5,5798],[41.3,5998],[41.3,6198],[40.6,6398],[39.7,6598],[39.7,6801],[39.7,6998],[39.9,7198],[40.7,7398],[40.7,7598],[41.1,7802],[45.2,7998],[49.9,8201],[52.4,8397],[54.4,8597],[54.6,8798],[55.7,8997],[58.1,9200],[58.4,9397],[58.4,9601],[59.3,9801],[62.7,9997],[65.1,10201],[65.5,10397],[69.5,10597],[69.7,10797],[69.7,10997],[69.7,11200],[69.7,11401],[69.7,11596],[69.7,11800],[69.7,11997],[69.7,12196],[69.7,12396],[69.7,12601],[69.7,12796],[69.7,12996],[69.7,13199],[69.7,13396],[69.7,13599],[69.7,13798],[70.1,13999]]",1,0,472.8787,478.2117,61.14583333,2.9183,"[{""rating"":61.145833333333336,""responseTime"":2.918300000011925}]",space,4.7842,,478.2117,All the time,100,478.2129,,,[],,,,0,4,4,4,1,audio/Narrative7Situation4.wav,audio/Narrative8Situation4.wav,audio/Narrative5Situation4.wav,audio/Narrative6Situation4.wav,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.2131,480.2263,,480.2264,488.4948,"[[999,0],[999,199],[999,399],[999,603],[999,799],[999,999],[52,1199],[49.4,1399],[49.3,1599],[49.8,1799],[49.9,1999],[49.9,2203],[49.9,2398],[49.9,2598],[49.9,2798],[49.9,2999],[52,3199],[55.7,3402],[59.7,3602],[62.4,3802],[67.3,4002],[73.5,4202],[76.5,4402],[78.2,4602],[79.1,4802],[79.1,4998],[79.1,5198],[79.1,5398],[79.1,5598],[79.1,5798],[79.1,6002],[79.1,6198],[79.1,6398],[79.1,6598],[79.1,6801],[79.1,6998],[79.1,7198],[79.1,7397],[79.1,7597],[79.1,7801],[79.1,7997],[79.1,8201]]",1,0,488.495,491.2266,84.375,1.512,"[{""rating"":84.375,""responseTime"":1.5120000000000005}]",space,2.1981,,491.2267,Half the time,50,491.228,,,[],,,,0,5,5,5,1,audio/Narrative7Situation5.wav,audio/Narrative8Situation5.wav,audio/Narrative5Situation5.wav,audio/Narrative6Situation5.wav,5,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.2281,493.2396,,493.2397,499.7214,"[[83.6,604],[83.6,799],[83.6,999],[83.4,1203],[83.4,1399],[83.4,1599],[83.4,1799],[83.4,1999],[83.4,2201],[83,2399],[82.3,2599],[81.7,2798],[81.7,2998],[81.7,3202],[81.7,3399],[81.7,3599],[81.7,3798],[81.7,3999],[81.7,4198],[81.7,4398],[81.7,4602],[81.7,4805],[81.7,4998],[81.7,5201],[81.7,5398],[81.7,5601],[81.7,5798],[81.7,5998],[81.7,6198],[81.7,6398]]",1,0,499.7216,504.237,78.02083333,3.131,"[{""rating"":78.02083333333334,""responseTime"":3.1310000000000855}]",space,3.9659,,504.2371,Half the time,50,504.2383,,,[],,,,0,6,6,6,1,audio/Narrative7Situation6.wav,audio/Narrative8Situation6.wav,audio/Narrative5Situation6.wav,audio/Narrative6Situation6.wav,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.2385,507.2529,,507.2529,519.3503,"[[75.6,599],[73.8,803],[50,999],[50,1203],[50,1399],[50,1599],[50,1799],[50,2003],[50,2199],[50,2399],[50,2599],[50,2799],[50,2999],[50,3199],[50,3403],[50,3599],[50,3798],[50,3998],[50,4202],[50,4401],[50,4601],[50,4798],[50,5002],[49.4,5201],[49.2,5398],[48.2,5598],[48.2,5798],[48.3,6002],[48.4,6202],[50.5,6402],[50.9,6598],[50.9,6798],[51.4,7001],[51.4,7198],[51.4,7398],[51.4,7599],[51.4,7798],[51.4,7997],[51.4,8197],[51.4,8397],[51.4,8597],[51.4,8801],[51.4,9001],[51.4,9197],[51.4,9397],[51.4,9597],[51.4,9797],[51.4,9997],[51.4,10197],[51.8,10397],[53.6,10601],[57.4,10801],[59.4,10997],[60,11197],[60,11397],[60.9,11596],[61.4,11797],[61.6,11997]]",1,0,519.3504,522.9697,61.77083333,2.5929,"[{""rating"":61.77083333333333,""responseTime"":2.5929000000058977}]",space,3.0969,,522.9698,Not at all,0,522.9711,,,[],,,,0,7,7,7,1,audio/Narrative7Situation7.wav,audio/Narrative8Situation7.wav,audio/Narrative5Situation7.wav,audio/Narrative6Situation7.wav,5,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.9713,525.9815,,525.9816,538.8287,"[[60.2,1799],[60.2,2002],[60.2,2202],[55.6,2399],[52,2602],[52,2799],[51.4,2999],[51.4,3203],[51.4,3399],[51.4,3599],[51.4,3799],[51.4,4002],[51.4,4198],[51.4,4403],[51.4,4599],[51.4,4798],[51.4,4998],[51.4,5198],[51.4,5402],[51.4,5598],[51.9,5798],[52.8,5998],[54.4,6202],[55.9,6402],[60.5,6602],[68.6,6802],[75.9,7002],[84.5,7202],[85.1,7398],[88.2,7598],[90,7802],[93.1,8001],[93.1,8197],[93.1,8401],[93.1,8597],[93.1,8797],[93.1,8997],[93.1,9197],[93.1,9397],[93.1,9597],[93.1,9797],[93.1,9997],[93.1,10197],[93.1,10397],[93.1,10601],[93.1,10797],[93.1,11001],[93.1,11197],[93.1,11400],[92.9,11597],[92.3,11797],[91.8,12000],[91.8,12197],[91.8,12397],[91.8,12599],[91.8,12796]]",1,0,538.829,541.4821,91.77083333,1.1529,"[{""rating"":91.77083333333333,""responseTime"":1.1528999999910639}]",space,2.0997,,541.4822,All the time,100,541.4833,,,[],,,,0,8,8,8,1,audio/Narrative7Situation8.wav,audio/Narrative8Situation8.wav,audio/Narrative5Situation8.wav,audio/Narrative6Situation8.wav,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.4834,544.4978,,544.4979,555.8093,"[[84.1,1599],[84.1,1795],[84.1,1995],[84.1,2195],[84.1,2395],[84.1,2599],[84.1,2795],[84.1,2995],[84.1,3198],[84.1,3395],[84.1,3598],[84.1,3794],[84.1,3994],[84.1,4194],[84.1,4394],[84.1,4594],[84.1,4794],[84.1,4994],[84.1,5194],[84.1,5396],[84.1,5594],[82,5794],[80.2,5997],[78.4,6194],[74.6,6396],[74.6,6594],[74.6,6798],[74.6,6995],[74.6,7193],[74.6,7394],[74.6,7593],[74.6,7793],[74.9,7993],[75.1,8197],[75.1,8397],[75.1,8597],[75,8797],[74.4,8997],[74,9193],[74,9397],[74,9596],[74,9796],[74,9996],[74,10193],[74,10393],[74,10595],[74,10796],[74,10993],[74,11196]]",1,0,555.8093,558.3434,73.95833333,1.8552,"[{""rating"":73.95833333333334,""responseTime"":1.8552000000029238}]",space,2.0126,,558.3434,All the time,100,558.3442,,,[],,,,0,9,9,9,1,audio/Narrative7Situation9.wav,audio/Narrative8Situation9.wav,audio/Narrative5Situation9.wav,audio/Narrative6Situation9.wav,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.3444,560.3565,,560.3566,616.2467,"[[63.5,604],[52.5,804],[48.3,999],[48.3,1203],[48.4,1403],[49,1602],[49.9,1799],[49.9,1999],[49.9,2199],[46.3,2402],[40.4,2602],[35,2802],[33.2,2999],[33.2,3202],[33.2,3399],[33.2,3599],[33.2,3803],[33.9,4000],[35.6,4198],[35.6,4398],[35.6,4598],[35.6,4798],[35.6,5000],[35.6,5198],[35.6,5402],[35.6,5602],[35.6,5798],[35.3,6001],[34,6198],[33.5,6402],[33.5,6598],[33.5,6798],[33.5,7001],[33.5,7201],[33.5,7398],[33.5,7598],[33.5,7798],[33.5,7997],[33.5,8197],[34.3,8397],[34.3,8597],[34.3,8797],[34.9,8998],[36.7,9197],[37,9397],[37,9597],[37,9797],[37,9997],[37,10197],[37,10400],[37,10598],[37,10800],[36.7,10997],[36.4,11201],[36.4,11397],[36.4,11601],[36.4,11801],[36.4,11997],[36.4,12200],[36.4,12396],[36.4,12596],[36.5,12800],[36.5,12996],[36.5,13200],[36.5,13396],[36.5,13596],[36.5,13799],[36.5,13996],[36.5,14196],[36.5,14398],[36.5,14596],[36.5,14796],[36.5,14996],[36.5,15200],[36.5,15396],[36.5,15596],[36.5,15795],[36.5,15995],[36.5,16196],[36.5,16395],[36.5,16599],[36.5,16799],[36.5,16995],[36.5,17195],[36.5,17395],[36.5,17599],[36.5,17798],[36.5,17995],[36.5,18195],[36.5,18395],[36.5,18598],[36.5,18798],[37.8,18998],[38.5,19199],[38.5,19395],[38.5,19595],[38.5,19798],[38.5,19995],[39,20194],[39,20394],[39,20598],[39,20794],[39,20998],[39,21194],[39,21394],[39,21594],[39,21794],[39,21994],[39,22194],[39,22394],[39,22594],[41.1,22797],[42.1,22994],[43.9,23194],[44.8,23398],[46,23594],[46,23794],[46,23994],[46,24194],[46,24394],[45.7,24598],[45.7,24797],[45.5,24997],[45.5,25193],[45.5,25393],[45.5,25597],[45.5,25795],[45.5,25993],[45.6,26193],[45.6,26393],[45.6,26593],[45.6,26796],[45.6,26993],[45.6,27193],[45.6,27393],[45.6,27594],[45.6,27797],[45.6,27993],[45.6,28193],[45.6,28397],[45.6,28592],[45.6,28792],[45.6,28996],[45.6,29192],[45.6,29392],[45.6,29592],[45.6,29792],[45.6,29994],[45.6,30192],[45.6,30395],[45.6,30592],[45.6,30792],[45.6,30995],[45.6,31192],[45.6,31396],[45.6,31592],[45.6,31792],[45.6,31991],[45.6,32192],[45.6,32396],[45.6,32592],[45.6,32791],[45.6,32991],[45.6,33191],[45.6,33396],[45.6,33591],[45.6,33796],[46.8,33991],[47.4,34191],[47.6,34391],[47.6,34591],[47.6,34794],[47.6,34991],[47.6,35191],[47.6,35391],[47.6,35595],[47.6,35791],[47.6,35995],[47.6,36190],[49.4,36391],[50.3,36590],[50.3,36790],[50.3,36990],[50.3,37190],[50.3,37394],[50.3,37590],[50.3,37794],[50.3,37993],[50.3,38190],[50.3,38390],[50.3,38590],[50.3,38790],[50.3,38990],[50.3,39190],[50.7,39394],[51.5,39590],[51.5,39790],[51.5,39994],[51.5,40194],[51.5,40389],[51.5,40589],[51.5,40790],[51.5,40989],[51.5,41193],[51.5,41392],[51.5,41589],[51.5,41789],[51.6,41992],[51.6,42189],[51.6,42392],[51.6,42589],[51.6,42789],[51.6,42993],[53.9,43192],[53.9,43393],[53.9,43589],[53.9,43793],[53.9,43989],[53.9,44193],[53.9,44389],[53.9,44592],[53.9,44788],[53.9,44989],[53.9,45189],[53.9,45389],[53.9,45592],[53.9,45788],[53.9,45988],[53.9,46188],[53.9,46388],[53.9,46588],[53.9,46788],[53.9,46988],[53.9,47188],[53.9,47392],[53.9,47588],[53.9,47792],[53.9,47988],[53.9,48192],[53.9,48392],[53.9,48592],[53.9,48787],[54.7,48987],[55.4,49187],[56.5,49388],[56.8,49587],[56.8,49790],[56.8,49987],[56.8,50189],[56.8,50387],[56.8,50590],[56.8,50791],[56.8,50987],[56.8,51187],[56.8,51387],[56.8,51587],[56.8,51787],[56.8,51987],[56.8,52191],[56.8,52391],[56.8,52587],[56.8,52790],[56.8,52992],[56.8,53190],[56.8,53389],[56.8,53588],[56.8,53789],[56.8,53986],[56.8,54186],[56.8,54389],[56.8,54586],[56.8,54789],[56.8,54990],[56.8,55186],[58.8,55389],[59.8,55586],[59.8,55789]]",1,0,616.2468,619.1424,59.79166667,1.0535,"[{""rating"":59.791666666666664,""responseTime"":1.0534999999999854}]",space,2.3514,,619.1425,Not at all,0,629.5249,0,6.295,"[{""rating"":0,""responseTime"":6.295000000000073}]",space,9.8382,,0,10,10,10,1,audio/Narrative8Situation1.wav,audio/Narrative7Situation1.wav,audio/Narrative6Situation1.wav,audio/Narrative5Situation1.wav,5,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.5301,632.5388,,632.5389,640.0206,"[[999,0],[999,203],[999,403],[999,603],[999,800],[999,1000],[999,1199],[999,1399],[999,1599],[999,1799],[999,1999],[999,2199],[999,2402],[999,2599],[51.3,2803],[50.7,2999],[50.7,3203],[50.7,3399],[50.7,3599],[50.7,3802],[50.7,3998],[50.7,4198],[50.7,4402],[50.7,4598],[50.7,4798],[50.7,4998],[50.7,5202],[50.7,5398],[50.7,5598],[50.7,5801],[50.7,5998],[50.7,6198],[50.7,6401],[50.7,6598],[50.7,6798],[50.7,6998],[50.7,7198],[50.7,7398]]",1,0,640.0207,645.0741,27.1875,3.9829,"[{""rating"":41.35416666666667,""responseTime"":3.149799999996958},{""rating"":27.187499999999996,""responseTime"":3.982899999990991}]",space,4.4871,,645.0741,Not at all,0,645.0751,,,[],,,,0,11,11,11,1,audio/Narrative8Situation2.wav,audio/Narrative7Situation2.wav,audio/Narrative6Situation2.wav,audio/Narrative5Situation2.wav,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0752,653.0841,,653.0842,662.3485,"[[999,5],[999,203],[999,399],[999,603],[999,799],[999,1003],[52.6,1202],[48.6,1399],[48.2,1602],[49,1802],[49,1999],[49.4,2199],[50.1,2399],[50.1,2599],[50.3,2802],[52.7,3003],[52.7,3198],[53.4,3402],[53.6,3598],[53.6,3802],[53.6,3998],[53.6,4198],[53.9,4398],[55.6,4598],[55.6,4798],[55.6,4998],[55.6,5198],[55.6,5401],[55.6,5598],[55.6,5798],[55.6,5998],[55.6,6198],[55.6,6399],[55.6,6598],[55.6,6801],[55.6,6997],[55.6,7197],[55.6,7398],[55.6,7597],[55.6,7801],[55.6,7997],[55.6,8197],[55.6,8397],[55.6,8601],[55.6,8801],[55.6,8997],[55.6,9201]]",1,0,662.3488,665.8348,56.04166667,1.5549,"[{""rating"":56.041666666666664,""responseTime"":1.5549000000060005}]",space,2.936,,665.8348,Not at all,0,665.8356,,,[],,,,0,12,12,12,1,audio/Narrative8Situation3.wav,audio/Narrative7Situation3.wav,audio/Narrative6Situation3.wav,audio/Narrative5Situation3.wav,4,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.8358,668.8468,,668.8469,680.5657,"[[999,0],[999,203],[999,399],[999,603],[999,799],[999,1003],[50,1203],[50,1402],[50,1599],[50,1799],[50,2000],[50,2202],[50,2399],[50,2602],[50,2798],[50,3003],[50,3202],[50,3403],[50,3598],[49.9,3799],[48.5,4002],[47.2,4199],[47.2,4398],[47.2,4604],[45.8,4803],[45.8,5003],[45.8,5203],[45.8,5402],[45.8,5598],[45.8,5798],[45.8,5998],[45.8,6198],[45.8,6401],[45.8,6598],[45.8,6801],[45.8,6998],[45.8,7198],[45.8,7401],[45.8,7597],[45.8,7798],[45.8,7997],[45.8,8197],[45.8,8397],[45.8,8597],[45.8,8798],[45.8,8997],[45.8,9197],[45.8,9397],[45.8,9597],[45.8,9797],[45.8,9997],[45.8,10201],[45.8,10397],[45.8,10597],[45.8,10797],[45.8,10997],[45.8,11197],[49.8,11397],[52.7,11597]]",1,0,680.5658,684.0635,58.02083333,1.9981,"[{""rating"":58.020833333333336,""responseTime"":1.9980999999941105}]",space,2.965,,684.0635,All the time,100,684.0647,,,[],,,,0,13,13,13,1,audio/Narrative8Situation4.wav,audio/Narrative7Situation4.wav,audio/Narrative6Situation4.wav,audio/Narrative5Situation4.wav,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.0648,689.0753,,689.0753,697.5732,"[[57.5,803],[54.9,1003],[54.7,1203],[54.7,1399],[54.7,1599],[54.7,1799],[54.7,2002],[54.7,2199],[54.7,2403],[54.7,2599],[54.7,2803],[54.7,2998],[54.7,3199],[54.7,3399],[54.7,3599],[54.7,3802],[54.7,3999],[54.7,4198],[54.7,4398],[54.7,4598],[54.7,4798],[54.7,4998],[54.7,5201],[54.7,5398],[54.7,5598],[54.7,5801],[46.4,6001],[45,6201],[45,6398],[45,6598],[43.6,6801],[41.7,7002],[41.5,7197],[41.5,7397],[46.8,7601],[47,7797],[46.6,8001],[46.6,8197],[47.9,8398]]",1,0,697.5735,700.693,57.1875,2.2113,"[{""rating"":57.1875,""responseTime"":2.2112999999970953}]",space,2.5829,,700.693,Half the time,50,700.6944,,,[],,,,0,14,14,14,1,audio/Narrative8Situation5.wav,audio/Narrative7Situation5.wav,audio/Narrative6Situation5.wav,audio/Narrative5Situation5.wav,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.6944,703.705,,703.705,713.686,[],1,0,713.6862,720.971,73.33333333,2.7018,"[{""rating"":73.33333333333334,""responseTime"":2.701799999996979}]",space,6.7319,,720.971,Half the time,50,720.9766,,,[],,,,0,15,15,15,1,audio/Narrative8Situation6.wav,audio/Narrative7Situation6.wav,audio/Narrative6Situation6.wav,audio/Narrative5Situation6.wav,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5c6ee20c0506a200015c4275,2024-02-06_10h36.46.621,group3.1-3.2-social-tom,2023.2.2,Win32,60.24096386,65b1b24e3a500fd6b5dc9abd,65c251fb371ca45c9a8bbde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.9768,725.9829,,725.983,743.1788,"[[999,5],[999,199],[999,399],[999,599],[999,799],[999,1003],[999,1199],[999,1401],[999,1599],[999,1802],[999,1999],[999,2199],[999,2402],[999,2599],[999,2799],[999,2999],[999,3199],[999,3399],[999,3598],[999,3798],[999,3998],[999,4198],[999,4398],[999,4602],[999,4798],[999,5002],[999,5198],[999,5398],[999,5598],[999,5798],[999,5998],[999,6201],[999,6401],[999,6598],[999,6801],[999,6998],[999,7199],[999,7397],[999,7598],[999,7801],[999,7997],[999,8197],[999,8397],[999,8601],[999,8797],[999,8997],[999,9201],[999,9401],[999,9597],[999,9800],[61.7,10000],[62.3,10197],[62.2,10397],[61.1,10597],[61.1,10796],[61,11000],[57.2,11197],[51.6,11400],[45.8,11596],[45.8,11796],[43.5,12000],[40.2,12200],[38.6,12396],[37.6,12600],[37.1,12796],[37.1,13000],[41.4,13196],[44.8,13400],[52,13596],[53.3,13796],[59.2,13997],[65.9,14199],[67,14396],[67,14596],[67,14799],[67.2,15000],[67.9,15196],[67.9,15395],[67.9,15595],[67.9,15795],[67.9,16000],[67.9,16195],[67.9,16395],[67.9,16599],[68.1,16795],[68.5,16995],[71.5,17195]]",1,0,743.1791,748.0477,76.35416667,3.6195,"[{""rating"":76.35416666666667,""responseTime"":3.6195000000000164}]",space,4.3331,,748.0477,All the time,100,748.0492,,,[],,,,0,16,16,16,1,audio/Narrative8Situation7.wav,audio/Narrative7Situation7.wav,audio/Narrative6Situation7.wav,audio/Narrative5Situation7.wav,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
