exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,endingBreakKey_2.rt,endingBreakKey_2.duration,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
tom,0.0027,18.8953,y,18.5083,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,18.8963,40.0357,space,20.9528,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,40.0361,48.8158,space,8.4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,48.8531,115.1187,space,66.2231,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,115.1427,155.2666,space,39.7544,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,155.2906,171.9391,space,16.5312,,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,171.9631,195.5073,space,23.4948,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,195.5302,211.3249,space,15.7613,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,,,,,,,,,,,,,,,,,211.354,213.9269,213.9879,215.9947,,215.9952,245.7791,"[[999,2],[999,382],[999,582],[999,785],[999,982],[999,1182],[999,1382],[999,1582],[999,1784],[999,1984],[999,2183],[999,2383],[999,2583],[999,2783],[999,2983],[999,3184],[999,3383],[999,3583],[999,3788],[45.2,3984],[46.7,4186],[48,4387],[50.3,4586],[51.4,4784],[51.7,4985],[56.1,5187],[58.1,5386],[58.1,5584],[58.1,5785],[58.1,5985],[58.1,6185],[57.5,6387],[54.6,6586],[54.4,6784],[58,6986],[58.4,7186],[58.8,7386],[59.1,7585],[59.1,7786],[59.1,7986],[59.1,8186],[59.1,8386],[59.1,8586],[59.1,8786],[59.1,8986],[59.1,9187],[59.1,9386],[59.1,9586],[59.1,9792],[57.8,9986],[57.8,10187],[57.7,10387],[57.7,10587],[57.7,10787],[58,10987],[59.4,11189],[59.6,11387],[56.1,11588],[47.4,11805],[16.1,12007],[14.6,12204],[14.6,12405],[14.6,12605],[14.6,12805],[14.6,13005],[14.6,13205],[14.6,13405],[14.6,13605],[14.6,13805],[14.6,14005],[14.6,14205],[14.6,14406],[14.6,14606],[14.6,14806],[14.6,15006],[14.6,15206],[14.6,15406],[14.6,15606],[14.5,15823],[14.5,16023],[14.5,16223],[14.5,16423],[14.5,16623],[14.5,16824],[14.3,17023],[14,17224],[14,17424],[14.7,17626],[15.9,17824],[16.9,18025],[16.9,18224],[16.9,18424],[16.9,18625],[16.9,18824],[16.9,19025],[17.1,19223],[17.1,19425],[17.1,19625],[17.1,19825],[16.9,20025],[12.8,20227],[12.4,20426],[9.3,20626],[8.6,20826],[8.6,21026],[8.6,21226],[8.6,21426],[8.6,21626],[8.6,21826],[9.2,22028],[11.5,22229],[17.5,22428],[31,22628],[36.4,22829],[43.2,23028],[48.7,23228],[48.9,23427],[49,23627],[49,23827],[49,24027],[49,24235],[48.3,24428],[47.7,24627],[47.7,24831],[48.7,25031],[53.7,25229],[56.5,25429],[61.9,25632],[64,25829],[64,26028],[64.1,26228],[64.7,26432],[64.8,26628],[64.8,26829],[64.8,27029],[64.8,27227],[64.8,27427],[64.8,27630],[64.8,27829],[64.8,28031],[64.8,28231],[64.8,28431],[64.8,28631],[64.8,28831],[64.8,29031],[64.8,29231],[64.8,29431],[64.8,29631]]",1,0,245.7799,Not at all,0,245.8023,,,[],,245.8027,263.8875,46.22166387,13.441,"[{""rating"":49.150778662884484,""responseTime"":9.094900000005907},{""rating"":46.221663871107275,""responseTime"":13.440999999999974}]",space,17.5432,,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.91,266.4203,space,266.4206,322.3161,"[[47.6,7639],[48,7837],[48,8037],[48,8239],[39.4,8440],[34.4,8638],[28.1,8838],[26.3,9037],[26.3,9237],[26.5,9438],[28.7,9639],[30.9,9838],[52.8,10038],[53.3,10238],[53.3,10438],[52.4,10637],[52.4,10838],[51.8,11040],[51.4,11238],[51.4,11438],[51.4,11638],[51.4,11838],[51.5,12039],[53,12239],[54.2,12439],[54.3,12638],[54.3,12838],[54.3,13039],[54.3,13239],[54.3,13439],[54.3,13639],[54.3,13839],[54.3,14039],[54.3,14239],[54.3,14440],[54.3,14639],[50.2,14840],[48.4,15041],[48,15240],[47.9,15440],[45.5,17844],[47.3,18041],[47.7,18241],[47.7,18441],[47.9,18642],[47.9,18842],[49.3,19041],[50.6,19242],[50.9,19442],[50.9,19642],[50.9,19842],[50.9,20042],[50.9,20243],[50.9,20442],[50.9,20642],[50.9,20843],[50.9,21043],[50.9,21242],[44.8,21444],[43.5,21643],[43.5,21843],[43.5,22043],[43.5,22246],[47.7,22444],[48.4,22643],[48.4,22843],[48.4,23044],[48.4,23244],[48.6,23444],[49.9,23645],[52.5,23845],[53.7,24045],[56.2,24246],[56.8,24444],[56.9,24645],[61,24846],[88.1,25047],[88.7,25245],[88.7,25445],[88.3,25646],[84.2,25846],[80.4,26046],[77.7,26248],[74.1,26448],[73.2,26645],[73.2,26846],[69.1,27049],[67.3,27246],[67.3,27446],[67.3,27648],[67.3,27846],[67.3,28046],[67.3,28246],[67.3,28448],[67.3,28650],[67.3,28847],[67.3,29048],[67.3,29248],[67.3,29448],[67.3,29649],[67.3,29848],[67.3,30048],[67.3,30246],[67.3,30448],[67.3,30648],[67.3,30848],[67.3,31048],[67.3,31249],[67.3,31449],[67.3,31649],[67.3,31849],[67.3,32048],[67.3,32249],[67.3,32449],[67.3,32649],[67.3,32849],[67.3,33049],[67.3,33249],[67,33467],[66.9,33666],[65.7,33867],[65.1,34066],[65,34267],[62.9,34468],[62.5,34666],[62.5,34867],[62.5,35067],[62.5,35267],[62.5,35467],[62.5,35667],[62.5,35867],[62.5,36067],[62.5,36267],[62.5,36468],[62.5,36669],[62.5,36869],[62.5,37069],[62.8,37285],[63.4,37485],[63.4,37685],[63.4,37884],[63.4,38085],[63.4,38285],[63.4,38485],[63.4,38685],[63.4,38885],[63.4,39086],[63.4,39285],[63.4,39485],[66.5,39687],[71.9,39887],[75.7,40087],[79.2,40288],[79.9,40486],[80.7,40687],[81.3,40886],[81.3,41087],[81.3,41286],[81.4,41486],[82.6,41687],[83,41887],[83,42084],[83,42287],[83,42487],[83,42687],[83.3,42889],[83.7,43088],[84,43287],[84,43487],[84,43689],[84,43889],[84,44089],[84,44289],[84,44489],[84,44689],[84,44887],[84,45090],[84,45289],[84.6,45490],[85.8,45689],[86.4,45892],[87,46091],[87.6,46290],[87.8,46489],[88.4,46690],[88.4,46890],[88.4,47090],[88.4,47290],[88.4,47490],[88.4,47690],[88.4,47890],[88.4,48090],[88.4,48290],[88.4,48490],[88.4,48690],[88.4,48891],[88.4,49090],[88.4,49291],[88.4,49490],[88.4,49691],[88.4,49896],[88.4,50091],[88.4,50291],[88.4,50491],[88.4,50691],[88.4,50892],[88.4,51092],[88.4,51291],[88.4,51492],[88.4,51692],[88.4,51892],[88.4,52092],[88.4,52292],[88.4,52492],[88.4,52692],[88.4,52892],[88.4,53093],[88.4,53293],[88.4,53492],[88.4,53693],[88.4,53893],[88.4,54093],[87.1,54311],[85.6,54511],[83.9,54711],[83.5,54910],[83.5,55110],[83.5,55310],[83.5,55511],[83.5,55710]]",1,0,322.3166,All the time,100,322.3305,,,[],,322.3308,327.7866,86.79000189,3.4616,"[{""rating"":86.79000188712084,""responseTime"":3.4615999999940072}]",space,4.9302,,0,1,1,1,1,audio/Narrative7Situation1.wav,audio/Narrative8Situation1.wav,audio/Narrative5Situation1.wav,audio/Narrative6Situation1.wav,2,5,5,2,2.4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.7875,330.8009,,330.8009,338.2744,"[[59.6,2004],[44,2208],[41.4,2403],[46.5,2604],[48.9,2804],[49.2,3003],[49.3,3203],[49.3,3403],[49.3,3604],[49.3,3803],[49.3,4004],[49.3,4203],[49.3,4404],[48.9,4603],[48.1,4805],[47.6,5004],[47.6,5204],[47.6,5405],[47.6,5604],[47.7,5805],[47.9,6005],[47.9,6205],[47.9,6405],[47.9,6605],[47.9,6805],[47.9,7006],[47.9,7205],[47.9,7406]]",1,0,338.2748,Half the time,50,338.2845,,,[],,338.2847,345.7928,39.04531332,5.128,"[{""rating"":39.04531332307622,""responseTime"":5.127999999999986}]",space,6.9736,,0,2,2,2,1,audio/Narrative7Situation2.wav,audio/Narrative8Situation2.wav,audio/Narrative5Situation2.wav,audio/Narrative6Situation2.wav,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.8152,353.8323,,353.8325,363.0884,"[[48.1,2233],[47.4,2433],[48.9,2634],[49,2833],[49,3031],[49,3233],[47.6,3441],[43.9,3634],[42.4,3834],[34.5,4034],[31.9,4235],[31.3,4433],[28.8,4635],[28.5,4834],[28.5,5034],[28.5,5234],[28.5,5434],[28.5,5634],[28.5,5834],[28.5,6034],[28.5,6235],[28.7,6435],[28.7,6635],[29,6836],[30.7,7038],[31.3,7238],[31.3,7435],[31.4,7635],[31.6,7835],[31.6,8035],[31.6,8233],[31.6,8436],[31.7,8636],[31.9,8836],[31.9,9036],[36.9,9237]]",1,0,363.0887,All the time,100,363.1041,,,[],,363.1045,371.9248,18.83436655,7.8632,"[{""rating"":18.83436655331227,""responseTime"":7.863199999988069}]",space,8.2871,,0,3,3,3,1,audio/Narrative7Situation3.wav,audio/Narrative8Situation3.wav,audio/Narrative5Situation3.wav,audio/Narrative6Situation3.wav,8,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.9258,374.9418,,374.9421,386.6848,"[[28.1,2018],[29.7,2217],[29.7,2417],[29.7,2617],[23.8,2819],[18.8,3019],[18.3,3218],[18.3,3418],[18.3,3618],[18.3,3818],[18.4,4018],[18.4,4218],[18.4,4418],[18.4,4618],[18.4,4818],[18.4,5019],[18.4,5219],[18.4,5418],[18.4,5619],[18.4,5819],[18.4,6019],[18.4,6219],[18.4,6419],[18.4,6620],[18.4,6820],[18.4,7020],[18.4,7220],[18.4,7420],[18.4,7620],[20.5,7837],[24.1,8038],[24.9,8237],[26.2,8437],[26.6,8637],[26.6,8837],[26.8,9037],[26.8,9237],[26.8,9437],[26.8,9638],[26.8,9837],[26.8,10038],[26.8,10238],[26.6,10438],[26.6,10638],[29.4,10839],[30.9,11039],[30.9,11238],[30.9,11438],[30.7,11638]]",1,0,386.6851,All the time,100,386.6909,,,[],,386.691,392.7186,26.45008271,2.7643,"[{""rating"":26.450082711095174,""responseTime"":2.7642999999970357}]",space,5.498,,0,4,4,4,1,audio/Narrative7Situation4.wav,audio/Narrative8Situation4.wav,audio/Narrative5Situation4.wav,audio/Narrative6Situation4.wav,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.7415,397.7535,,397.7546,406.2256,"[[26.5,4040],[28.5,4235],[29.1,4434],[29.8,4636],[30,4836],[23.2,5037],[21.9,5235],[19.7,5436],[14.9,5640],[12.8,5835],[12.3,6035],[12,6235],[12,6435],[11.1,6636],[8.4,6837],[8.2,7035],[8,7235],[10.6,7637],[12.1,7838],[12.4,8036],[12.4,8236],[12.6,8436]]",1,0,406.2261,Not at all,0,406.234,,,[],,406.2345,413.0958,16.19816083,4.7133,"[{""rating"":16.198160827190666,""responseTime"":4.713299999996991}]",space,6.3213,,0,5,5,5,1,audio/Narrative7Situation5.wav,audio/Narrative8Situation5.wav,audio/Narrative5Situation5.wav,audio/Narrative6Situation5.wav,5,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.097,416.1142,,416.1144,426.0852,"[[39.2,2234],[44.5,2434],[47.4,2633],[47.7,2833],[47.7,3033],[28.2,3234],[14.3,4035],[12.7,4234],[12.3,4435],[10.1,4641],[9.3,4834],[9.3,5034],[9.3,5234],[9.3,5434],[13,5635],[14.5,5835],[14.9,6035],[14.5,6235],[12.6,6437],[11.7,6635],[11.7,6835],[11.7,7035],[11.7,7235],[11.7,7435],[11.7,7635],[14.2,7835],[15.3,8038],[18.1,8236],[18.7,8436],[18.7,8636],[15.6,8838],[14.5,9036],[12.1,9237],[10.2,9438],[9.8,9637],[9.8,9836]]",1,0,426.086,Half the time,50,426.0952,,,[],,426.0953,429.9535,9.607632433,2.2168,"[{""rating"":9.607632433007678,""responseTime"":2.216800000011915}]",space,3.3196,,0,6,6,6,1,audio/Narrative7Situation6.wav,audio/Narrative8Situation6.wav,audio/Narrative5Situation6.wav,audio/Narrative6Situation6.wav,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,57c2f3ed0c656b00019c5988,2024-02-05_15h10.40.828,group3.1-3.2-social-tom,2023.2.2,Win32,62.5,65b1b24e3a500fd6b5dc9abd,65c14e9b35f98bf54f7fdb48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.9544,434.9568,,434.9569,452.1301,"[[69.4,1834],[69.7,2040],[69.7,2233],[73.2,2434],[74.4,2634],[76.1,2833],[76.6,3034],[76.6,3233],[76.6,3433],[76.6,3634],[76.6,3834],[76.6,4034],[76.6,4234],[76.6,4434],[76.6,4634],[76.6,4834],[76.6,5034],[76.6,5235],[76.6,5434],[76.6,5633],[76.6,5834],[76.6,6035],[76.6,6233],[76.6,6435],[76.6,6635],[76.6,6835],[76.6,7035],[76.6,7235],[76.6,7436],[76.6,7635],[76.6,7836],[76.6,8036],[76.6,8236],[76.6,8436],[76.6,8636],[77,8858],[77.9,9053],[79.1,9253],[80.1,9453],[80.2,9653],[80.2,9860],[80.2,10054],[80.2,10254],[80.2,10454],[80.2,10652],[80.2,10854],[80.2,11054],[80.4,11254],[80.7,11453],[80.5,11653],[80.5,11854],[80.5,12054],[80.5,12255],[80.5,12455],[80.5,12655],[80.5,12855],[80.5,13055],[80.5,13255],[80.5,13455],[79.6,13658],[77,13855],[76.9,14055],[76.7,14255],[76.7,14456],[77.3,14656],[78.3,14857],[78.5,15057],[78.5,15257],[78.8,15456],[78.8,15656],[78.8,15857],[78.8,16057],[78.8,16257],[78.8,16457],[78.8,16661],[78.8,16861],[78.8,17061]]",1,0,452.1304,Not at all,0,452.1412,,,[],,452.1413,457.2683,80.63884313,3.7037,"[{""rating"":80.63884312522654,""responseTime"":3.703700000002982}]",space,4.5864,,0,7,7,7,1,audio/Narrative7Situation7.wav,audio/Narrative8Situation7.wav,audio/Narrative5Situation7.wav,audio/Narrative6Situation7.wav,5,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
