exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,run,audio_played,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,run_dup,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
social,0,34.44,y,34.069,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,34.44,56.995,space,22.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,,,,,,56.996,105.208,space,47.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,,,,,,,,,,,105.245,123.925,space,18.647,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,,,,,,,,,,,123.926,223.372,space,99.288,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,,,,,,,,,,,223.385,263.78,space,40.301,,[0.15],[-0.775],[1],[0],[0],[37.983000000000004],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,,,,,,,,,,,263.805,375.085,space,111.223,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,,,,,,,,,,,375.091,395.589,space,20.439,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,,,,,,,,,,,,,,,,,,,,,,,,,,,395.591,398.167,398.204,1,audio/Narrative13Situation2.wav,400.224,,400.225,429.995,"[[999,8],[999,152],[999,277],[999,398],[999,509],[999,637],[999,754],[999,870],[999,985],[999,1106],[999,1216],[999,1331],[999,1424],[999,1531],[999,1657],[999,1763],[999,1871],[999,1975],[999,2077],[999,2196],[999,2287],[999,2382],[999,2503],[999,2589],[999,2680],[999,2774],[999,2856],[999,2966],[999,3070],[999,3172],[999,3269],[999,3379],[999,3475],[999,3592],[999,3706],[999,3788],[999,3877],[19.6,3988],[20.5,4081],[21.3,4204],[21.8,4292],[22.9,4419],[23.2,4524],[23.5,4625],[23.5,4728],[23.5,4855],[23.5,4938],[23.5,5024],[23.6,5121],[23.6,5239],[23.8,5355],[23.8,5495],[80,6990],[84.1,7132],[85.5,7250],[85.8,7369],[85.9,7488],[85.9,7614],[85.9,7726],[85.9,7855],[85.7,7964],[85.6,8076],[84.8,8209],[83.9,8316],[81.9,8437],[81.1,8541],[80.9,8656],[80.6,8794],[80.6,8892],[80.5,9005],[80.5,9109],[80.2,9228],[80.1,9339],[79.9,9478],[79.7,9581],[78.9,9693],[16.1,12906],[9.8,13029],[6,13149],[4.3,13278],[4.2,13392],[79.3,14562],[74.5,14686],[71.5,14793],[70.8,14904],[70.7,15019],[70.7,15129],[70.8,15230],[71.5,15360],[71.8,15450],[71.5,15538],[69.5,15658],[68.2,15773],[67.4,15879],[67.2,15985],[67,16092],[67,16197],[67,16293],[67.5,16388],[74.6,18186],[75.8,18311],[76.3,18427],[76.4,18528],[76.4,18643],[76.4,18750],[76.1,18861],[75.8,18990],[75.6,19121],[75.4,19209],[74.9,19335],[74.6,19447],[74.6,19562],[74.6,19656],[74.6,19784],[74.6,19901],[74.6,19990],[74.6,20110],[73.8,20253],[73.4,20382],[73.4,20485],[73.4,20586],[73.4,20698],[73.4,20799],[73.4,20887],[74.9,21002],[74.9,21110],[75,21207],[75.6,21322],[75.8,21437],[75.8,21538],[75.8,21649],[76,21760],[77.4,21877],[78,22000],[79,22116],[80.1,22222],[80.7,22341],[82.6,22455],[83.5,22560],[85.8,22686],[88.4,22802],[90,22913],[91.1,23026],[91.3,23134],[91.3,23245],[91.3,23351],[91.3,23462],[89.7,24336],[88.3,24467],[86.8,24586],[86.3,24706],[85.5,24816],[85.5,24935],[85.5,25032],[83.5,25156],[82,25274],[82,25373],[81.9,25478],[79.6,25615],[76.9,25754],[76,25870],[84.9,26919],[85,27043],[85.2,27171],[86.4,27282],[86.8,27413],[86.9,27538],[86.9,27652],[86.9,27760],[86.9,27864],[86.9,27976],[86.7,28089],[86.6,28196],[86.5,28302],[86.5,28414],[86.5,28522],[86.6,28639],[86.7,28749],[86.7,29728]]",1,0,429.997,450.95,90.3125,11.595,"[{""rating"":90.3125,""responseTime"":11.595000000000027}]",space,20.368,,450.95,Partially,50,450.975,,,[],,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,66350027a37d96b687525725,2024-05-13_16h48.37.251,group3.1-3.2-social-tom,2023.2.2,Win32,60.0240096,65c5074098b851296ff0b7ed,6642344f46ca20fbe6114822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.975,1,audio/Narrative8Situation1.wav,455.834,space,455.835,471.77,"[[999,9],[999,112],[999,213],[999,322],[999,428],[999,522],[999,638],[999,750],[999,826],[999,917],[999,1028],[999,1152],[999,1261],[999,1351],[999,1466],[999,1577],[999,1705],[999,1826],[999,1951],[999,2057],[999,2167],[999,2298],[999,2413],[999,2551],[999,2652],[999,2764],[999,2890],[999,2984],[999,3101],[999,3222],[999,3327],[999,3466],[999,3562],[999,3667],[999,3787],[999,3903],[999,4013],[999,4129],[999,4235],[999,4331],[60,4458],[78.1,4615],[81.4,4729],[86.1,4865],[89.2,4981],[89.7,5092],[89.8,5182],[89.2,5323],[83.8,5457],[79.5,5581],[77.7,5708],[77,5817],[76.5,5927],[76.4,6043],[76.8,6159],[79.1,6293],[80.4,6413],[81.5,6538],[82.3,6659],[82.4,6760],[82.4,6870],[82.4,6987],[82.4,7105],[80.7,7225],[79.7,7346],[78.8,7461],[78,7580],[77.2,7697],[94.7,10784],[94,10903],[93.4,11024],[93.4,11119],[92.7,11254],[92.1,11394],[91.9,11511],[91.7,11601],[91.6,11726],[91.4,11849],[91.5,11966],[91.7,12081],[91.9,12200],[92,12335],[91.7,12452],[91.4,12581],[91,12701],[90.8,12809],[90.8,12929],[90.9,13032],[91.1,13139],[91.4,13250],[91.4,13355],[91.5,13462],[91.7,13576],[91.9,13693],[91.8,13802],[91.7,13918],[91.3,14038],[89.6,14149],[88.3,14267],[87.3,14380],[86.9,14481],[86.9,14591],[86.9,14698],[88,14821],[90.7,14937],[92.9,15046],[93.6,15164],[94,15263],[94.6,15389],[95.1,15514],[95.1,15612],[95.2,15721],[95.2,15822],[95.1,15932]]",1,0,471.77,486.053,100,10.932,"[{""rating"":96.77083333333334,""responseTime"":9.357999999999947},{""rating"":100,""responseTime"":10.932000000000016}]",space,13.705,,486.058,Definitely yes,100,486.092,,,[],,0,1,1,1,1,audio/Narrative7Situation1.wav,audio/Narrative8Situation1.wav,audio/Narrative5Situation1.wav,audio/Narrative6Situation1.wav,2,5,5,2,4.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
