exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,run,audio_played,fixation.stopped,endPractice.keys,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,endPractice.rt,endPractice.duration,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,run_dup,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
tom,0.0002,5.8165,y,5.5114,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,5.8166,10.0465,space,4.1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,,,,,,10.0468,25.9027,space,15.5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,,,,,,,,,,,25.9071,34.4594,space,8.5364,,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,,,,,,,,,,,34.4599,277.185,space,242.624,,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,,,,,,,,,,,277.1936,282.5332,space,5.2946,,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,,,,,,,,,,,282.5412,381.7405,space,99.1813,,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,,,,,,,,,,,381.7491,388.6648,space,6.9053,,[],[],[],[],[],[],4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,,,,,,,,,,,,,,,,,,,,,,,,,,,388.674,391.249,391.2676,1,audio/Narrative13Situation2.wav,393.2705,,393.2707,423.0102,"[[999,0],[999,96],[999,179],[999,262],[999,346],[999,429],[999,512],[999,596],[999,679],[999,762],[999,846],[999,929],[999,1012],[999,1096],[999,1179],[999,1262],[999,1346],[999,1429],[999,1512],[999,1596],[999,1679],[999,1762],[999,1846],[999,1929],[999,2013],[999,2096],[999,2179],[999,2262],[999,2346],[999,2429],[999,2513],[999,2596],[999,2679],[999,2762],[999,2846],[999,2930],[999,3013],[999,3096],[999,3179],[999,3263],[999,3346],[999,3430],[999,3513],[999,3596],[999,3680],[999,3763],[999,3846],[999,3930],[999,4013],[999,4096],[999,4179],[999,4263],[999,4346],[999,4430],[999,4513],[999,4597],[999,4680],[999,4763],[999,4846],[999,4930],[999,5013],[999,5096],[999,5180],[999,5263],[999,5346],[999,5430],[999,5513],[999,5597],[999,5680],[999,5763],[999,5846],[999,5930],[999,6013],[999,6096],[999,6180],[999,6263],[999,6346],[999,6430],[999,6513],[999,6597],[999,6680],[999,6763],[999,6847],[999,6930],[999,7013],[999,7097],[999,7180],[999,7264],[999,7347],[999,7430],[999,7513],[999,7597],[999,7681],[56.4,10430],[56.4,10514],[56.7,10598],[53.5,10681],[53,10764],[52.5,10847],[52,10931],[52,11014],[52,11097],[52,11180],[51.7,11264],[51.7,11347],[51.7,11431],[51.7,11514],[51.7,11597],[51.7,11680],[51.7,11764],[51.7,11847],[51.7,11931],[51.7,12014],[51.7,12097],[51.7,12181],[51.7,12264],[51.7,12348],[51.7,12431],[51.7,12514],[51.7,12597],[51.7,12681],[51.7,12764],[51.7,12847],[51.6,12931],[51.7,13014],[51.7,13097],[51.7,13181],[51.7,13264],[51.7,13347],[51.7,13431],[51.7,13514],[47,14347],[48.8,14431],[49.5,14514],[49.9,14598],[49.9,14681],[49.8,14764],[49.8,14848],[49.8,14931],[50,15014],[52,15931],[51.4,16015],[51,16098],[50.6,16181],[50.6,16264],[50.6,16348],[49.9,16431],[49.5,16515],[49.5,16598],[49.5,16681],[49.5,16764],[49.5,16848],[49.5,16931],[49.5,17015],[49.5,17098],[49.5,17181],[49.5,17265],[49.5,17348],[49.5,17431],[49.5,17514],[49.5,17598],[49.5,17681],[49.5,17764],[49.5,17848],[49.5,17931],[49.4,18015],[49.4,18098],[49.4,18182],[49.4,18265],[49.4,18348],[49.4,18431],[49.2,18514],[48.9,18598],[48.9,18681],[48.9,18765],[48.9,18848],[48.9,18932],[48.9,19015],[48.9,19098],[48.9,19182],[48.9,19265],[48.9,19348],[48.9,19432],[48.9,19515],[48.9,19598],[48.9,19682],[48.9,19765],[48.9,19848],[48.9,19932],[48.9,20015],[48.9,20098],[48.9,20182],[48.9,20265],[48.9,20348],[48.9,20432],[48.9,20515],[48.9,20598],[48.9,20682],[48.9,20765],[48.9,20848],[48.9,20932],[48.9,21015],[48.9,21098],[48.9,21182],[48.9,21265],[48.9,21348],[48.9,21432],[48.9,21515],[48.9,21598],[48.9,21682],[48.9,21765],[48.9,21848],[48.9,21932],[48.9,22015],[48.9,22098],[48.9,22182],[48.9,22265],[48.9,22348],[48.9,22432],[48.9,22515],[48.9,22598],[48.9,22682],[48.9,22765],[48.8,22849],[48.8,22932],[48.9,23015],[48.5,23099],[48.3,23182],[48.1,23266],[48.1,23349],[48.1,23432],[48.1,23516],[48.1,23599],[48.1,23682],[48.1,23765],[48.1,23849],[51,23932],[58.1,24016],[61.3,24100],[64.9,24182],[66.9,24266],[67,24349],[67,24432],[67,24516],[67,24599],[67,24682],[67,24766],[67,24849],[67,24932],[67,25016],[67,25099],[67,25182],[67,25266],[67,25349],[67,25432],[67,25516],[67,25599],[67,25682],[66.9,25766],[66.9,25849],[66.9,25932],[66.9,26016],[66.9,26099],[66.9,26182],[66.9,26266],[66.9,26349],[66.9,26432],[66.9,26516],[66.9,26599],[66.9,26682],[66.9,26766],[66.9,26849],[66.9,26933],[66.9,27016],[66.9,27099],[66.9,27183],[66.9,27266],[66.9,27349],[66.9,27432],[66.9,27516],[66.9,27599],[66.9,27682],[66.9,27766],[66.9,27849],[66.9,27933],[66.9,28016],[66.9,28100],[66.9,28182],[66.9,28266],[66.9,28349],[66.9,28433],[66.9,28516],[66.9,28600],[66.9,28683],[66.9,28766],[66.9,28849],[66.9,28933],[66.6,29016],[65.8,29099],[65.6,29182],[65.6,29266],[65.6,29350],[65.6,29433],[65.6,29516],[65.6,29600],[65.5,29683]]",1,0,423.0104,430.6297,71.34962068,5.4465,"[{""rating"":71.34962068127739,""responseTime"":5.4465000000000146}]",space,7.0983,,430.6299,Half the time,50,430.6334,,,[],,0,0,0,0,1,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,audio/Narrative13Situation2.wav,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,64226a9ac7739618beeee60d,2024-02-08_15h00.57.200,group3.1-3.2-social-tom,2023.2.2,Win32,144.9275362,65c5074098b851296ff0b7ed,65c55cf9b3ad06b75796afcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.6337,1,audio/Narrative7Situation1.wav,433.671,space,433.6711,489.539,"[[74.6,19752],[74.6,19835],[74.6,19918],[74.6,20002],[74.7,20085],[74.6,20168],[74.6,20251],[74.6,20335],[74.6,20418],[75.3,20502],[76.7,55340],[76.7,55423],[76.6,55506],[76.6,55589],[78,55673],[80.6,55757],[81.1,55840]]",1,0,489.5393,495.3458,75.41022937,4.3015,"[{""rating"":75.41022937065516,""responseTime"":4.30150000000009}]",space,5.2882,,495.3459,All the time,100,495.3491,,,[],,0,1,1,1,1,audio/Narrative7Situation1.wav,audio/Narrative8Situation1.wav,audio/Narrative5Situation1.wav,audio/Narrative6Situation1.wav,2,5,5,2,3.0174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
