exp_question,consent.started,consent.stopped,consentResponse.keys,consentResponse.rt,consentResponse.duration,participantID,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,opening1.started,opening1.stopped,keyEndingOpening1.keys,keyEndingOpening1.rt,keyEndingOpening1.duration,volumeAdjust.started,volumeAdjust.stopped,endingAdjust.keys,endingAdjust.rt,endingAdjust.duration,opening2.started,opening2.stopped,keyEndingOpening.keys,keyEndingOpening.rt,keyEndingOpening.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,instructionLoop.thisRepN,instructionLoop.thisTrialN,instructionLoop.thisN,instructionLoop.thisIndex,instructionLoop.ran,readyForAudio.started,readyForAudio.stopped,fixation.started,run,audio_played,fixation.stopped,endPractice.keys,endPractice.rt,endPractice.duration,audioPre.started,audioPre.stopped,continuousResponses_audio,continuousSlider.response,continuousSlider.rt,intRating.started,intRating.stopped,intQuestionSlider.response,intQuestionSlider.rt,intQuestionSlider.history,confirmResponse.keys,confirmResponse.rt,confirmResponse.duration,catchQuestion.started,catch_label,catch_value,catchQuestion.stopped,catchQuestionSlider.response,catchQuestionSlider.rt,catchQuestionSlider.history,confirmResponse_2.keys,audioRunLoop.thisRepN,audioRunLoop.thisTrialN,audioRunLoop.thisN,audioRunLoop.thisIndex,audioRunLoop.ran,conditions1_1,conditions2_1,conditions1_2,conditions2_2,dur1_1,dur2_1,dur1_2,dur2_2,confirmResponse_2.rt,confirmResponse_2.duration,runIntervalBreak.started,runIntervalBreak.stopped,endingBreakKey.keys,endingBreakKey.rt,endingBreakKey.duration,connection.started,connection.stopped,connectionEnding.keys,connectionEnding.rt,connectionEnding.duration,readyForText.started,readyForText.stopped,textPre.started,run_dup,textPre.stopped,continuousResponses_text,textRunLoop.thisRepN,textRunLoop.thisTrialN,textRunLoop.thisN,textRunLoop.thisIndex,textRunLoop.ran,text1_1,text1_2,text2_1,text2_2,runBreakText.started,runBreakText.stopped,endingBreakKey_2.keys,endingBreakKey_2.rt,endingBreakKey_2.duration,ending.started,ending.stopped,endingEnding.keys,endingEnding.rt,endingEnding.duration
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.9579,2,audio/Narrative6Situation6.wav,962.9686,,,,962.9687,974.0387,"[[100,9917],[97.2,10001],[90.9,10083],[91.5,10167],[92.6,10250],[94.1,10334],[95.3,10416],[95.3,10501],[100,10584],[100,10668],[100,10750],[100,10833],[100,10918],[100,11000]]",1,0,974.039,975.1383,99.87792969,0.8714,"[{""rating"":99.8779296875,""responseTime"":0.8714000000059059}]",space,0.5518,,975.1386,Half the time,50,975.1456,,,[],,0,15,15,15,1,audio/Narrative8Situation6.wav,audio/Narrative7Situation6.wav,audio/Narrative6Situation6.wav,audio/Narrative5Situation6.wav,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.1465,2,audio/Narrative6Situation7.wav,982.9583,,,,982.9584,1007.8235,"[[999,17],[999,95],[999,178],[999,263],[999,417],[999,566],[999,646],[999,728],[999,813],[999,896],[53.3,979],[53.8,3780],[55.3,3862],[63.2,3945],[64.4,4030],[64.4,4111],[64.4,4196],[64.4,4280],[64.4,4362],[64.4,4445],[64.4,4528],[64.4,4612],[64.4,4695],[64.4,4780],[64.4,4862],[64.4,4945],[64.4,5029],[64.4,5112],[64.4,5195],[64.4,5278],[64.4,5362],[64.4,5446],[64.4,5528],[64.4,5612],[64.4,5695],[64.4,5778],[64.4,5862],[64.4,5945],[64.4,6030],[64.4,6112],[64.4,6195],[64.4,6280],[64.4,6362],[64.4,6445],[64.4,6528],[64.4,6612],[64.4,6697],[64.4,6778],[64.4,6863],[64.4,6945],[64.4,7028],[64.4,7112],[64.4,7195],[64.4,7279],[64.4,7362],[64.4,7446],[64.4,7529],[64.4,7612],[64.4,7695],[64.4,7780],[64.4,7861],[64.4,7945],[64.4,8029],[64.4,8112],[64.4,8195],[64.4,8279],[64.4,8362],[64.4,8445],[64.4,8529],[64.4,8613],[64.4,8695],[64.4,8779],[64.4,8862],[64.4,8945],[64.4,9029],[64.4,9113],[64.4,9195],[64.4,9279],[64.4,9362],[64.4,9446],[64.4,9529],[64.4,9612],[64.4,9696],[64.4,9779],[64.4,9862],[64.4,9945],[64.4,10029],[64.4,10112],[64.4,10195],[64.4,10279],[64.4,10362],[64.4,10445],[64.4,10529],[64.4,10613],[64.4,10695],[64.4,10779],[64.4,10862],[64.4,10946],[64.4,11028],[64.4,11113],[64.4,11197],[64.4,11279],[64.4,11363],[64.4,11446],[64.4,11530],[64.4,11613],[64.4,11697],[64.4,11780],[64.4,11865],[64.4,11946],[64.4,12029],[64.4,12114],[64.4,12197],[64.4,12280],[64.4,12364],[64.4,12446],[64.4,12530],[64.4,12613],[64.4,12697],[64.4,12779],[64.4,12864],[64.4,12947],[64.4,13029],[64.4,13114],[64.4,13197],[64.4,13280],[64.4,13364],[64.4,13446],[64.4,13530],[64.4,13612],[64.4,13696],[64.4,13780],[64.4,13862],[64.4,13947],[64.4,14030],[64.4,14113],[64.4,14199],[64.4,14280],[64.4,14363],[64.4,14447],[64.4,14530],[64.4,14614],[64.4,14696],[64.4,14781],[64.4,14864],[64.4,14947],[64.4,15031],[64.4,15115],[64.4,15197],[64.4,15280],[64.4,15363],[64.4,15446],[64.4,15530],[64.4,15614],[64.4,15696],[64.4,15779],[64.4,15864],[64.4,15946],[64.4,16031],[64.4,16114],[64.4,16197],[64.4,16280],[64.4,16363],[64.4,16447],[64.4,16530],[64.4,16614],[64.4,16697],[64.4,16780],[64.4,16864],[64.4,16946],[64.4,17030],[64.4,17114],[64.4,17198],[64.4,17280],[64.4,17364],[64.4,17447],[64.4,17530],[64.4,17613],[64.4,17697],[64.4,17780],[64.4,17863],[64.4,17948],[64.4,18030],[64.4,18113],[64.4,18196],[64.4,18281],[64.4,18364],[64.4,18448],[64.4,18531],[64.4,18613],[64.4,18696],[64.4,18781],[64.4,18863],[64.4,18946],[64.4,19029],[64.4,19113],[64.4,19197],[64.4,19280],[64.4,19364],[64.4,19446],[64.4,19532],[64.4,19614],[64.4,19698],[64.4,19779],[64.4,19865],[64.4,19947],[64.4,20030],[64.4,20113],[64.4,20197],[64.4,20280],[64.4,20363],[64.4,20446],[64.4,20530],[64.4,20615],[64.4,20696],[64.4,20779],[64.4,20863],[64.4,20946],[64.4,21031],[64.4,21114],[64.4,21196],[64.4,21281],[64.4,21364],[64.4,21447],[64.4,21530],[64.4,21613],[64.4,21696],[64.4,21780],[64.4,21863],[64.4,21946],[64.4,22030],[64.4,22114],[64.4,22196],[64.4,22279],[64.4,22363],[64.4,22446],[64.4,22530],[64.4,22613],[64.4,22696],[64.4,22780],[64.4,22863],[64.4,22948],[64.4,23030],[64.4,23113],[64.4,23196],[64.4,23280],[64.4,23363],[64.4,23446],[64.4,23530],[64.4,23613],[64.4,23697],[64.4,23780],[64.4,23863],[64.4,23947],[64.4,24030],[64.4,24113],[64.4,24197],[64.4,24280],[64.4,24365],[64.4,24446],[64.4,24530],[64.4,24613],[64.4,24698],[64.4,24780],[64.4,24864]]",1,0,1007.8239,1011.4572,100,3.278,"[{""rating"":100,""responseTime"":3.27800000000002}]",space,3.0874,,1011.4574,Half the time,50,1011.4629,,,[],,0,16,16,16,1,audio/Narrative8Situation7.wav,audio/Narrative7Situation7.wav,audio/Narrative6Situation7.wav,audio/Narrative5Situation7.wav,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.4636,2,audio/Narrative6Situation8.wav,1016.4727,,,,1016.4727,1023.3243,[],1,0,1023.3244,1025.9584,78.53786892,1.9484,"[{""rating"":78.53786892361111,""responseTime"":1.9483999999986281}]",space,2.1013,,1025.9585,All the time,100,1025.9657,,,[],,0,17,17,17,1,audio/Narrative8Situation8.wav,audio/Narrative7Situation8.wav,audio/Narrative6Situation8.wav,audio/Narrative5Situation8.wav,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.9662,2,audio/Narrative6Situation9.wav,1029.9737,,,,1029.9739,1039.9084,[],1,0,1039.9087,1042.4245,58.54329427,1.8208,"[{""rating"":58.543294270833336,""responseTime"":1.820799999997007}]",space,1.984,,1042.4247,All the time,100,1042.4299,,,[],,0,18,18,18,1,audio/Narrative8Situation9.wav,audio/Narrative7Situation9.wav,audio/Narrative6Situation9.wav,audio/Narrative5Situation9.wav,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.4302,1050.3752,space,7.4216,,1050.3761,1053.4914,space,2.7819,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.1252,1,audio/Narrative8Situation9.wav,1056.2282,space,0.0911,,,,,,,1088.1207,1091.1111,43.91818576,2.5851,"[{""rating"":43.91818576388889,""responseTime"":2.5851000000013755}]",space,2.4518,,1088.1141,Not at all,0,1088.1206,,,[],,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,1053.5068,1056.0776,1056.2297,3,1088.1135,"[[67.5,1997],[68.5,2080],[68.5,2162],[68.4,2246],[68.4,2330],[68.4,2412],[68.4,2497],[68.4,2580],[68.4,2663],[68.4,2745],[68.4,2830],[68.4,2912],[68.4,2996],[68.4,3079],[68.4,3162],[68.4,3247],[68.4,3330],[68.4,3414],[68.4,3495],[68.4,3580],[68.4,3662],[68.4,3747],[68.4,3829],[68.4,3913],[68.4,3997],[68.4,4080],[68.4,4162],[68.4,4247],[68.4,4330],[68.4,4413],[68.4,4496],[68.4,4579],[68.4,4662],[68.4,4747],[68.4,4831],[68.4,4913],[68.4,4997],[68.4,5079],[68.4,5164],[68.4,5247],[63,5331],[50.6,5830],[65,5913],[67.9,5996],[67.9,6079],[62.5,6163],[36.1,6246],[30.9,6329],[30.8,6414],[30.8,6498],[30.9,6581],[32.5,6665],[43.3,6747],[57.3,6830],[59.2,6914],[60.4,6998],[67.6,9080],[68.3,9163],[68.4,9247],[68.4,9330],[68.4,9413],[68.4,9498],[68.4,9580],[68.4,9664],[65.2,9748],[61.5,9831],[61.2,9914],[61.2,9997],[61.2,10080],[61.2,10163],[61.2,10246],[61.2,10329],[61.2,10414],[61.2,10496],[61.2,10581],[61.2,10664],[61.2,10746],[61.2,10831],[61.2,10913],[61.2,10997],[61.2,11079],[61.2,11165],[61.2,11247],[49.1,11330],[41.7,11413],[41.2,11497],[41.2,11581],[41.2,11664],[41.2,11747],[41.2,11829],[41.2,11914],[41.2,11997],[41.2,12081],[41.2,12163],[41.2,12246],[41.2,12330],[41.2,12414],[41.2,12497],[41.2,12581],[41.2,12663],[41.2,12746],[41.2,12830],[41.2,12914],[41.2,12998],[41.2,13080],[41.2,13166],[41.2,13247],[41.2,13331],[41.2,13413],[41.2,13496],[41.2,13580],[41.2,13664],[41.2,13747],[41.2,13831],[41.2,13914],[41.2,13996],[41.2,14081],[42.9,14165],[59.9,14248],[69.4,14332],[69.7,14414],[69.7,14496],[69.7,14581],[69.7,14664],[69.7,14746],[69.7,14830],[66.9,14914],[15.8,15497],[15.4,15580],[15.1,15663],[15.1,15748],[15.1,15831],[15.1,15914],[15.1,15997],[15.1,16081],[15.1,16163],[15.1,16246],[15.1,16331],[15.1,16413],[15.1,16496],[15.1,16581],[15.1,16663],[15.1,16747],[15.1,16831],[15.1,16914],[15.1,16998],[15.1,17080],[15.1,17163],[15.1,17247],[15.1,17331],[15.1,17414],[15.1,17497],[15.1,17581],[15.1,17663],[15.1,17748],[15.1,17830],[15.1,17914],[15.1,17996],[15.1,18081],[15.1,18163],[15.1,18246],[15.1,18330],[15.1,18414],[15.1,18497],[15.1,18580],[15.1,18663],[15.1,18746],[15.1,18831],[15.1,18913],[15.1,18997],[15.1,19080],[15.1,19164],[15.1,19246],[15.1,19331],[15.1,19414],[15.1,19497],[15.1,19580],[15.1,19663],[15.1,19748],[15.1,19831],[15.1,19913],[15.1,19996],[15.1,20080],[15.1,20164],[15.1,20247],[15.1,20331],[15.1,20413],[15.1,20497],[50.8,20582],[75.2,20663],[75.6,20747],[75.5,20831],[74.3,20914],[73.9,20999],[73,21081],[50.4,21164],[43.5,21249],[40.2,21330],[40,21413],[40,21497],[40.1,21580],[40.1,21663],[40.1,21748],[40.1,21830],[40.1,21913],[40.1,21997],[40.1,22080],[40.1,22164],[40.1,22248],[40.1,22330],[40.1,22413],[40.1,22498],[40.1,22580],[40.1,22663],[40.1,22748],[40.1,22830],[40.1,22914],[40.1,22996],[40.1,23080],[40.1,23163],[40.1,23247],[40.1,23330],[40.1,23413],[40.1,23498],[40.1,23580],[40.1,23663],[40.1,23747],[40.1,23830],[40.1,23913],[40.1,23999],[40.1,24080],[40.1,24164],[40.1,24249],[40.1,24329],[40.1,24415],[40.1,24497],[40.1,24580],[40.1,24663],[40.1,24747],[40.1,24832],[40.1,24914],[40.1,24997],[40.1,25080],[40.1,25164],[40.1,25248],[40.1,25330],[40.1,25414],[40.1,25497],[40.1,25580],[40.1,25664],[40.1,25747],[40.1,25831],[40.1,25914],[40.1,25998],[40.1,26080],[40.1,26164],[40.1,26248],[40.1,26330],[40.1,26413],[40.1,26497],[40.1,26580],[50.1,26665],[57.2,26747],[59.8,26832],[60.3,26914],[60.3,26997],[60.3,27081],[60.3,27164],[60.2,27247],[60.2,27330],[60.2,27414],[60,27498],[43.4,28248],[46.1,28332],[45.4,28498],[38.7,28581],[34.7,28664],[34.3,28748],[35.5,28833],[66.5,28916],[75.5,28999],[75.6,29082],[75.6,29165],[75.6,29249],[71.3,29332],[23.5,29914],[24,29998],[24,30082],[24,30165],[24,30249],[24,30332],[24,30415],[24,30498],[24,30582],[24,30666],[25.6,30749],[47.7,30832],[69.2,30914],[73.9,30999],[74.7,31081],[38,31166],[9.3,31249],[8.3,31332],[8.3,31415],[8.3,31499],[8.3,31582],[8.3,31665],[8.3,31748],[8.3,31832]]",0,0,0,0,1,"Larry had recently lost his family, job and home, and was now living on his own in the park. He had most of his belongings, including some clothes, a blanket, and his mother’s special necklace. His family had been very important to him and he felt as though he did not have much going for him. One of his first days in the park he came across a family that did not have much food and looked very cold. He decided to give them some of his food and his blanket.","Larry had recently lost his family, job and home, and was now living on his own in the park. He had most of his belongings, including some clothes, a blanket, and his mother’s special necklace. His family had been very important to him and he felt as though he did not have much going for him. One of his first days in the park he came across a family that did not have much food and looked very cold. He decided to give them some of his food and his blanket.","Larry had recently lost his family, job and home, and was now living on his own in the park. He had most of his belongings, including some clothes, a blanket, and his mother’s special necklace. His family had been very important to him and he felt as though he did not have much going for him. One of his first days in the park he came across a family that did not have much food and looked very cold. He decided to give them some of his food and his blanket.","Larry had recently lost his family, job and home, and was now living on his own in the park. He had most of his belongings, including some clothes, a blanket, and his mother’s special necklace. His family had been very important to him and he felt as though he did not have much going for him. One of his first days in the park he came across a family that did not have much food and looked very cold. He decided to give them some of his food and his blanket.",,,,,,,,,,
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.1121,1,audio/Narrative8Situation9.wav,1093.1131,space,1.9795,,,,,,,1126.6473,1130.6985,47.53634983,3.5092,"[{""rating"":47.53634982638889,""responseTime"":3.50920000000292}]",space,3.5251,,1126.6304,Not at all,0,1126.6472,,,[],,,,,,,,,,,6,2,3,9,,,,,,,,,,,,,,,1093.1131,3,1126.6303,[],0,1,1,1,1,"It was just another Sunday afternoon for Lucy, she was on her way to the farmer's market to pick up some produce. When she arrived at the old train depot that housed the market, she noticed two men fighting on the steps. Before she could call for help, one of the men crumpled to his knees. The other man dropped an object that appeared to be a knife and ran off. When Lucy approached the crime scene she realized that the man who had been murdered was the Mayor and that he had a gunshot wound.","One day at work, Margaret walked up to her partner, Al, to ask him to talk to the chief of staff at the local hospital where she worked as a nurse.","Luke always thought of himself as an honest man. That's why during his evening jog around the swamp, he pondered his recent affair with the receptionist at work. Luke looked up at the sky and asked God why he was so weak and unfaithful. He thought of the impact this would have on his family and told God of his conflicted feelings toward telling his wife Marta.","Linda and Amy had been best friends since kindergarten, they even found homes on the same street in the forest on the edge of town. Their biggest fight had been over who gets the bigger slice of cake, until Amy married Dan. Linda loathed Dan, she thought he was manipulative and had a violent temper. She only put up with him because Amy loved him. ",,,,,,,,,,
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.6992,1,audio/Narrative8Situation9.wav,1134.715,,,,,,,,,1153.2791,1158.8326,42.07573785,5.315,"[{""rating"":42.07573784722222,""responseTime"":5.314999999999827}]",space,5.0202,,1153.2501,All the time,100,1153.279,,,[],,,,,,,,,,,4,5,2,2,,,,,,,,,,,,,,,1134.715,3,1153.25,[],0,2,2,2,1,On the ground beside him was a pen that she had mistaken for a knife. Lucy looked for the gunman and saw a suspicious man in black with distinct pointy features darting into an alley across the street. Cops who were nearby chased the man who had fled and arrested him.,"While waiting outside the chief of staff's office, Al heard nondescript shouting and yelling, there was a loud clatter in the room and then an eerie silence. An unfamiliar employee ran hastily out of the office with a terrified look on their face.","Suddenly, Luke heard a woman call out his name and when he turned around he saw Carly, his receptionist, across the road with a gun in her hand. Carly ran to him and explained how she had followed him here to confess her love. She exclaimed if Luke didn't love her back that she would kill him and his family. Carly explained that the only way they could be together is to kill Marta.","This feeling of hate between Amy and Dan was mutual, Dan didn't like how much time his wife spent with her and thought Amy was creating distance between their marriage. That's why Dan decided to try and tarnish Linda's reputation with his wife, in hopes it would get rid of her. He came home one afternoon and exclaimed that Linda had tried to kiss him. Amy was taken aback and immediately called Linda to confront her about these accusations. When Linda arrived she denied having made a move on Dan, but discovered Dan had enlisted the help of his friend Will who said he witnessed it all happen.",,,,,,,,,,
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.8338,1,audio/Narrative8Situation9.wav,1160.849,,,,,,,,,1172.7086,1175.1347,45.76985677,1.6509,"[{""rating"":45.769856770833336,""responseTime"":1.6509000000060041}]",space,1.8848,,1172.7009,Not at all,0,1172.7085,,,[],,,,,,,,,,,2,2,1,4,,,,,,,,,,,,,,,1160.8491,3,1172.7007,"[[46.1,8751],[45.4,8835],[45.3,8917],[45.3,9002],[45.3,9085],[45.3,9168],[45.3,9252],[45.3,9335],[45.3,9417],[45.3,9502],[45.3,9585],[45.3,9667],[45.3,9751],[45.3,9834],[45.3,9918],[45.3,10002],[45.3,10084],[45.3,10169],[45.3,10252],[45.3,10335],[45.3,10417],[45.3,10502],[45.3,10585],[45.3,10669],[45.3,10752],[45.3,10835],[45.3,10919],[45.3,11002],[45.3,11084],[45.3,11169],[45.3,11252],[45.3,11335],[45.3,11417],[45.3,11502],[45.3,11586],[45.3,11667],[45.3,11751],[45.3,11835]]",0,3,3,3,1,"But Lucy knew the charged man was innocent, which meant the killer was free. Lucy vowed to find out who the real murderer was and to stop him at all costs.","Al explained to the chief of staff that Margaret wanted to be excused from her absences last week. The chief of staff, Susan, revealed that she wanted to fire Margaret and never see her again. Susan and Al had been having an affair and she wanted Margaret ""out of the picture"". Al was conflicted, but agreed it would be for the best.","Luke thought of his child and felt like this was his only option. He agreed to the plan and called his wife to meet him at the swamp to watch the sunset with him. When she arrived, Marta called out for her husband, but found Carly waiting for her. She immediately drew her gun and shot her in the chest, knocking her unconscious.","Since it was their word against her own, she decided to go home and admit defeat. She knew how much it would hurt Amy to know the truth.",,,,,,,,,,
,,,,,,650c40c479ccdb86aefdb0fc,2024-02-08_16h03.13.683,group3.1-3.2-social-tom,2023.2.2,MacIntel,59.99880002,65c5074098b851296ff0b7ed,65c5417beb00628937e57dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.1356,1,audio/Narrative8Situation9.wav,1176.1508,,,,,,,,,1224.5728,1228.4211,71.61621094,3.1235,"[{""rating"":71.6162109375,""responseTime"":3.123500000000149}]",space,3.3044,,1224.5557,All the time,100,1224.5728,,,[],,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,,,1176.1509,3,1224.5554,"[[49.5,32751],[49.5,32834],[50.8,32919],[60.8,33001],[62.7,33086],[64.1,33170],[64.5,33251],[64.6,33335],[64.6,33418],[64.6,33501],[64.6,33584],[64.6,33668],[64.6,33751],[64.6,33835],[64.6,33918],[64.6,34001],[64.6,34086],[64.6,34168],[64.6,34251],[64.6,34335],[64.6,34418],[64.6,34501],[64.6,34585],[64.6,34668],[64.6,34750],[64.6,34834],[64.6,34918],[64.6,35001],[64.6,35084],[64.6,35168],[64.6,35251],[64.6,35335],[64.6,35418],[64.6,35502],[64.6,35585],[64.6,35668],[64.6,35751],[64.6,35835],[64.6,35918],[64.6,36001],[64.6,36085],[64.6,36168],[64.6,36251],[64.6,36335],[64.6,36418],[64.6,36501],[64.6,36585],[64.6,36669],[64.6,36751],[64.6,36835],[64.6,36919],[64.6,37001],[64.6,37084],[64.6,37168],[64.6,37251],[64.6,37335],[64.6,37419],[64.6,37501],[64.6,37584],[64.6,37667],[64.6,37751],[64.6,37835],[64.6,37919],[64.6,38001],[64.6,38085],[64.6,38168],[64.6,38253],[64.6,38336],[64.6,38418],[64.6,38501],[64.6,38586],[64.6,38668],[64.6,38752],[64.6,38836],[64.6,38920],[64.6,39002],[64.6,39085],[64.6,39168],[64.6,39252],[64.6,39335],[64.6,39420],[64.6,39502],[64.6,39585],[64.6,39668],[64.6,39753],[64.6,39836],[64.6,39918],[64.6,40002],[64.6,40085],[64.6,40169],[64.6,40253],[64.6,40336],[64.6,40418],[64.6,40502],[64.6,40585],[64.6,40670],[64.6,40753],[64.6,40835],[64.6,40918],[64.6,41002],[64.6,41087],[64.6,41168],[64.6,41252],[64.6,41335],[64.6,41419],[64.6,41502],[64.6,41586],[64.6,41668],[64.6,41752],[64.6,41836],[64.6,41919],[64.6,42002],[64.6,42085],[64.6,42169],[64.6,42252],[64.6,42335],[64.6,42419],[64.6,42503],[64.6,42585],[64.6,42669],[64.6,42752],[64.6,42835],[64.6,42919],[64.6,43002],[64.6,43085],[64.6,43170],[64.6,43252],[64.6,43336],[64.6,43418],[64.6,43502],[64.6,43584],[64.6,43670],[64.6,43752],[64.6,43837],[64.6,43921],[64.6,44002],[64.6,44085],[64.6,44169],[64.6,44252],[64.6,44335],[64.6,44418],[64.6,44502],[64.6,44585],[64.6,44669],[64.6,44752],[64.6,44836],[64.6,44919],[64.6,45002],[64.6,45086],[64.6,45169],[64.6,45252],[64.6,45336],[64.6,45419],[64.6,45502],[64.6,45585],[64.6,45669],[64.6,45752],[64.6,45835],[64.6,45919],[64.6,46003],[64.6,46085],[64.6,46168],[64.6,46252],[64.6,46335],[64.6,46419],[64.6,46502],[64.6,46586],[64.6,46669],[64.6,46752],[64.6,46835],[64.6,46918],[64.6,47002],[64.6,47085],[64.6,47170],[64.6,47252],[64.6,47337],[64.6,47420],[64.6,47502],[64.6,47585],[64.6,47669],[64.6,47752],[64.6,47835],[64.6,47919],[64.6,48002],[64.6,48085],[64.6,48170],[64.6,48253],[64.6,48337]]",0,4,4,4,1,"The next day the mayors successor, Mr. Smith, a man who was very unpopular due to his strong ties to the oil companies, took office. After a long day of brainstorming about the mysterious killer, Lucy decided to attend his welcome ceremony in the city. During the mayor's speech, she noticed one of the security guards looked strangely familiar. It dawned on her that this new mayor had motive to kill and that the man in black could've been the guard working for him.","Weeks passed and nobody had seen Margaret. Coworkers and friends searched the nearby city looking for her. One day on patrol in a nearby town, a police officer heard someone crying for help in the basement of a house and went in to investigate. Margaret yelled that she was being held captive and needed help.","Luke ran to Marta, and filled with regret over his decision to go along with Carly's plan, picked her up and rushed her to the hospital. The doctors tried to help Marta by taking her into emergency surgery but failed to save her life. Once the doctor called the time of death, Luke fell to his knees and sobbed over his rash decision.","Months later Dan had taken up a mistress, he was growing bored with his marriage ever since he got rid of Linda and was only still with Amy for her family's money. In a hotel room in a nearby town, Dan and his mistress, Nicole, conspired to secretly kill Amy while still obtaining her fortune.",,,,,,,,,,
