trial,time,word,social_ratings,social_ratings_mad,social_validPar_trial,social_validPar_time,social_included,tom_ratings,tom_ratings_mad,tom_validPar_trial,tom_validPar_time,tom_included,intentional_actions,all_actions,biological_motion,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included,indoor,outdoor,pos_label,neu_label,neg_label,pos_prob,neu_prob,neg_prob,character_speaking,physical_interactions,n_syllables,word_frequency,sentence_complexity_FleschKincaidGrade,frame_Self_motion,frame_Buildings,frame_Perception_experience,frame_Statement,frame_Personal_relationship,frame_People,frame_Arriving,frame_Kinship,social_annotations,tom_annotations,pos_tag_CC,pos_tag_DT,pos_tag_IN,pos_tag_JJ,pos_tag_MD,pos_tag_NN,pos_tag_NNP,pos_tag_NNS,pos_tag_PRP,pos_tag_PRP$,pos_tag_RB,pos_tag_RP,pos_tag_VB,pos_tag_VBD,pos_tag_VBG,pos_tag_VBZ,pos_tag_WRB,pos_tag_TO,pos_tag_VBN,pos_tag_POS,pos_tag_CD,pos_tag_PDT,pos_tag_RBS,pos_tag_WP
1,0.0,Luke,61.8,0.0,72,1,0.0,78.05000000000001,11.65,79,2,0.0,0.326732673,0.396039604,0.113207547,83.69999999999999,0.6000000000000014,48.0,4,0,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,1.0,2.82e-05,3.653333333,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.23,always,72.6,12.299999999999995,72,5,0.0,80.05000000000001,13.008823529411774,79,4,0.0,0.326732673,0.396039604,0.113207547,83.65,1.4385542168674732,48.0,6,0,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,2.0,0.000575,3.653333333,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.46,always,64.34458333333333,12.461746987951804,72,10,0.0,80.26034482758621,12.360588235294117,79,6,0.0,0.326732673,0.396039604,0.113207547,81.4,6.749999999999993,48.0,10,0,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,2.0,0.000575,3.653333333,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.69,thought,58.23083333333334,23.730833333333337,72,17,0.0,77.5,11.900000000000006,79,11,0.0,0.326732673,0.396039604,0.113207547,80.2,10.244578313253015,48.0,11,0,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,1.0,0.000389,3.653333333,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.92,of,60.10921686746988,12.362533132530118,72,20,0.0,70.3,17.612871287128712,79,21,0.0,0.326732673,0.396039604,0.113207547,70.70017421602788,13.949825783972123,48.0,16,0,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,1.0,0.0251,3.653333333,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.15,of,48.0,18.903797468354423,72,33,0.0,56.6875,16.47168674698795,79,28,0.0,0.326732673,0.396039604,0.113207547,57.89277108433735,23.327710843373502,48.0,21,0,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,1.0,0.0251,3.653333333,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.38,himself,39.35,17.872374999999998,72,36,1.0,60.14337349397591,14.989156626506023,79,33,0.0,0.326732673,0.396039604,0.113207547,49.864285714285714,19.64194756554307,48.0,26,1,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,2.0,0.000178,3.653333333,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.61,as,34.78482587064677,16.14429012345679,72,38,1.0,51.16616737219147,16.357929013350706,79,40,1.0,0.326732673,0.396039604,0.113207547,49.3,9.9578313253012,48.0,27,1,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,1.0,0.00589,3.653333333,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.84,an,34.242748091603055,18.54274809160305,72,41,1.0,50.4,14.4,79,45,1.0,0.326732673,0.396039604,0.113207547,42.6,10.300000000000004,48.0,29,1,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,1.0,0.00339,3.653333333,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.07,an,28.743373493975906,22.05662650602409,72,45,1.0,50.13532338308458,13.904491431730236,79,47,1.0,0.326732673,0.396039604,0.113207547,40.60666666666667,18.279027962716377,48.0,30,1,0.5,0.5,1,0,0,0.8339234590530396,0.1635695844888687,0.0025069254916161,0.0,0.0,1.0,0.00339,3.653333333,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
