trial,time,word,social_ratings,social_ratings_mad,social_validPar_trial,social_validPar_time,social_included,tom_ratings,tom_ratings_mad,tom_validPar_trial,tom_validPar_time,tom_included,intentional_actions,all_actions,biological_motion,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included,indoor,outdoor,pos_label,neu_label,neg_label,pos_prob,neu_prob,neg_prob,character_speaking,physical_interactions,n_syllables,word_frequency,sentence_complexity_FleschKincaidGrade,frame_Self_motion,frame_Buildings,frame_Perception_experience,frame_Statement,frame_Personal_relationship,frame_People,frame_Arriving,frame_Kinship,social_annotations,tom_annotations,pos_tag_CC,pos_tag_CD,pos_tag_DT,pos_tag_IN,pos_tag_JJ,pos_tag_MD,pos_tag_NN,pos_tag_NNP,pos_tag_NNS,pos_tag_POS,pos_tag_PRP,pos_tag_PRP$,pos_tag_RB,pos_tag_RP,pos_tag_TO,pos_tag_VB,pos_tag_VBD,pos_tag_VBG,pos_tag_VBN,pos_tag_WRB,pos_tag_VBP,pos_tag_JJS
1,0.0,James',25.6,10.8,96,5,0.0,62.05,14.5,80,4,0.0,0.277227723,0.792079208,0.367924528,53.4,0.0,68.0,1,0,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,1.0,0.000129,6.275555556,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.23,James',49.400000000000006,29.2,96,14,0.0,61.7,14.752104810996569,80,6,0.0,0.277227723,0.792079208,0.367924528,66.0,16.549999999999997,68.0,8,0,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,1.0,0.000129,6.275555556,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.46,James',47.7,32.800000000000004,96,17,0.0,61.4,19.00089285714286,80,10,0.0,0.277227723,0.792079208,0.367924528,72.3,14.900000000000006,68.0,11,0,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,1.0,0.000129,6.275555556,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.69,James',49.1140243902439,29.96910813987658,96,24,0.0,53.50240963855422,21.60240963855422,80,13,0.0,0.277227723,0.792079208,0.367924528,67.6421686746988,18.870740103270226,68.0,13,0,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,1.0,0.000129,6.275555556,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.92,and,50.2,28.83823529411765,96,34,0.0,49.38108108108108,16.718918918918924,80,26,0.0,0.277227723,0.792079208,0.367924528,61.350751879699246,15.800751879699243,68.0,22,0,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,1.0,0.0257,6.275555556,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.15,Nancy's,50.1,25.613099315068496,96,46,0.0,49.49468321045376,15.677958833619211,80,32,0.0,0.277227723,0.792079208,0.367924528,56.1554347826087,13.044565217391302,68.0,27,0,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,2.0,4.47e-07,6.275555556,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.38,son,50.1475,25.3717,96,51,1.0,49.76548223350254,18.76548223350254,80,39,0.0,0.277227723,0.792079208,0.367924528,57.8,11.0,68.0,33,0,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,1.0,0.000191,6.275555556,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.61,son,50.1,29.800000000000004,96,55,1.0,49.58378378378379,17.566216216216212,80,46,1.0,0.277227723,0.792079208,0.367924528,54.8,9.799999999999995,68.0,37,1,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,1.0,0.000191,6.275555556,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.84,Peter,49.736,24.36371084337349,96,59,1.0,50.15,16.204166666666666,80,52,1.0,0.277227723,0.792079208,0.367924528,51.533746208291205,11.800000000000004,68.0,40,1,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,2.0,7.59e-05,6.275555556,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2.07,had,49.60606060606061,22.64393939393939,96,68,1.0,49.55,18.15,80,58,1.0,0.277227723,0.792079208,0.367924528,50.54767441860465,8.850595238095238,68.0,42,1,0.5,0.5,0,0,1,0.0044135116040706,0.3065806627273559,0.6890058517456055,0.0,0.0,1.0,0.00214,6.275555556,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
