trial,time,word,social_ratings,social_ratings_mad,social_validPar_trial,social_validPar_time,social_included,tom_ratings,tom_ratings_mad,tom_validPar_trial,tom_validPar_time,tom_included,intentional_actions,all_actions,biological_motion,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included,indoor,outdoor,pos_label,neu_label,neg_label,pos_prob,neu_prob,neg_prob,character_speaking,physical_interactions,n_syllables,word_frequency,sentence_complexity_FleschKincaidGrade,frame_Self_motion,frame_Buildings,frame_Perception_experience,frame_Statement,frame_Personal_relationship,frame_People,frame_Arriving,frame_Kinship,social_annotations,tom_annotations,pos_tag_CC,pos_tag_CD,pos_tag_DT,pos_tag_IN,pos_tag_JJ,pos_tag_MD,pos_tag_NN,pos_tag_NNP,pos_tag_NNS,pos_tag_POS,pos_tag_PRP,pos_tag_PRP$,pos_tag_RB,pos_tag_RP,pos_tag_TO,pos_tag_VB,pos_tag_VBD,pos_tag_VBG,pos_tag_VBN,pos_tag_WDT,pos_tag_WP,pos_tag_WRB,pos_tag_VBP
1,0.0,It,48.4,0.0,87,1,0.0,36.6,21.8,78,3,0.0,0.128712871,0.178217821,0.047169811,63.6,0.0,64.0,1,0,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00891,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.23,was,50.45,1.9499999999999995,87,2,0.0,50.2,22.000000000000004,78,7,0.0,0.128712871,0.178217821,0.047169811,63.5,0.0,64.0,1,0,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00661,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.46,was,51.56904761904762,5.300000000000001,87,6,0.0,50.0,22.948351648351647,78,9,0.0,0.128712871,0.178217821,0.047169811,73.07882352941176,9.72117647058824,64.0,4,0,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00661,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.69,just,43.11306532663317,21.41306532663317,87,13,0.0,50.650000000000006,6.550000000000001,78,18,0.0,0.128712871,0.178217821,0.047169811,51.31024096385542,15.772289156626506,64.0,10,0,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00269,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.92,another,41.94257425742575,10.657425742574254,87,23,0.0,53.1,7.038823529411765,78,27,0.0,0.128712871,0.178217821,0.047169811,45.6,14.978947368421046,64.0,13,0,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,3.0,0.00055,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.15,another,46.5,11.799999999999995,87,33,0.0,51.59096385542169,8.155693505730234,78,34,0.0,0.128712871,0.178217821,0.047169811,48.45426045016077,5.895454545454548,64.0,18,0,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,3.0,0.00055,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.38,Sunday,42.26428571428572,9.576553903176936,87,42,0.0,50.9,8.814752513534415,78,40,1.0,0.128712871,0.178217821,0.047169811,48.9,15.800000000000004,64.0,23,0,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,2.0,8.32e-05,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.61,afternoon,34.5,15.1,87,45,1.0,49.7,9.207153905645782,78,47,1.0,0.128712871,0.178217821,0.047169811,46.5,5.600000000000001,64.0,27,0,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,3.0,5.25e-05,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.84,for,31.831818181818186,17.277820372398686,87,55,1.0,49.35,10.59240139211137,78,50,1.0,0.128712871,0.178217821,0.047169811,45.86389085754784,11.084433714690697,64.0,32,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.0102,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.07,for,24.73719512195122,20.383547924465624,87,60,1.0,49.3,17.199999999999996,78,61,1.0,0.128712871,0.178217821,0.047169811,45.05357142857143,10.04642857142857,64.0,35,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.0102,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.3,Lucy,20.063636363636363,16.98773274917853,87,63,1.0,48.825,18.737311557788946,78,62,1.0,0.128712871,0.178217821,0.047169811,45.61511627906977,8.763916279069768,64.0,41,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,2.0,1.17e-05,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.53,she,14.03283582089552,12.53283582089552,87,68,1.0,48.061340323683616,21.688235294117653,78,62,1.0,0.811881188,0.8811881189999999,0.745283019,40.74464285714286,17.846666666666668,64.0,46,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00182,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.76,she,10.635714285714286,10.064285714285711,87,69,1.0,44.992964824120605,24.634746019252887,78,63,1.0,0.811881188,0.8811881189999999,0.745283019,38.54652771084337,17.327049425490614,64.0,48,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00182,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.99,was,8.910843373493977,8.404403175334034,87,71,1.0,41.06363636363636,24.26363636363636,78,63,1.0,0.811881188,0.8811881189999999,0.745283019,23.76930043015621,19.28546511627907,64.0,50,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00661,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.22,on,8.9,8.3,87,71,1.0,41.71768292682927,24.62227722772277,78,66,1.0,0.811881188,0.8811881189999999,0.745283019,24.8,20.5,64.0,51,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00813,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.45,on,7.386694852026859,6.809441633142739,87,73,1.0,41.364285714285714,24.86428571428572,78,67,1.0,0.811881188,0.8811881189999999,0.745283019,21.933227680929743,18.133227680929743,64.0,51,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00813,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.68,her,7.045857558628014,6.545857558628014,87,74,1.0,39.429375,22.379375,78,68,1.0,0.811881188,0.8811881189999999,0.745283019,15.7,13.450823088143364,64.0,51,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.002,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.91,way,7.329411764705883,6.568474033601017,87,75,1.0,39.12647058823529,22.07647058823529,78,68,1.0,0.811881188,0.8811881189999999,0.745283019,15.7,12.952385913732028,64.0,51,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00102,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.14,way,7.9,7.295526434704022,87,77,1.0,34.645833333333336,20.254166666666663,78,69,1.0,0.811881188,0.8811881189999999,0.745283019,14.1,10.890969676774407,64.0,52,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00102,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.37,to,6.984469037552848,6.438070317161943,87,78,1.0,37.2,19.3,78,72,1.0,0.811881188,0.8811881189999999,0.745283019,14.92235294117647,11.72235294117647,64.0,53,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.0269,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.6,the,5.9,5.6000000000000005,87,79,1.0,33.912352941176465,17.812352941176464,78,72,1.0,0.811881188,0.8811881189999999,0.745283019,12.5,10.5,64.0,53,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.0537,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.83,the,6.15,5.687254629909773,87,80,1.0,32.6,18.2,78,73,1.0,0.811881188,0.8811881189999999,0.745283019,11.062421113023522,9.01956397016638,64.0,54,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.0537,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.06,farmer's,5.317820548324564,4.835300895862835,87,80,1.0,31.264356435643563,20.03564356435644,78,73,1.0,0.811881188,0.8811881189999999,0.745283019,12.05,9.558952380952377,64.0,56,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,2.0,1.74e-06,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.29,market,3.729093985941161,3.26913870593303,87,81,1.0,27.54698492462312,21.7861036639857,78,74,1.0,0.811881188,0.8811881189999999,0.745283019,10.382358691788124,8.213683992992943,64.0,57,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,2.0,0.000195,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
