trial,time,word,social_ratings,social_ratings_mad,social_validPar_trial,social_validPar_time,social_included,tom_ratings,tom_ratings_mad,tom_validPar_trial,tom_validPar_time,tom_included,intentional_actions,all_actions,biological_motion,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included,indoor,outdoor,pos_label,neu_label,neg_label,pos_prob,neu_prob,neg_prob,character_speaking,physical_interactions,n_syllables,word_frequency,sentence_complexity_FleschKincaidGrade,frame_Self_motion,frame_Buildings,frame_Perception_experience,frame_Statement,frame_Personal_relationship,frame_People,frame_Arriving,frame_Kinship,social_annotations,tom_annotations,pos_tag_CC,pos_tag_CD,pos_tag_DT,pos_tag_IN,pos_tag_JJ,pos_tag_MD,pos_tag_NN,pos_tag_NNP,pos_tag_NNS,pos_tag_POS,pos_tag_PRP,pos_tag_PRP$,pos_tag_RB,pos_tag_RP,pos_tag_TO,pos_tag_VB,pos_tag_VBD,pos_tag_VBG,pos_tag_VBN,pos_tag_WDT,pos_tag_WP,pos_tag_WRB,pos_tag_VBP
1,5.52,to,3.475,3.1750000000000003,87,81,1.0,24.85,20.8,78,74,1.0,0.811881188,0.8811881189999999,0.745283019,10.160598115890508,8.042619424949061,64.0,58,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.0269,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.75,to,3.4,3.1,87,81,1.0,24.55,20.19425978312117,78,74,1.0,0.811881188,0.8811881189999999,0.745283019,9.9,7.9,64.0,59,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.0269,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.98,pick,3.45,3.1500000000000004,87,82,1.0,21.38125,17.85058823529412,78,74,1.0,0.811881188,0.8811881189999999,0.745283019,9.381927710843376,7.85,64.0,60,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00012,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.21,up,3.4827096583345654,3.1151800852161013,87,82,1.0,20.7,17.099999999999998,78,75,1.0,0.811881188,0.8811881189999999,0.745283019,9.7,7.609107249850209,64.0,61,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00245,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.44,up,3.4723314241083054,3.106773392220769,87,82,1.0,20.471052631578942,16.87105263157894,78,75,1.0,0.811881188,0.8811881189999999,0.745283019,9.7,7.600000000000001,64.0,61,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00245,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.67,some,3.846428571428572,3.532842080771963,87,84,1.0,20.4,17.025882352941174,78,75,1.0,0.811881188,0.8811881189999999,0.745283019,10.257691965872734,8.491713958541844,64.0,62,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,1.0,0.00158,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.9,produce,3.724162452591656,3.412547503165975,87,84,1.0,19.8,18.045794577478727,78,75,1.0,0.811881188,0.8811881189999999,0.745283019,9.8,8.253614457831326,64.0,62,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,2.0,6.03e-05,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.13,produce,3.85864412136536,3.549000713170606,87,84,1.0,19.4,17.6,78,75,1.0,0.811881188,0.8811881189999999,0.745283019,9.812867264013336,8.062867264013335,64.0,62,1,0.0,1.0,0,1,0,0.1250876784324646,0.8713961243629456,0.0035161476116627,0.0,0.0,2.0,6.03e-05,9.617272727,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.36,When,3.993125790139064,3.6723983676196825,87,84,1.0,19.4,17.599309359371283,78,75,1.0,0.584158416,0.633663366,0.575471698,10.138567792217074,8.395853152701388,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.00234,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,7.59,she,3.9,3.565271896489323,87,84,1.0,19.4,16.70100023815194,78,75,1.0,0.584158416,0.633663366,0.575471698,10.574855582620978,8.762418020183416,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.00182,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.82,she,3.9,3.5962712154980285,87,84,1.0,19.4,15.802691116932609,78,75,1.0,0.584158416,0.633663366,0.575471698,10.8054061632495,8.6554061632495,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.00182,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.05,arrived,4.09895548371052,3.785154993369112,87,84,1.0,19.4,15.800000000000004,78,75,1.0,0.584158416,0.633663366,0.575471698,11.011894136444182,8.611894136444182,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,2.0,6.17e-05,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.28,at,4.059382945418903,3.709382945418904,87,84,1.0,19.4,16.300000000000004,78,75,1.0,0.584158416,0.633663366,0.575471698,11.574758753791013,9.424758753791012,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.00501,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.51,the,3.983885374653729,3.4909687079870624,87,84,1.0,19.4,15.97426273458445,78,75,1.0,0.584158416,0.633663366,0.575471698,11.518826838924776,9.468826838924777,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.0537,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.74,the,3.59768,3.09768,87,84,1.0,19.4,16.13869526362824,78,75,1.0,0.584158416,0.633663366,0.575471698,11.28246089584074,8.932460895840737,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.0537,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.97,old,3.680154190499876,3.280154190499876,87,85,1.0,19.414285714285715,15.785714285714288,78,75,1.0,0.584158416,0.633663366,0.575471698,11.75,8.809229014050679,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.000562,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.2,train,3.90808,3.4580800000000007,87,86,1.0,19.4,15.800000000000004,78,75,1.0,0.584158416,0.633663366,0.575471698,11.67077922077922,8.712054590059873,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,9.12e-05,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.43,train,4.16328,3.7,87,86,1.0,19.4,16.300000000000004,78,75,1.0,0.584158416,0.633663366,0.575471698,11.5316881744774,9.0625,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,9.12e-05,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.66,depot,4.21848,3.846841375274323,87,86,1.0,19.4,15.800000000000004,78,75,1.0,0.584158416,0.633663366,0.575471698,11.36013597582652,8.365504055567122,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,2.0,8.91e-06,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.89,that,4.132235133079848,3.6962949267859777,87,86,1.0,19.4,15.1,78,75,1.0,0.584158416,0.633663366,0.575471698,11.379554745822963,8.366969180793543,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.0102,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,10.12,that,4.15,3.75,87,86,1.0,19.855555555555554,14.994444444444447,78,76,1.0,0.584158416,0.633663366,0.575471698,11.39897351581941,8.368434306019962,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.0102,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,10.35,housed,4.199999999999999,3.75,87,86,1.0,20.55,13.79116766467066,78,76,1.0,0.584158416,0.633663366,0.575471698,11.418392285815855,8.467241379310344,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,4.9e-06,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10.58,the,4.1,3.727310264894844,87,86,1.0,20.1,14.06456197405652,78,76,1.0,0.584158416,0.633663366,0.575471698,12.05,8.983553500660502,64.0,62,1,0.0,1.0,0,1,0,0.0067888065241277,0.5492671132087708,0.4439441263675689,0.0,0.0,1.0,0.0537,6.96,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
