trial,time,word,social_ratings,social_ratings_mad,social_validPar_trial,social_validPar_time,social_included,tom_ratings,tom_ratings_mad,tom_validPar_trial,tom_validPar_time,tom_included,intentional_actions,all_actions,biological_motion,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included,indoor,outdoor,pos_label,neu_label,neg_label,pos_prob,neu_prob,neg_prob,character_speaking,physical_interactions,n_syllables,word_frequency,sentence_complexity_FleschKincaidGrade,frame_Self_motion,frame_Buildings,frame_Perception_experience,frame_Statement,frame_Personal_relationship,frame_People,frame_Arriving,frame_Kinship,social_annotations,tom_annotations,pos_tag_CD,pos_tag_DT,pos_tag_IN,pos_tag_JJ,pos_tag_NN,pos_tag_NNP,pos_tag_PRP,pos_tag_PRP$,pos_tag_TO,pos_tag_VB,pos_tag_VBD,pos_tag_WRB,pos_tag_CC,pos_tag_EX,pos_tag_POS,pos_tag_RB,pos_tag_VBG,pos_tag_JJS,pos_tag_MD,pos_tag_NNS,pos_tag_VBN,pos_tag_NNPS,pos_tag_RP,pos_tag_WP,pos_tag_WDT
1,0.0,One,6.6,0.0,89,1,0.0,70.25,12.049999999999995,61,2,0.0,0.811881188,0.8910891089999999,0.933962264,43.45,27.15,61.0,2,0,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,1.0,0.00295,10.58387097,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.23,day,33.9,18.93625954198473,89,4,0.0,70.13456850024532,12.007784440931143,61,2,0.0,0.811881188,0.8910891089999999,0.933962264,56.6,18.7,61.0,5,0,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,1.0,0.000891,10.58387097,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.46,day,49.35,18.15,89,10,0.0,67.65764705882353,7.09329268292683,61,6,0.0,0.811881188,0.8910891089999999,0.933962264,58.2,10.633333333333333,61.0,6,0,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,1.0,0.000891,10.58387097,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.69,at,44.9,22.72444061962134,89,19,0.0,60.8,8.299999999999997,61,17,0.0,0.811881188,0.8910891089999999,0.933962264,59.44926399310667,11.050736006893333,61.0,10,0,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,1.0,0.00501,10.58387097,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.92,work,32.5,18.686406025824965,89,28,0.0,60.2,8.800000000000004,61,25,0.0,0.811881188,0.8910891089999999,0.933962264,50.1,20.6,61.0,19,0,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,1.0,0.000912,10.58387097,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.15,work,25.8,20.414117647058823,89,39,0.0,59.15,7.754541241890639,61,30,1.0,0.811881188,0.8910891089999999,0.933962264,50.1,16.5,61.0,21,0,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,1.0,0.000912,10.58387097,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.38,Margaret,26.55542168674699,20.25542168674699,89,43,0.0,57.942,9.104500000000002,61,34,1.0,0.811881188,0.8910891089999999,0.933962264,50.4,11.6,61.0,23,0,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,3.0,1.7e-05,10.58387097,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.61,walked,22.09518072289157,17.545180722891565,89,52,1.0,58.5,13.531666666666672,61,37,1.0,0.811881188,0.8910891089999999,0.933962264,49.95,10.8546169667665,61.0,28,0,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,1.0,4.68e-05,10.58387097,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.84,up,27.37590361445784,21.918211306765528,89,61,1.0,54.7469512195122,10.682758620689654,61,42,1.0,0.811881188,0.8910891089999999,0.933962264,46.88690644932672,17.728947368421053,61.0,32,1,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,1.0,0.00245,10.58387097,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.07,up,30.9,21.45,89,64,1.0,50.65866666666667,13.741333333333335,61,47,1.0,0.811881188,0.8910891089999999,0.933962264,50.3,16.059036144578315,61.0,36,1,0.5,0.5,0,1,0,0.0448342934250831,0.9521150588989258,0.0030506553594022,1.0,0.0,1.0,0.00245,10.58387097,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
