trial,time,word,social_ratings,social_ratings_mad,social_validPar_trial,social_validPar_time,social_included,tom_ratings,tom_ratings_mad,tom_validPar_trial,tom_validPar_time,tom_included,intentional_actions,all_actions,biological_motion,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included,indoor,outdoor,pos_label,neu_label,neg_label,pos_prob,neu_prob,neg_prob,character_speaking,physical_interactions,n_syllables,word_frequency,sentence_complexity_FleschKincaidGrade,frame_Self_motion,frame_Buildings,frame_Perception_experience,frame_Statement,frame_Personal_relationship,frame_People,frame_Arriving,frame_Kinship,social_annotations,tom_annotations,pos_tag_CC,pos_tag_CD,pos_tag_DT,pos_tag_IN,pos_tag_JJ,pos_tag_MD,pos_tag_NN,pos_tag_NNP,pos_tag_NNS,pos_tag_POS,pos_tag_PRP,pos_tag_PRP$,pos_tag_RB,pos_tag_TO,pos_tag_VB,pos_tag_VBD,pos_tag_VBG,pos_tag_VBN,pos_tag_WDT,pos_tag_WP,pos_tag_WRB,pos_tag_RP
1,2.3,were,51.53654877,14.86345123,97,60,1,49.76790146,11.3547619,85,52,1,0.465346535,0.683168317,0.311320755,59.14714811217426,10.573670668953683,69.0,42,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,1.0,0.00219,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.53,were,51.15722892,22.78443775,97,62,1,49.95,10.86368262,85,56,1,0.465346535,0.683168317,0.311320755,59.123670668953686,15.313147435101222,69.0,44,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,1.0,0.00219,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.76,in,51.17761194,16.12238806,97,64,1,49.4,10.96743413,85,58,1,0.465346535,0.683168317,0.311320755,65.25180722891565,17.400000000000006,69.0,46,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,1.0,0.0186,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.99,prison,50.32891566,21.12108434,97,65,1,48.9,13.65600655,85,59,1,0.465346535,0.683168317,0.311320755,68.0,18.599999999999994,69.0,47,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,2.0,6.31e-05,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.22,for,50.1,27.54939759,97,68,1,47.00600655,13.66699656,85,62,1,0.465346535,0.683168317,0.311320755,71.4,19.514457831325288,69.0,49,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,1.0,0.0102,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.45,robbing,50.5,20.16190476,97,71,1,47.76071429,12.47831325,85,63,1,0.465346535,0.683168317,0.311320755,71.4,19.67916666666666,69.0,51,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,2.0,2.4e-06,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3.68,a,50.25,19.8,97,72,1,45.97831325,10.8,85,63,1,0.465346535,0.683168317,0.311320755,70.00117647058823,19.684,69.0,52,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,1.0,0.0229,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.91,convenience,50.4,22.60240964,97,77,1,46.6,11.00549814,85,63,1,0.465346535,0.683168317,0.311320755,71.4,19.9,69.0,55,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,3.0,1.05e-05,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.14,store,50.2,26.8,97,77,1,47.69450186,10.50362993,85,63,1,0.465346535,0.683168317,0.311320755,73.05000000000001,20.689285714285717,69.0,56,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,1.0,0.000105,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.37,store,50.1,26.25,97,78,1,47.43778421,11.6,85,63,1,0.465346535,0.683168317,0.311320755,73.05000000000001,21.094323461091765,69.0,56,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,1.0,0.000105,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.6,store,49.6,25.75,97,80,1,46.98755709,15.81705882,85,64,1,0.465346535,0.683168317,0.311320755,73.05000000000001,20.62424242424244,69.0,56,1,0.5,0.5,0,0,1,0.0029214471578598,0.1085245311260223,0.8885539770126343,0.0,0.0,1.0,0.000105,6.726153846,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.83,During,49.5,26.4302391,97,81,1,47.60470975,14.26409099,85,64,1,0.287128713,0.732673267,0.377358491,77.80000000000001,16.43253012048192,69.0,56,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,2.0,0.000525,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.06,During,49.0,29.0,97,83,1,46.98289696,15.4740175,85,67,1,0.287128713,0.732673267,0.377358491,83.41746987951808,17.050000000000004,69.0,58,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,2.0,0.000525,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.29,During,48.8047619,30.4952381,97,83,1,45.6,18.50032751,85,68,1,0.287128713,0.732673267,0.377358491,82.45120481927711,19.53235294117647,69.0,58,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,2.0,0.000525,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.52,their,46.8,30.51807229,97,83,1,45.6,18.30454876,85,70,1,0.287128713,0.732673267,0.377358491,79.21764705882353,19.426373626373632,69.0,59,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,0.00214,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5.75,time,46.6,31.17738693,97,86,1,44.239,18.5,85,70,1,0.287128713,0.732673267,0.377358491,75.77362637362637,18.971951219512192,69.0,59,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,0.00195,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.98,in,44.7,31.43209877,97,87,1,44.7,17.02761162,85,71,1,0.287128713,0.732673267,0.377358491,77.47195121951219,20.200000000000003,69.0,59,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,0.0186,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.21,prison,43.66485944,29.95,97,88,1,45.14009901,16.2448902,85,72,1,0.287128713,0.732673267,0.377358491,74.7,21.25,69.0,59,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,2.0,6.31e-05,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.44,prison,41.5,28.12362523,97,88,1,44.2,17.48194617,85,73,1,0.287128713,0.732673267,0.377358491,74.05,22.33333333333333,69.0,59,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,2.0,6.31e-05,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.67,Anna,40.95,27.5452381,97,88,1,43.77043478,19.4,85,75,1,0.287128713,0.732673267,0.377358491,75.8,21.85,69.0,59,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,2.0,2.34e-05,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.9,Anna,38.6,25.9,97,88,1,44.1,14.9,85,75,1,0.287128713,0.732673267,0.377358491,75.94999999999999,21.67594936708859,69.0,60,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,2.0,2.34e-05,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.13,met,37.6,25.05,97,88,1,44.1,15.5,85,75,1,0.287128713,0.732673267,0.377358491,76.1,21.10240963855422,69.0,61,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,0.000123,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7.36,Jeff,37.9804,27.41666667,97,88,1,43.3,14.9,85,76,1,0.287128713,0.732673267,0.377358491,75.8,19.631785714285712,69.0,61,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,2.82e-05,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.59,Jeff,38.85,27.66927711,97,88,1,44.1,14.55490849,85,77,1,0.287128713,0.732673267,0.377358491,77.395,19.10179413305395,69.0,62,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,2.82e-05,8.35,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.82,a,39.16812195,26.87,97,90,1,44.45490849,14.67111111,85,77,1,0.287128713,0.732673267,0.377358491,79.1679347826087,17.5,69.0,62,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,0.0229,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.05,man,45.8,25.5,97,91,1,44.32888889,16.9,85,77,1,0.287128713,0.732673267,0.377358491,80.5,15.65,69.0,62,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,0.000661,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.28,who,50.0,25.31071429,97,91,1,42.5,17.1,85,77,1,0.287128713,0.732673267,0.377358491,82.82926829268293,15.929411764705875,69.0,62,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,0.00219,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,8.51,was,50.1,26.6,97,91,1,42.1,17.73928571,85,78,1,0.287128713,0.732673267,0.377358491,83.2,15.30956626506024,69.0,63,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,0.00661,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8.74,also,53.8,26.8,97,91,1,42.1,17.54821429,85,78,1,0.287128713,0.732673267,0.377358491,84.25843373493976,13.04729330708662,69.0,64,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,2.0,0.00155,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,8.97,convicted,53.0,30.3,97,91,1,43.3,17.55,85,78,1,0.287128713,0.732673267,0.377358491,85.40625,11.551204819277103,69.0,64,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,3.0,1.58e-05,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,9.2,of,51.1,28.68080808,97,91,1,44.2,17.81445783,85,78,1,0.287128713,0.732673267,0.377358491,88.4487951807229,10.150000000000006,69.0,64,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,1.0,0.0251,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.43,robbery,50.9,30.6,97,91,1,43.86044776,15.36515379,85,78,1,0.287128713,0.732673267,0.377358491,89.85,10.150000000000006,69.0,64,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,3.0,9.33e-06,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.66,robbery,51.82289157,29.17710843,97,91,1,43.83484621,16.45,85,78,1,0.287128713,0.732673267,0.377358491,89.85,10.515060240963862,69.0,64,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,3.0,9.33e-06,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.89,robbery,51.45903614,27.94096386,97,91,1,42.62936984,14.97321429,85,78,1,0.287128713,0.732673267,0.377358491,89.48493975903614,11.450000000000005,69.0,64,1,0.5,0.5,0,1,0,0.0064847604371607,0.6179271936416626,0.3755880892276764,0.0,1.0,3.0,9.33e-06,8.35,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.12,The,52.20120482,28.40120482,97,91,1,44.17678571,15.312,85,78,1,0.455445545,0.702970297,0.075471698,88.55,8.5,69.0,64,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.0537,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.35,The,52.5,27.6,97,91,1,44.1,15.35,85,78,1,0.455445545,0.702970297,0.075471698,91.5,8.5,69.0,66,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.0537,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.58,The,51.40238095,27.60238095,97,91,1,44.1,16.3,85,78,1,0.455445545,0.702970297,0.075471698,91.5,8.5,69.0,66,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.0537,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.81,of,50.9,27.3,97,91,1,45.1,17.85,85,79,1,0.455445545,0.702970297,0.075471698,91.5,6.75,69.0,66,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.0251,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.04,them,50.9,28.5,97,91,1,44.64335664,17.8,85,80,1,0.455445545,0.702970297,0.075471698,93.25,6.864179104477614,69.0,66,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.00155,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,11.27,developed,52.23493976,28.76506024,97,91,1,44.56254417,17.345,85,80,1,0.455445545,0.702970297,0.075471698,93.1358208955224,5.900000000000006,69.0,66,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,3.0,8.91e-05,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11.5,a,54.9,30.0,97,91,1,44.25470085,18.26324786,85,80,1,0.455445545,0.702970297,0.075471698,94.1,5.715662650602411,69.0,67,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.0229,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.73,strong,54.9,30.0,97,91,1,43.13675214,18.66785714,85,81,1,0.455445545,0.702970297,0.075471698,94.2843373493976,5.676966292134836,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.000166,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.96,relationship,54.9,28.9,97,91,1,42.73214286,17.25,85,81,1,0.455445545,0.702970297,0.075471698,94.32303370786516,5.449999999999989,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,4.0,0.000141,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.19,relationship,56.77738095,29.77738095,97,91,1,44.45,16.8,85,82,1,0.455445545,0.702970297,0.075471698,94.55,5.5,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,4.0,0.000141,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.42,which,58.1,30.6,97,91,1,45.25,15.82544867,85,82,1,0.415841584,0.554455445,0.122641509,94.5,5.5,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.002,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,12.65,which,58.84657741,30.54657741,97,91,1,47.59512195,16.25,85,82,1,0.415841584,0.554455445,0.122641509,94.5,5.900000000000006,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.002,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,12.88,which,61.4,28.89823101,97,91,1,49.70679012,15.25895303,85,82,1,0.415841584,0.554455445,0.122641509,94.1,5.900000000000006,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.002,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13.11,turned,61.6,30.386875,97,91,1,49.88214286,15.74819277,85,82,1,0.415841584,0.554455445,0.122641509,94.1,6.158536585365866,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.000123,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,13.34,into,62.6,30.1,97,91,1,50.05,16.05,85,82,1,0.415841584,0.554455445,0.122641509,93.84146341463412,5.900000000000006,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,2.0,0.00129,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.57,into,62.92264339,30.57857143,97,92,1,51.02289157,15.8686747,85,82,1,0.415841584,0.554455445,0.122641509,94.1,6.980120481927713,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,2.0,0.00129,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.8,a,62.60903614,30.31439329,97,92,1,52.83676471,15.8,85,82,1,0.415841584,0.554455445,0.122641509,93.01987951807229,5.450000000000003,69.0,68,1,0.5,0.5,1,0,0,0.5640915632247925,0.4264176487922668,0.0094907814636826,0.0,0.0,1.0,0.0229,12.82857143,0,0,0,0,0,0,0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
