trial,time,word,social_ratings,social_ratings_mad,social_validPar_trial,social_validPar_time,social_included,tom_ratings,tom_ratings_mad,tom_validPar_trial,tom_validPar_time,tom_included,intentional_actions,all_actions,biological_motion,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included,indoor,outdoor,pos_label,neu_label,neg_label,pos_prob,neu_prob,neg_prob,character_speaking,physical_interactions,n_syllables,word_frequency,sentence_complexity_FleschKincaidGrade,frame_Self_motion,frame_Buildings,frame_Perception_experience,frame_Statement,frame_Personal_relationship,frame_People,frame_Arriving,frame_Kinship,social_annotations,tom_annotations,pos_tag_CC,pos_tag_DT,pos_tag_IN,pos_tag_JJ,pos_tag_MD,pos_tag_NN,pos_tag_NNP,pos_tag_PRP,pos_tag_PRP$,pos_tag_RB,pos_tag_RBR,pos_tag_TO,pos_tag_VB,pos_tag_VBD,pos_tag_VBG,pos_tag_VBN,pos_tag_RP,pos_tag_WRB,pos_tag_CD,pos_tag_WDT,pos_tag_POS
1,2.3,been,49.9,20.6,93,64,1.0,49.9,9.0,69,47,1.0,0.772277228,0.8316831689999999,0.141509434,55.14457875457876,10.633864468864472,66.0,44,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.00186,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2.53,planning,49.9,20.75522388059701,93,67,1.0,49.9,12.336585365853662,69,52,1.0,0.772277228,0.8316831689999999,0.141509434,58.83928571428572,9.469773519163764,66.0,46,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,2.0,7.94e-05,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.76,a,49.7,22.65592760180995,93,71,1.0,49.9,12.49805102763997,69,54,1.0,0.772277228,0.8316831689999999,0.141509434,59.4,12.186956521739129,66.0,47,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.0229,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.99,month,49.7,25.19259259259259,93,72,1.0,49.9,10.732530120481933,69,55,1.0,0.772277228,0.8316831689999999,0.141509434,61.22857142857143,11.699999999999996,66.0,48,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.000178,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.22,long,49.7,24.189912758996726,93,75,1.0,49.42123893805309,8.993545611015488,69,56,1.0,0.772277228,0.8316831689999999,0.141509434,64.3,14.099999999999994,66.0,49,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.000646,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.45,long,50.0,24.151204819277112,93,76,1.0,49.1,11.25,69,58,1.0,0.772277228,0.8316831689999999,0.141509434,65.29036144578313,14.290361445783134,66.0,49,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.000646,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.68,vacation,50.0,24.142857142857142,93,76,1.0,49.4289156626506,10.7710843373494,69,59,1.0,0.772277228,0.8316831689999999,0.141509434,65.92073170731706,15.24673170731706,66.0,50,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,3.0,2.51e-05,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.91,vacation,49.6,23.658433734939763,93,77,1.0,49.2,10.213043478260872,69,59,1.0,0.772277228,0.8316831689999999,0.141509434,66.1,16.299999999999997,66.0,52,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,3.0,2.51e-05,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.14,together,49.650000000000006,22.73313253012048,93,78,1.0,49.2,12.873809523809529,69,60,1.0,0.772277228,0.8316831689999999,0.141509434,67.6,17.799999999999997,66.0,53,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,3.0,0.000288,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.37,to,49.7,24.06506024096386,93,80,1.0,49.2,16.503012048192776,69,60,1.0,0.772277228,0.8316831689999999,0.141509434,67.6,17.799999999999997,66.0,53,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.0269,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.6,a,50.2,24.15060240963855,93,81,1.0,49.05,17.243373493975906,69,62,1.0,0.772277228,0.8316831689999999,0.141509434,65.15,15.779761904761909,66.0,54,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.0229,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.83,small,50.25,24.8553536769463,93,82,1.0,47.18082442128063,17.380824421280632,69,62,1.0,0.772277228,0.8316831689999999,0.141509434,65.15,16.88795180722891,66.0,56,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.000324,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.06,town,50.25,28.090538379530912,93,84,1.0,46.3,18.5289156626506,69,63,1.0,0.772277228,0.8316831689999999,0.141509434,68.21007549361208,18.68654608184738,66.0,56,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.000174,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.29,in,50.4,30.0,93,88,1.0,43.42559523809524,17.0,69,64,1.0,0.772277228,0.8316831689999999,0.141509434,66.55000000000001,17.35000000000001,66.0,58,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,1.0,0.0186,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.52,Europe,49.6,29.68915662650602,93,89,1.0,40.4604,14.85153924050633,69,66,1.0,0.772277228,0.8316831689999999,0.141509434,65.3955490082601,17.83480813459704,66.0,58,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,2.0,0.00011,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.75,Europe,49.28915662650602,30.3,93,89,1.0,39.19940476190476,15.846428571428568,69,66,1.0,0.772277228,0.8316831689999999,0.141509434,70.4,21.000000000000007,66.0,59,1,0.5,0.5,0,1,0,0.1392209827899933,0.8584519028663635,0.0023271136451512,0.0,0.0,2.0,0.00011,9.785555556,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.98,The,49.9,30.4,93,89,1.0,37.41904761904762,16.652380952380952,69,66,1.0,0.683168317,0.742574258,0.358490566,71.53736263736265,21.73736263736265,66.0,59,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.0537,10.208,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.21,The,50.4,29.168800000000005,93,90,1.0,37.10238095238096,16.799999999999997,69,66,1.0,0.683168317,0.742574258,0.358490566,71.7,21.77469879518073,66.0,63,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.0537,10.208,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.44,The,50.4,28.15,93,90,1.0,40.45,19.321428571428577,69,66,1.0,0.683168317,0.742574258,0.358490566,71.7,21.6,66.0,63,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.0537,10.208,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.67,before,50.6,28.4,93,90,1.0,40.1,18.52972972972973,69,67,1.0,0.683168317,0.742574258,0.358490566,65.46559139784947,16.834408602150532,66.0,63,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,2.0,0.000851,10.208,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.9,before,50.8,28.500000000000004,93,91,1.0,38.39908256880734,19.260528351939865,69,67,1.0,0.683168317,0.742574258,0.358490566,65.1,21.200000000000003,66.0,63,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,2.0,0.000851,10.208,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.13,their,50.65,29.0,93,92,1.0,37.028703703703705,18.528703703703705,69,67,1.0,0.683168317,0.742574258,0.358490566,63.66593406593407,21.53406593406593,66.0,64,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.00214,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.36,trip,49.95,28.315811965811967,93,92,1.0,38.25,20.86914893617021,69,68,1.0,0.683168317,0.742574258,0.358490566,62.42411764705882,22.7,66.0,64,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,7.94e-05,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.59,Gloria,49.9,27.74863945578232,93,92,1.0,39.9,20.8,69,68,1.0,0.683168317,0.742574258,0.358490566,62.05,22.6814606741573,66.0,64,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,3.0,5.37e-06,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.82,Gloria,49.75,28.099999999999994,93,92,1.0,39.66,21.16,69,69,1.0,0.683168317,0.742574258,0.358490566,62.65119047619048,22.54880952380952,66.0,64,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,3.0,5.37e-06,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.05,Gloria,49.7,27.924725274725272,93,92,1.0,35.7,18.599999999999994,69,69,1.0,0.683168317,0.742574258,0.358490566,62.6,24.300000000000004,66.0,65,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,3.0,5.37e-06,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.28,informed,49.45,28.8,93,92,1.0,37.42470588235294,18.92470588235294,69,69,1.0,0.683168317,0.742574258,0.358490566,65.05,22.4,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,2.0,2.82e-05,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.51,informed,48.75,28.148016,93,92,1.0,37.305882352941175,17.905882352941177,69,69,1.0,0.683168317,0.742574258,0.358490566,62.05,23.95,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,2.0,2.82e-05,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.74,Jim,48.7,27.5,93,92,1.0,35.282051282051285,17.317948717948717,69,69,1.0,0.683168317,0.742574258,0.358490566,62.05,22.85,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,4.17e-05,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.97,that,48.7,26.26043956043956,93,92,1.0,34.69213483146067,18.46810613239475,69,69,1.0,0.306930693,0.524752475,0.122641509,63.2010752688172,21.62511520737328,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.0102,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.2,she,49.05,23.14,93,92,1.0,34.17383177570093,18.07383177570093,69,69,1.0,0.306930693,0.524752475,0.122641509,64.33928571428571,20.65813953488372,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.00182,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.43,couldn't,51.56,26.862352941176468,93,93,1.0,33.2,17.300000000000004,69,69,1.0,0.306930693,0.524752475,0.122641509,63.62710843373493,18.934337349397584,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,2.0,0.000123,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.66,go,59.0,22.589795918367344,93,93,1.0,33.1,17.200000000000003,69,69,1.0,0.306930693,0.524752475,0.122641509,62.46337209302325,18.836627906976744,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.00107,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.89,on,71.8,21.21204819277108,93,93,1.0,33.1,17.200000000000003,69,69,1.0,0.306930693,0.524752475,0.122641509,67.14770459081836,19.04698795180723,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.00813,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10.12,the,78.78795180722892,10.437654320987662,93,93,1.0,33.1,17.1,69,69,1.0,0.306930693,0.524752475,0.122641509,72.01216216216216,21.550337837837844,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.0537,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10.35,because,89.56234567901234,8.599999999999994,93,93,1.0,33.2,17.26455696202531,69,69,1.0,0.257425743,0.475247525,0.103773585,77.20121951219512,22.38106796116504,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,2.0,0.00107,10.208,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10.58,her,91.4,6.521428571428558,93,93,1.0,33.2,17.5,69,69,1.0,0.257425743,0.475247525,0.103773585,82.83915662650602,17.160843373493975,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,1.0,0.002,10.208,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10.81,husband,93.47857142857144,5.599999999999994,93,93,1.0,33.2,18.099999999999994,69,69,1.0,0.257425743,0.475247525,0.103773585,82.9452380952381,17.054761904761904,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,2.0,0.0001,10.208,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11.04,husband,94.4,3.700000000000003,93,93,1.0,33.2,18.099999999999994,69,69,1.0,0.257425743,0.475247525,0.103773585,82.69629629629628,17.303703703703718,66.0,66,1,0.5,0.5,0,1,0,0.0058877412229776,0.5637596845626831,0.4303525984287262,1.0,0.0,2.0,0.0001,10.208,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
