situation,time,word,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included
1,0.0,Linda,50.7,0.0,59.0,1,0
1,0.23,and,89.0,11.0,59.0,3,0
1,0.46,and,84.32048192771084,1.316821858069403,59.0,3,0
1,0.69,Amy,67.87951807228916,16.37951807228916,59.0,7,0
1,0.92,had,56.20361445783132,15.29638554216868,59.0,17,0
1,1.15,had,57.73072289156626,12.599218111383584,59.0,28,0
1,1.38,been,60.51276399716514,10.789478859390364,59.0,32,1
1,1.61,best,55.51341463414634,14.749999999999996,59.0,38,1
1,1.84,friends,57.73433734939759,12.265662650602408,59.0,40,1
1,2.07,friends,55.380434782608695,20.19359119141728,59.0,41,1
1,2.3,since,56.90494505494506,20.17047511312217,59.0,44,1
1,2.53,kindergarten,56.7,19.53928571428571,59.0,47,1
1,2.76,kindergarten,57.90975609756097,20.890243902439025,59.0,47,1
1,2.99,they,57.7,21.099999999999994,59.0,49,1
1,3.22,even,56.7,23.200000000000003,59.0,51,1
1,3.45,even,57.6,24.5,59.0,51,1
1,3.68,found,65.03928571428571,21.925,59.0,52,1
1,3.91,homes,61.73333333333333,22.39341085271318,59.0,53,1
1,4.14,homes,64.23273809523809,18.599595601599425,59.0,54,1
1,4.37,on,57.189156626506026,20.420962421113025,59.0,54,1
1,4.6,the,57.150000000000006,21.24127906976744,59.0,54,1
1,4.83,the,57.35545256270447,20.878282377054568,59.0,54,1
1,5.06,same,60.54501347708894,22.00841121495327,59.0,54,1
1,5.29,street,66.7,24.12857142857142,59.0,55,1
1,5.52,in,65.8,25.2,59.0,55,1
1,5.75,in,65.8,25.2,59.0,55,1
1,5.98,the,64.74880952380951,26.38809523809524,59.0,56,1
1,6.21,forest,66.7,26.45,59.0,56,1
1,6.44,forest,66.7,24.071084337349404,59.0,57,1
1,6.67,on,66.13058823529411,20.46941176470588,59.0,57,1
1,6.9,the,62.70117647058823,21.20117647058823,59.0,57,1
1,7.13,the,62.41529411764706,20.915294117647058,59.0,57,1
1,7.36,edge,60.46588235294118,19.85,59.0,58,1
1,7.59,of,60.5,19.6,59.0,58,1
1,7.82,of,60.55,19.550000000000004,59.0,58,1
1,8.05,town,60.794117647058826,19.4,59.0,58,1
1,8.28,Their,60.74,19.4,59.0,58,1
1,8.51,biggest,63.650000000000006,20.458433734939767,59.0,58,1
1,8.74,biggest,63.78145315487572,22.5,59.0,58,1
1,8.97,fight,66.09370959664936,23.35,59.0,58,1
1,9.2,had,64.65,23.35,59.0,58,1
1,9.43,had,64.65,22.5,59.0,58,1
1,9.66,been,64.65,22.5,59.0,58,1
1,9.89,over,64.65,22.45,59.0,58,1
1,10.12,over,66.1,22.35365853658537,59.0,58,1
1,10.35,who,64.15,22.95,59.0,58,1
1,10.58,gets,64.15,22.95,59.0,58,1
1,10.81,gets,64.1,21.872727272727268,59.0,58,1
1,11.04,the,64.1,19.623529411764707,59.0,58,1
1,11.27,bigger,64.31764705882352,19.4625,59.0,58,1
1,11.5,slice,63.977647058823536,17.6,59.0,58,1
1,11.73,slice,64.1,21.550000000000004,59.0,58,1
1,11.96,of,63.25,22.1,59.0,58,1
1,12.19,cake,62.68015,22.1,59.0,58,1
1,12.42,cake,61.85833333333333,23.141666666666666,59.0,58,1
1,12.65,until,62.6,23.549397590361444,59.0,59,1
1,12.88,Amy,61.5,25.0,59.0,59,1
1,13.11,Amy,61.5,23.40000000000001,59.0,59,1
1,13.34,married,62.6,25.6,59.0,59,1
1,13.57,Dan,62.6,25.6,59.0,59,1
1,13.8,Dan,62.6,25.6,59.0,59,1
1,14.03,Linda,62.63132530120482,25.568674698795185,59.0,59,1
1,14.26,loathed,61.3,24.10000000000001,59.0,59,1
1,14.49,loathed,59.45454545454545,25.945454545454552,59.0,59,1
1,14.72,Dan,61.3,26.90000000000001,59.0,59,1
1,14.95,she,61.17777777777778,27.27777777777778,59.0,59,1
1,15.18,thought,61.04157303370786,27.858426966292143,59.0,59,1
1,15.41,thought,62.46916996047431,27.830830039525686,59.0,59,1
1,15.64,he,63.5,26.700000000000003,59.0,59,1
1,15.87,was,63.0,24.70588235294117,59.0,59,1
1,16.1,was,62.7,26.368367346938783,59.0,59,1
1,16.33,manipulative,59.76538461538462,28.43681318681319,59.0,58,1
1,16.56,and,57.36593406593407,28.000000000000004,59.0,58,1
1,16.79,and,57.85824175824176,29.431735734145377,59.0,58,1
1,17.02,had,57.900000000000006,29.800000000000004,59.0,58,1
1,17.25,a,58.21756756756757,31.450000000000003,59.0,58,1
1,17.48,a,59.91785714285714,31.817857142857147,59.0,58,1
1,17.71,violent,60.8,31.85,59.0,58,1
1,17.94,temper,60.8,31.85,59.0,58,1
1,18.17,She,60.8,30.4,59.0,58,1
1,18.4,She,57.900000000000006,29.62349397590362,59.0,58,1
1,18.63,only,55.16,32.01619047619048,59.0,58,1
1,18.86,put,54.650000000000006,32.15,59.0,58,1
1,19.09,put,56.25,32.86379310344827,59.0,58,1
1,19.32,up,56.165662650602414,33.68433734939759,59.0,58,1
1,19.55,with,56.6,33.1,59.0,57,1
1,19.78,with,59.2,31.599999999999994,59.0,57,1
1,20.01,him,57.16117647058824,33.361176470588234,59.0,57,1
1,20.24,because,58.150000000000006,31.55,59.0,56,1
1,20.47,because,56.8,32.6,59.0,56,1
1,20.7,Amy,55.05823529411765,31.80823529411765,59.0,56,1
1,20.93,loved,53.95,31.25,59.0,56,1
1,21.16,loved,52.7,30.200000000000003,59.0,55,1
1,21.39,him,55.2,29.8,59.0,55,1
1,21.62,him,55.2,31.200000000000003,59.0,55,1
1,21.85,him,55.2,31.200000000000003,59.0,55,1
