situation,time,word,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included
1,0.0,William,42.5,38.3,65.0,3,0
1,0.23,William,42.4,8.100000000000001,65.0,5,0
1,0.46,William,45.946666666666665,21.059281437125748,65.0,6,0
1,0.69,and,46.20011543178703,20.300000000000004,65.0,14,0
1,0.92,and,54.75454545454546,10.793413729128012,65.0,21,0
1,1.15,Johnny,50.2,9.083529411764708,65.0,29,0
1,1.38,are,50.13181818181818,9.936046511627907,65.0,34,1
1,1.61,brother-in-laws,50.2,9.43555555555556,65.0,39,1
1,1.84,brother-in-laws,52.25,7.700000000000003,65.0,42,1
1,2.07,who,53.7,10.557608695652178,65.0,43,1
1,2.3,who,57.06564102564103,11.254529914529918,65.0,45,1
1,2.53,been,53.7,12.800000000000004,65.0,45,1
1,2.76,cellmates,55.53095238095238,12.830952380952375,65.0,49,1
1,2.99,for,52.40449438202248,11.904494382022476,65.0,51,1
1,3.22,for,53.2,12.700000000000005,65.0,51,1
1,3.45,years,57.57828947368421,14.96559357911448,65.0,52,1
1,3.68,years,59.07530120481928,14.17346400950423,65.0,54,1
1,3.91,years,58.24352941176471,17.04578313253012,65.0,54,1
1,4.14,Both,58.0,16.75,65.0,56,1
1,4.37,Both,58.0,17.541017964071855,65.0,56,1
1,4.6,were,58.73214285714286,18.80757121439281,65.0,56,1
1,4.83,were,57.79625,22.603750000000005,65.0,57,1
1,5.06,facing,59.0,21.40000000000001,65.0,57,1
1,5.29,the,60.3,21.96785714285714,65.0,57,1
1,5.52,death,59.12857142857143,21.62857142857144,65.0,59,1
1,5.75,penalty,60.3,24.88795180722891,65.0,61,1
1,5.98,in,59.65,23.44041293378643,65.0,62,1
1,6.21,the,60.3,25.5,65.0,63,1
1,6.44,coming,60.5,25.95,65.0,64,1
1,6.67,week,60.65874263261297,26.941257367387024,65.0,64,1
1,6.9,week,65.2,23.94036144578313,65.0,64,1
1,7.13,They,68.5698795180723,20.7301204819277,65.0,65,1
1,7.36,They,68.9,20.39999999999999,65.0,65,1
1,7.59,had,67.0,21.3,65.0,65,1
1,7.82,spent,67.0,22.3,65.0,65,1
1,8.05,the,67.0,22.375,65.0,65,1
1,8.28,last,64.9,22.19999999999999,65.0,65,1
1,8.51,year,67.0,20.099999999999994,65.0,65,1
1,8.74,planning,67.0,21.3,65.0,65,1
1,8.97,planning,67.0,20.03333333333334,65.0,65,1
1,9.2,a,67.0,19.3,65.0,65,1
1,9.43,jailbreak,67.0,18.904395604395603,65.0,65,1
1,9.66,together,67.0,18.6,65.0,65,1
1,9.89,together,67.0,18.8,65.0,65,1
