situation,time,word,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included
1,0.0,Anna,,3.6000000000000014,69.0,0,0
1,0.23,Anna,54.5,21.099999999999994,69.0,3,0
1,0.46,Anna,73.7,19.719277108433715,69.0,5,0
1,0.69,and,73.7,18.82692307692308,69.0,9,0
1,0.92,her,75.37307692307692,14.777366863905325,69.0,15,0
1,1.15,husband,70.62141448295294,11.26998228206945,69.0,22,0
1,1.38,husband,61.783235294117645,8.189666666666664,69.0,28,0
1,1.61,Glen,57.489666666666665,9.02187209017398,69.0,34,0
1,1.84,Glen,58.67615780445969,10.202631578947363,69.0,35,1
1,2.07,Glen,58.43327615780446,10.206076683602827,69.0,36,1
1,2.3,were,59.14714811217426,10.573670668953683,69.0,42,1
1,2.53,were,59.123670668953686,15.313147435101222,69.0,44,1
1,2.76,in,65.25180722891565,17.400000000000006,69.0,46,1
1,2.99,prison,68.0,18.599999999999994,69.0,47,1
1,3.22,for,71.4,19.514457831325288,69.0,49,1
1,3.45,robbing,71.4,19.67916666666666,69.0,51,1
1,3.68,a,70.00117647058823,19.684,69.0,52,1
1,3.91,convenience,71.4,19.9,69.0,55,1
1,4.14,store,73.05000000000001,20.68928571428572,69.0,56,1
1,4.37,store,73.05000000000001,21.094323461091765,69.0,56,1
1,4.6,store,73.05000000000001,20.62424242424244,69.0,56,1
1,4.83,During,77.80000000000001,16.43253012048192,69.0,56,1
1,5.06,During,83.41746987951808,17.050000000000004,69.0,58,1
1,5.29,During,82.45120481927711,19.53235294117647,69.0,58,1
1,5.52,their,79.21764705882353,19.426373626373632,69.0,59,1
1,5.75,time,75.77362637362637,18.971951219512192,69.0,59,1
1,5.98,in,77.47195121951219,20.200000000000003,69.0,59,1
1,6.21,prison,74.7,21.25,69.0,59,1
1,6.44,prison,74.05,22.33333333333333,69.0,59,1
1,6.67,Anna,75.8,21.85,69.0,59,1
1,6.9,Anna,75.94999999999999,21.67594936708859,69.0,60,1
1,7.13,met,76.1,21.10240963855422,69.0,61,1
1,7.36,Jeff,75.8,19.631785714285712,69.0,61,1
1,7.59,Jeff,77.395,19.10179413305395,69.0,62,1
1,7.82,a,79.1679347826087,17.5,69.0,62,1
1,8.05,man,80.5,15.65,69.0,62,1
1,8.28,who,82.82926829268293,15.929411764705875,69.0,62,1
1,8.51,was,83.2,15.30956626506024,69.0,63,1
1,8.74,also,84.25843373493976,13.04729330708662,69.0,64,1
1,8.97,convicted,85.40625,11.551204819277103,69.0,64,1
1,9.2,of,88.4487951807229,10.150000000000006,69.0,64,1
1,9.43,robbery,89.85,10.150000000000006,69.0,64,1
1,9.66,robbery,89.85,10.515060240963862,69.0,64,1
1,9.89,robbery,89.48493975903614,11.450000000000005,69.0,64,1
1,10.12,The,88.55,8.5,69.0,64,1
1,10.35,The,91.5,8.5,69.0,66,1
1,10.58,The,91.5,8.5,69.0,66,1
1,10.81,of,91.5,6.75,69.0,66,1
1,11.04,them,93.25,6.864179104477614,69.0,66,1
1,11.27,developed,93.1358208955224,5.900000000000006,69.0,66,1
1,11.5,a,94.1,5.715662650602411,69.0,67,1
1,11.73,strong,94.2843373493976,5.676966292134836,69.0,68,1
1,11.96,relationship,94.32303370786516,5.449999999999989,69.0,68,1
1,12.19,relationship,94.55,5.5,69.0,68,1
1,12.42,which,94.5,5.5,69.0,68,1
1,12.65,which,94.5,5.900000000000006,69.0,68,1
1,12.88,which,94.1,5.900000000000006,69.0,68,1
1,13.11,turned,94.1,6.158536585365866,69.0,68,1
1,13.34,into,93.84146341463412,5.900000000000006,69.0,68,1
1,13.57,into,94.1,6.980120481927713,69.0,68,1
1,13.8,a,93.01987951807229,5.450000000000003,69.0,68,1
1,14.03,romantic,94.55,4.515053763440861,69.0,68,1
1,14.26,affair,95.48494623655914,4.5,69.0,68,1
1,14.49,affair,95.5,5.349999999999994,69.0,68,1
1,14.72,Glen,94.65,5.349999999999994,69.0,68,1
1,14.95,Glen,94.65,5.349999999999994,69.0,68,1
1,15.18,Glen,94.65,5.800000000000011,69.0,68,1
1,15.41,was,94.2,5.800000000000011,69.0,68,1
1,15.64,not,94.2,5.731294964028791,69.0,68,1
1,15.87,aware,94.2687050359712,5.324096385542163,69.0,68,1
1,16.1,of,94.67590361445784,5.650000000000006,69.0,68,1
1,16.33,Anna's,94.35,8.550000000000011,69.0,68,1
1,16.56,infidelity,91.45,7.75,69.0,68,1
1,16.79,infidelity,92.25,7.75,69.0,68,1
1,17.02,infidelity,92.25,9.0,69.0,68,1
1,17.25,One,91.0,9.299999999999995,69.0,68,1
1,17.48,One,90.7,9.0,69.0,68,1
1,17.71,One,91.0,9.0,69.0,68,1
1,17.94,day,91.0,9.021686746987967,69.0,68,1
1,18.17,Glen,90.97831325301205,9.449999999999989,69.0,68,1
1,18.4,saw,90.55,9.42168674698796,69.0,68,1
1,18.63,Anna,90.57831325301204,9.0,69.0,68,1
1,18.86,walking,91.0,9.0,69.0,68,1
1,19.09,down,91.0,9.0,69.0,68,1
1,19.32,down,91.0,9.0,69.0,68,1
1,19.55,a,91.0,7.950000000000003,69.0,68,1
1,19.78,a,92.05,9.0,69.0,68,1
1,20.01,hallway,91.0,8.067647058823525,69.0,68,1
1,20.24,by,91.93235294117648,7.950000000000003,69.0,68,1
1,20.47,herself,92.05,7.617105263157896,69.0,68,1
1,20.7,herself,92.3828947368421,7.950000000000003,69.0,68,1
1,20.93,so,92.05,7.950000000000003,69.0,68,1
1,21.16,so,92.05,6.25,69.0,68,1
1,21.39,he,93.75,4.299999999999997,69.0,68,1
1,21.62,followed,95.7,5.627108433734946,69.0,68,1
1,21.85,her,94.37289156626504,7.0,69.0,68,1
1,22.08,as,93.0,7.800000000000011,69.0,68,1
1,22.31,she,92.2,6.200000000000003,69.0,68,1
1,22.54,her,93.8,6.200000000000003,69.0,68,1
1,22.77,way,93.8,5.75,69.0,68,1
1,23.0,a,94.25,5.450000000000003,69.0,68,1
1,23.23,storage,94.55,5.450000000000003,69.0,68,1
1,23.46,closet,94.55,3.6500000000000057,69.0,68,1
1,23.69,closet,96.35,3.6500000000000057,69.0,68,1
1,23.92,After,96.35,3.6500000000000057,69.0,68,1
1,24.15,After,96.35,4.913125000000008,69.0,68,1
1,24.38,After,95.086875,5.450000000000003,69.0,68,1
1,24.61,she,94.55,4.508914728682171,69.0,68,1
1,24.84,entered,95.49108527131784,1.6734375000000057,69.0,68,1
1,25.07,entered,98.3265625,3.700000000000003,69.0,68,1
1,25.3,closet,96.3,3.700000000000003,69.0,68,1
1,25.53,closet,96.3,3.700000000000003,69.0,68,1
1,25.76,Glen,96.3,5.744578313253015,69.0,68,1
1,25.99,Glen,94.25542168674698,5.549999999999997,69.0,68,1
1,26.22,waited,94.45,5.5,69.0,68,1
1,26.45,ten,94.5,5.5,69.0,68,1
1,26.68,ten,94.5,5.5,69.0,69,1
1,26.91,minutes,94.5,5.5,69.0,69,1
1,27.14,and,94.5,5.5,69.0,69,1
1,27.37,then,94.5,5.779518072289164,69.0,69,1
1,27.6,went,94.22048192771084,4.887500000000003,69.0,69,1
1,27.83,and,95.1125,5.400000000000006,69.0,69,1
1,28.06,knocked,94.6,5.400000000000006,69.0,69,1
1,28.29,on,94.6,5.400000000000006,69.0,69,1
1,28.52,door,94.6,5.400000000000006,69.0,69,1
