situation,time,word,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included
1,0.0,It,63.6,0.0,64.0,1,0
1,0.23,was,63.5,0.0,64.0,1,0
1,0.46,was,73.07882352941176,9.72117647058824,64.0,4,0
1,0.69,just,51.31024096385542,15.772289156626506,64.0,10,0
1,0.92,another,45.6,14.978947368421046,64.0,13,0
1,1.15,another,48.45426045016077,5.895454545454548,64.0,18,0
1,1.38,Sunday,48.9,15.800000000000004,64.0,23,0
1,1.61,afternoon,46.5,5.600000000000001,64.0,27,0
1,1.84,for,45.86389085754784,11.084433714690697,64.0,32,1
1,2.07,for,45.05357142857143,10.04642857142857,64.0,35,1
1,2.3,Lucy,45.61511627906977,8.763916279069768,64.0,41,1
1,2.53,she,40.74464285714286,17.846666666666668,64.0,46,1
1,2.76,she,38.54652771084337,17.327049425490614,64.0,48,1
1,2.99,was,23.76930043015621,19.28546511627907,64.0,50,1
1,3.22,on,24.8,20.5,64.0,51,1
1,3.45,on,21.933227680929743,18.133227680929743,64.0,51,1
1,3.68,her,15.7,13.450823088143364,64.0,51,1
1,3.91,way,15.7,12.952385913732028,64.0,51,1
1,4.14,way,14.1,10.890969676774407,64.0,52,1
1,4.37,to,14.92235294117647,11.72235294117647,64.0,53,1
1,4.6,the,12.5,10.5,64.0,53,1
1,4.83,the,11.062421113023522,9.01956397016638,64.0,54,1
1,5.06,farmer's,12.05,9.558952380952377,64.0,56,1
1,5.29,market,10.382358691788124,8.213683992992943,64.0,57,1
1,5.52,to,10.160598115890508,8.042619424949061,64.0,58,1
1,5.75,to,9.9,7.9,64.0,59,1
1,5.98,pick,9.381927710843376,7.85,64.0,60,1
1,6.21,up,9.7,7.609107249850209,64.0,61,1
1,6.44,up,9.7,7.600000000000001,64.0,61,1
1,6.67,some,10.257691965872734,8.491713958541844,64.0,62,1
1,6.9,produce,9.8,8.253614457831326,64.0,62,1
1,7.13,produce,9.812867264013336,8.062867264013335,64.0,62,1
1,7.36,When,10.138567792217074,8.395853152701388,64.0,62,1
1,7.59,she,10.574855582620978,8.762418020183416,64.0,62,1
1,7.82,she,10.8054061632495,8.6554061632495,64.0,62,1
1,8.05,arrived,11.011894136444182,8.611894136444182,64.0,62,1
1,8.28,at,11.574758753791013,9.424758753791012,64.0,62,1
1,8.51,the,11.518826838924776,9.468826838924777,64.0,62,1
1,8.74,the,11.28246089584074,8.932460895840737,64.0,62,1
1,8.97,old,11.75,8.809229014050679,64.0,62,1
1,9.2,train,11.67077922077922,8.712054590059873,64.0,62,1
1,9.43,train,11.5316881744774,9.0625,64.0,62,1
1,9.66,depot,11.36013597582652,8.365504055567122,64.0,62,1
1,9.89,that,11.379554745822963,8.366969180793543,64.0,62,1
1,10.12,that,11.39897351581941,8.368434306019962,64.0,62,1
1,10.35,housed,11.418392285815855,8.467241379310344,64.0,62,1
1,10.58,the,12.05,8.983553500660502,64.0,62,1
1,10.81,the,12.05,9.8,64.0,62,1
