situation,time,word,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included
1,0.0,James',53.4,0.0,68.0,1,0
1,0.23,James',66.0,16.549999999999997,68.0,8,0
1,0.46,James',72.3,14.900000000000006,68.0,11,0
1,0.69,James',67.6421686746988,18.870740103270226,68.0,13,0
1,0.92,and,61.350751879699246,15.800751879699243,68.0,22,0
1,1.15,Nancy's,56.1554347826087,13.044565217391302,68.0,27,0
1,1.38,son,57.8,11.0,68.0,33,0
1,1.61,son,54.8,9.799999999999995,68.0,37,1
1,1.84,Peter,51.533746208291205,11.800000000000004,68.0,40,1
1,2.07,had,50.54767441860465,8.850595238095238,68.0,42,1
1,2.3,been,50.74956803455724,10.150000000000002,68.0,44,1
1,2.53,kidnapped,50.7,13.771428571428572,68.0,45,1
1,2.76,kidnapped,51.1,19.300000000000004,68.0,47,1
1,2.99,recently,50.9,15.19166666666667,68.0,47,1
1,3.22,recently,50.9,18.02528735632184,68.0,49,1
1,3.45,recently,50.9,19.4,68.0,51,1
1,3.68,James,50.77857142857143,19.45,68.0,52,1
1,3.91,James,50.65722891566265,17.521514629948364,68.0,52,1
1,4.14,told,50.9,20.650602409638555,68.0,55,1
1,4.37,told,50.9418284789644,21.8581715210356,68.0,56,1
1,4.6,Nancy,50.9,21.1,68.0,57,1
1,4.83,to,50.9,22.300000000000004,68.0,57,1
1,5.06,to,50.1,22.65,68.0,58,1
1,5.29,at,50.95,21.65,68.0,58,1
1,5.52,home,60.11379310344828,17.1825226860254,68.0,59,1
1,5.75,and,69.8,20.056321839080454,68.0,59,1
1,5.98,he,73.2,21.5,68.0,61,1
1,6.21,search,76.22,21.96810126582278,68.0,61,1
1,6.44,the,82.95,16.549999999999997,68.0,62,1
1,6.67,whole,82.95,16.65,68.0,62,1
1,6.9,town,81.75,17.450000000000003,68.0,62,1
1,7.13,for,82.95,15.799999999999995,68.0,62,1
1,7.36,the,82.95,15.699999999999996,68.0,62,1
1,7.59,son,82.95,15.789655172413788,68.0,62,1
1,7.82,no,82.95,16.400624999999998,68.0,62,1
1,8.05,no,82.56951219512194,16.530487804878057,68.0,62,1
1,8.28,matter,79.35,19.639759036144586,68.0,62,1
1,8.51,how,82.7,16.299999999999997,68.0,63,1
1,8.74,long,82.7,16.5,68.0,63,1
