situation,time,word,multiperson_ratings,multiperson_ratings_mad,multiperson_validPar_trial,multiperson_validPar_time,multiperson_included
1,0.0,Luke,83.69999999999999,0.6000000000000014,48.0,4,0
1,0.23,always,83.65,1.4385542168674732,48.0,6,0
1,0.46,always,81.4,6.749999999999993,48.0,10,0
1,0.69,thought,80.2,10.244578313253015,48.0,11,0
1,0.92,of,70.70017421602788,13.949825783972123,48.0,16,0
1,1.15,of,57.89277108433735,23.327710843373502,48.0,21,0
1,1.38,himself,49.864285714285714,19.64194756554307,48.0,26,1
1,1.61,as,49.3,9.9578313253012,48.0,27,1
1,1.84,an,42.6,10.300000000000004,48.0,29,1
1,2.07,an,40.60666666666667,18.279027962716377,48.0,30,1
1,2.3,honest,35.847682119205295,22.469919136515543,48.0,30,1
1,2.53,man,30.01056180322282,21.45,48.0,32,1
1,2.76,man,20.57619047619048,18.53690476190476,48.0,34,1
1,2.99,That's,17.085714285714285,15.62293983461648,48.0,34,1
1,3.22,why,16.25,11.532530120481928,48.0,34,1
1,3.45,why,14.5,11.0,48.0,35,1
1,3.68,during,14.5,11.1,48.0,35,1
1,3.91,his,14.75,11.15,48.0,38,1
1,4.14,his,14.018333333333334,10.668333333333331,48.0,38,1
1,4.37,evening,13.246613300492612,10.05,48.0,38,1
1,4.6,jog,12.21551724137931,9.06551724137931,48.0,38,1
1,4.83,jog,12.454705882352942,9.14331347728965,48.0,38,1
1,5.06,around,11.45357142857143,8.103571428571428,48.0,38,1
1,5.29,the,10.45,7.1,48.0,38,1
1,5.52,swamp,10.4625,7.248255555555556,48.0,38,1
1,5.75,swamp,10.39107142857143,7.241071428571429,48.0,38,1
1,5.98,he,11.67710843373494,8.603579021970233,48.0,38,1
1,6.21,pondered,11.85421686746988,9.615061311914324,48.0,39,1
1,6.44,pondered,12.0,10.057288888888888,48.0,39,1
1,6.67,his,12.0,9.5,48.0,39,1
1,6.9,recent,12.0,9.5,48.0,39,1
1,7.13,recent,12.0,9.2,48.0,39,1
1,7.36,affair,13.7,10.7,48.0,41,1
1,7.59,with,12.0,9.1,48.0,41,1
1,7.82,with,11.37289156626506,8.37289156626506,48.0,42,1
1,8.05,the,11.85,8.5,48.0,42,1
1,8.28,receptionist,13.472289156626506,7.622289156626505,48.0,42,1
1,8.51,at,13.713855421686748,7.35722891566265,48.0,42,1
1,8.74,at,12.85,7.711949685534591,48.0,42,1
1,8.97,work,14.196385542168674,8.196385542168674,48.0,42,1
1,9.2,Luke,13.7,8.799999999999999,48.0,43,1
1,9.43,Luke,13.149019607843137,8.249019607843136,48.0,43,1
1,9.66,looked,12.0,8.0,48.0,43,1
1,9.89,up,12.564102564102564,7.9,48.0,44,1
1,10.12,up,13.7,9.0,48.0,45,1
1,10.35,at,12.2,8.3,48.0,45,1
1,10.58,the,14.3,9.4,48.0,45,1
1,10.81,the,13.7,8.785802469135803,48.0,45,1
1,11.04,sky,12.0,7.988095238095241,48.0,45,1
1,11.27,and,13.600602409638554,8.700602409638554,48.0,46,1
1,11.5,asked,13.7,8.799999999999999,48.0,45,1
1,11.73,asked,12.45,8.200000000000001,48.0,44,1
1,11.96,God,12.45,8.250602409638555,48.0,44,1
1,12.19,why,12.3,8.5,48.0,45,1
1,12.42,why,10.957142857142856,7.757142857142855,48.0,45,1
1,12.65,he,11.709638554216868,8.609638554216868,48.0,46,1
1,12.88,was,11.7,8.899999999999999,48.0,46,1
1,13.11,was,11.7,9.1,48.0,46,1
1,13.34,so,11.7,9.2,48.0,46,1
1,13.57,weak,11.7,9.2,48.0,46,1
1,13.8,weak,11.7,9.2,48.0,46,1
1,14.03,and,11.7,9.1,48.0,46,1
1,14.26,unfaithful,10.67815028901734,8.178150289017339,48.0,46,1
1,14.49,unfaithful,10.747947976878612,8.335752854927394,48.0,46,1
1,14.72,He,10.744327943220895,8.244327943220897,48.0,46,1
1,14.95,thought,10.887543352601156,8.287543352601157,48.0,46,1
1,15.18,of,10.957341040462428,8.457341040462428,48.0,46,1
1,15.41,of,10.71870499338394,8.218704993383941,48.0,46,1
1,15.64,the,11.09693641618497,8.59693641618497,48.0,46,1
1,15.87,impact,10.076284665843996,7.676284665843996,48.0,46,1
1,16.1,impact,9.95,7.549999999999999,48.0,46,1
1,16.33,this,9.9,7.55301204819277,48.0,46,1
1,16.56,would,9.9,7.499999999999998,48.0,46,1
1,16.79,would,9.9,7.499999999999998,48.0,46,1
1,17.02,have,8.6,6.6000000000000005,48.0,46,1
1,17.25,on,9.9,7.299999999999999,48.0,46,1
1,17.48,on,9.6,6.8,48.0,46,1
1,17.71,his,8.9,6.5,48.0,45,1
1,17.94,family,8.9,6.5,48.0,45,1
1,18.17,and,8.758139534883721,6.54186046511628,48.0,45,1
1,18.4,and,8.2,5.799999999999999,48.0,45,1
1,18.63,told,8.9,6.479136690647483,48.0,45,1
1,18.86,God,8.9,6.4,48.0,45,1
1,19.09,God,8.9,6.4,48.0,45,1
1,19.32,of,8.675,6.675000000000001,48.0,45,1
1,19.55,his,8.9,7.1,48.0,45,1
1,19.78,his,9.3,6.9,48.0,45,1
1,20.01,conflicted,9.239759036144578,6.960240963855421,48.0,45,1
1,20.24,feelings,8.9,6.9,48.0,45,1
1,20.47,feelings,8.5,6.8,48.0,45,1
1,20.7,toward,8.617241379310345,6.917241379310345,48.0,45,1
1,20.93,telling,8.2,6.9,48.0,45,1
1,21.16,telling,8.2,6.9,48.0,45,1
1,21.39,his,8.2,6.9,48.0,45,1
1,21.62,wife,8.2,6.9,48.0,45,1
1,21.85,Marta,8.2,6.9,48.0,45,1
1,22.08,Marta,8.2,6.499999999999999,48.0,45,1
1,22.31,Marta,8.2,6.499999999999999,48.0,45,1
1,22.54,Marta,8.2,6.9,48.0,45,1
1,22.77,Marta,8.9,7.2,48.0,45,1
1,23.0,Marta,8.798795180722891,7.242545180722891,48.0,44,1
1,23.23,Marta,8.57289156626506,6.97289156626506,48.0,44,1
1,23.46,Marta,9.4,7.7,48.0,44,1
2,23.69,Suddenly,,0.0,69.0,0,0
2,23.92,Luke,1.8,9.6,69.0,1,0
2,24.15,Luke,10.2,8.461585365853658,69.0,5,0
2,24.38,heard,9.15,12.614285714285716,69.0,12,0
2,24.61,a,13.814285714285717,4.4,69.0,21,0
2,24.84,a,4.8,14.150000000000002,69.0,28,0
2,25.07,woman,15.35,18.5545030234316,69.0,34,0
2,25.3,call,20.6,22.4,69.0,38,1
2,25.53,out,26.3,31.601454092230995,69.0,41,1
2,25.76,out,46.0551724137931,32.2,69.0,45,1
2,25.99,his,52.3,25.659631888900144,69.0,47,1
2,26.22,name,58.70297619047619,31.00412496208675,69.0,50,1
2,26.45,name,57.45476190476191,25.34057271557272,69.0,52,1
2,26.68,and,59.429761904761904,28.84332191780822,69.0,53,1
2,26.91,when,61.6,30.800000000000004,69.0,53,1
2,27.14,when,59.9,30.467763157894737,69.0,53,1
2,27.37,he,60.382236842105264,31.1,69.0,54,1
2,27.6,turned,59.6,23.573809523809523,69.0,55,1
2,27.83,turned,61.0,27.623493975903614,69.0,55,1
2,28.06,around,61.9,28.94939759036145,69.0,56,1
2,28.29,he,62.25,25.66130952380953,69.0,56,1
2,28.52,he,65.0411001147447,25.56666666666668,69.0,56,1
2,28.75,saw,65.13333333333333,21.6576442646024,69.0,57,1
2,28.98,Carly,77.70689655172413,21.93614457831326,69.0,57,1
2,29.21,his,75.23614457831326,18.8,69.0,57,1
2,29.44,his,77.5,17.75,69.0,58,1
2,29.67,receptionist,78.65,19.351111111111123,69.0,58,1
2,29.9,across,78.6,18.221428571428568,69.0,59,1
2,30.13,across,78.94999999999999,18.7125,69.0,60,1
