rating,bio_motion_audio
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.2500185955727686
0.0,-0.2500185955727686
0.0,-0.2500185955727686
0.0,-0.2500185955727686
0.0,-0.2500185955727686
0.0,-0.2500185955727686
0.0,-0.2500185955727686
0.0,-0.2500185955727686
0.0,-0.2500185955727686
0.0,-0.2500185955727686
0.0,-0.18363069915315172
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.11794312357276854
0.0,-0.7217167095727687
0.0,-0.7217167095727687
0.0,-0.7217167095727687
0.0,-0.7217167095727687
0.0,-0.7217167095727687
0.0,-0.6273770875727687
0.0,-0.6273770875727687
0.0,-0.6273770875727687
0.0,-0.6273770875727687
0.0,-0.6273770875727687
0.0,-0.7405846335727687
0.0,-0.7405846335727687
0.0,-0.7405846335727687
0.0,-0.7405846335727687
0.0,-0.7405846335727687
0.0,-0.0008337900520142272
0.0,0.7311134784272313
0.0,0.7311134784272313
0.0,0.7311134784272313
0.0,0.7311134784272313
0.0,0.7311134784272313
0.0,0.7311134784272313
0.0,0.7311134784272313
0.0,0.7785334050157033
0.0,0.8254531024272315
0.0,0.8254531024272315
0.0,0.6179059324272314
0.0,0.6179059324272314
0.0,0.6179059324272314
0.0,0.6179059324272314
0.0,0.8631889504272312
0.0,0.8631889504272312
0.0,0.8631889504272312
0.0,0.8631889504272312
0.0,-0.4386978415727687
0.0,-0.4386978415727687
0.0,-0.4386978415727687
0.0,0.9386606484272313
0.0,0.9386606484272313
0.0,0.9386606484272313
0.0,0.9386606484272313
0.0,-0.7217167095727687
0.0,-0.7217167095727687
0.0,-0.7217167095727687
0.0,-0.7217167095727687
0.0,0.9763964984272315
0.0,0.9763964984272315
0.0,0.4358093431600339
0.0,-0.09907519957276864
0.0,-0.09907519957276864
0.0,-0.09907519957276864
0.0,-0.09907519957276864
0.0,-0.09907519957276864
0.0,0.9386606484272313
0.0,0.9386606484272313
0.0,0.9386606484272313
0.0,0.9386606484272313
0.0,-0.7594525575727686
0.0,-0.7594525575727686
0.0,-0.7594525575727686
0.0,-0.7594525575727686
0.0,-0.7594525575727686
0.0,0.9386606484272313
0.0,0.9386606484272313
