rating,bio_motion_text
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.17721496448466403
0.0,-0.747313337515336
0.0,-0.747313337515336
0.0,-0.747313337515336
0.0,-0.747313337515336
0.0,-0.747313337515336
0.0,-0.747313337515336
0.0,-0.5463945976672454
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.46429446951533593
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.35108692151533594
0.0,-0.5252164968075864
0.0,-0.596369941515336
0.0,-0.6231591060711745
0.0,-0.634105789515336
0.0,-0.6907095635153361
0.0,-0.6907095635153361
0.0,-0.634105789515336
0.0,-0.634105789515336
0.0,-0.634105789515336
0.0,-0.634105789515336
0.0,-0.634105789515336
0.0,-0.634105789515336
0.0,-0.634105789515336
0.0,-0.634105789515336
0.0,-0.634105789515336
0.0,-0.634105789515336
0.0,-0.634105789515336
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.6158870804034369
0.0,-0.615237865515336
0.0,-0.615237865515336
0.0,-0.615237865515336
0.0,-0.615237865515336
0.0,-0.615237865515336
0.0,-0.615237865515336
0.0,-0.615237865515336
0.0,-0.728445413515336
0.0,-0.728445413515336
0.0,-0.6291131838360702
0.0,-0.5586340915153359
0.0,-0.5586340915153359
0.0,-0.5586340915153359
0.0,-0.5586340915153359
0.0,-0.5586340915153359
0.0,-0.596369941515336
