rating,bio_motion_audio
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.13692871173681573
0.0,-0.13692871173681573
0.0,-0.13692871173681573
0.0,-0.13692871173681573
0.0,-0.13692871173681573
0.0,-0.13692871173681573
0.0,-0.13692871173681573
0.0,-0.13692871173681573
0.0,-0.08032493773681573
0.0,-0.08032493773681573
0.0,-0.08032493773681573
0.0,-0.08032493773681573
0.0,0.020642223926297276
0.0,0.12722223226318427
0.0,0.12722223226318427
0.0,0.12722223226318427
0.0,0.12722223226318427
0.0,-0.7973060697368157
0.0,-0.7973060697368157
0.0,-0.7973060697368157
0.0,-0.7973060697368157
0.0,0.5800524202631844
0.0,0.5800524202631844
0.0,0.5800524202631844
0.0,0.5800524202631844
0.0,0.5800524202631844
0.0,0.5800524202631844
0.0,0.5800524202631844
0.0,0.5989203462631844
0.0,0.5989203462631844
0.0,-0.5708909757368158
0.0,-0.5708909757368158
0.0,-0.5708909757368158
0.0,-0.5708909757368158
0.0,-0.5708909757368158
0.0,-0.02016100338272042
0.0,0.5611844962631843
0.0,0.5611844962631843
0.0,0.5611844962631843
0.0,0.5611844962631843
0.0,0.5611844962631843
0.0,0.5611844962631843
0.0,0.5611844962631843
0.0,0.5611844962631843
0.0,0.5611844962631843
0.0,0.5611844962631843
0.0,0.6162574938877754
0.0,0.6743920442631842
0.0,0.6743920442631842
0.0,0.3898482245000625
0.0,0.08948638226318437
0.0,0.08948638226318437
0.0,0.08948638226318437
0.0,0.08948638226318437
0.0,0.08948638226318437
0.0,0.08948638226318437
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.5928481189791301
0.0,0.5989203462631844
0.0,0.5989203462631844
0.0,0.5989203462631844
0.0,0.5989203462631844
0.0,0.5989203462631844
0.0,0.5989203462631844
0.0,0.9762788362631845
0.0,0.9762788362631845
0.0,0.9762788362631845
0.0,0.9762788362631845
0.0,0.9762788362631845
0.0,0.9762788362631845
0.0,0.9762788362631845
0.0,0.9762788362631845
0.0,0.9762788362631845
0.0,0.9762788362631845
0.0,0.9597045911501247
