rating,bio_motion_audio
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.5874415909470607
0.0,-0.3940640962023097
0.0,-0.15347932694706068
0.0,-0.15347932694706068
0.0,-0.15347932694706068
0.0,-0.15347932694706068
0.0,-0.15347932694706068
0.0,-0.15347932694706068
0.0,-0.6251774409470607
0.0,-0.6251774409470607
0.0,-0.6251774409470607
0.0,-0.6629132889470608
0.0,-0.6629132889470608
0.0,-0.6629132889470608
0.0,-0.6629132889470608
0.0,-0.6629132889470608
0.0,-0.6629132889470608
0.0,-0.6629132889470608
0.0,-0.6629132889470608
0.0,-0.6629132889470608
0.0,-0.6629132889470608
0.0,-0.6629132889470608
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.6441653516454922
0.0,-0.6440453649470608
0.0,-0.6440453649470608
0.0,-0.21008310094706084
0.0,-0.21008310094706084
0.0,-0.21008310094706084
0.0,-0.21008310094706084
0.0,-0.21008310094706084
0.0,-0.49310196894706076
0.0,-0.49310196894706076
0.0,-0.49310196894706076
0.0,-0.49310196894706076
0.0,-0.49310196894706076
0.0,-0.6440453649470608
0.0,-0.6440453649470608
0.0,-0.15791538013987155
0.0,0.05406784305293934
0.0,0.05406784305293934
0.0,0.05406784305293934
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
