rating,bio_motion_text
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.7279397991540459
0.0,-0.7279397991540459
0.0,-0.7279397991540459
0.0,-0.7279397991540459
0.0,-0.7279397991540459
0.0,-0.7279397991540459
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.4108674824858852
0.0,0.32866397484595394
0.0,0.32866397484595394
0.0,0.32866397484595394
0.0,0.32866397484595394
0.0,0.32866397484595394
0.0,0.32866397484595394
0.0,0.32866397484595394
0.0,0.32866397484595394
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,0.668286616845954
0.0,-0.29397753515404584
0.0,-0.29397753515404584
0.0,-0.29397753515404584
0.0,-0.29397753515404584
0.0,1.0456451068459542
0.0,1.0456451068459542
0.0,1.0456451068459542
0.0,1.0456451068459542
0.0,1.0456451068459542
0.0,1.0456451068459542
0.0,0.9513054848459539
0.0,0.9513054848459539
0.0,0.9513054848459539
0.0,0.9513054848459539
0.0,0.9513054848459539
0.0,0.9513054848459539
0.0,0.9513054848459539
0.0,0.9513054848459539
0.0,1.051412926070198
0.0,1.083380956845954
0.0,1.083380956845954
0.0,0.7437583148459539
0.0,0.7437583148459539
0.0,0.7437583148459539
0.0,0.7437583148459539
0.0,-0.652468101154046
0.0,-0.46655428130446996
0.0,-0.40718508115404595
0.0,-0.40718508115404595
0.0,-0.40718508115404595
0.0,-0.40718508115404595
0.0,-0.40718508115404595
0.0,-0.40718508115404595
0.0,-0.40718508115404595
0.0,-0.576996403154046
0.0,-0.576996403154046
0.0,-0.576996403154046
0.0,-0.576996403154046
0.0,-0.576996403154046
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
