rating,bio_motion_audio
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.739171317545612
0.0,-0.739171317545612
0.0,-0.739171317545612
0.0,-0.739171317545612
0.0,-0.739171317545612
0.0,-0.739171317545612
0.0,-0.739171317545612
0.0,-0.739171317545612
0.0,-0.739171317545612
0.0,-0.7478776346683247
0.0,-0.7580392415456119
0.0,-0.7580392415456119
0.0,-0.7580392415456119
0.0,-0.7580392415456119
0.0,-0.7580392415456119
0.0,-0.7580392415456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
0.0,-0.4561524495456119
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.6070958455456119
0.0,-0.6070958455456119
0.0,-0.6070958455456119
0.0,-0.6070958455456119
0.0,-0.60874985947337
0.0,-0.833510939545612
0.0,-0.833510939545612
0.0,-0.833510939545612
0.0,-0.833510939545612
0.0,-0.8233111869838192
0.0,0.5627154744543882
0.0,0.5627154744543882
0.0,0.5627154744543882
0.0,0.5627154744543882
0.0,0.5627154744543882
0.0,0.5653343298436526
0.0,0.921206040454388
0.0,0.921206040454388
0.0,0.921206040454388
0.0,0.921206040454388
0.0,0.7325267944543881
0.0,0.7325267944543881
0.0,0.7325267944543881
0.0,0.7325267944543881
0.0,0.9400739644543881
0.0,0.9400739644543881
0.0,0.9400739644543881
0.0,0.9400739644543881
0.0,0.9400739644543881
0.0,0.9400739644543881
0.0,0.9400739644543881
0.0,0.9280823634599029
0.0,-0.701435469545612
0.0,-0.701435469545612
0.0,-0.701435469545612
0.0,-0.701435469545612
0.0,-0.701435469545612
0.0,-0.701435469545612
0.0,-0.701435469545612
0.0,-0.6966112622380642
0.0,-0.0410581095456119
0.0,-0.0410581095456119
