rating,bio_motion_text
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.5975724417217775
0.0,-0.5975724417217775
0.0,-0.5975724417217775
0.0,-0.5975724417217775
0.0,-0.5975724417217775
0.0,-0.5975724417217775
0.0,-0.5975724417217775
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.5911068042782225
0.0,0.6470780265716835
0.0,0.9495973702782223
0.0,0.9495973702782223
0.0,0.9495973702782223
0.0,0.9495973702782223
0.0,0.9495973702782223
0.0,0.9495973702782223
0.0,-0.7296479137217775
0.0,-0.7296479137217775
0.0,-0.7296479137217775
0.0,-0.7296479137217775
0.0,-0.7296479137217775
0.0,-0.7208103522412814
0.0,-0.6730441397217776
0.0,-0.6730441397217776
0.0,-0.6730441397217776
0.0,-0.6730441397217776
0.0,-0.6730441397217776
0.0,-0.6730441397217776
0.0,-0.6730441397217776
0.0,-0.2202139517217774
0.0,-0.2202139517217774
0.0,-0.2202139517217774
0.0,-0.2202139517217774
0.0,-0.2202139517217774
0.0,-0.2202139517217774
0.0,-0.2202139517217774
0.0,-0.2202139517217774
0.0,-0.2202139517217774
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.05378405551613041
0.0,0.0628049162782225
0.0,0.0628049162782225
0.0,0.0628049162782225
0.0,0.0628049162782225
0.0,0.0628049162782225
0.0,0.0628049162782225
0.0,0.3249637023295399
0.0,0.8929935962782224
0.0,0.8929935962782224
0.0,0.8929935962782224
0.0,0.04393699227822251
0.0,0.04393699227822251
0.0,0.04393699227822251
0.0,0.04393699227822251
0.0,0.04393699227822251
0.0,0.04393699227822251
0.0,0.04393699227822251
0.0,0.04393699227822251
0.0,0.04393699227822251
0.0,0.04393699227822251
0.0,0.9873332182782224
