rating,bio_motion_audio
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.5906452648483408
0.0,-0.39526775311808626
0.0,-0.1566830008483408
0.0,-0.1566830008483408
0.0,-0.1566830008483408
0.0,-0.1566830008483408
0.0,-0.1566830008483408
0.0,-0.1566830008483408
0.0,-0.6283811148483409
0.0,-0.6283811148483409
0.0,-0.6283811148483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
0.0,-0.6661169628483409
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.6472844826484739
0.0,-0.6472490388483408
0.0,-0.6472490388483408
0.0,-0.21328677484834097
0.0,-0.21328677484834097
0.0,-0.21328677484834097
0.0,-0.21328677484834097
0.0,-0.21328677484834097
0.0,-0.4963056428483409
0.0,-0.4963056428483409
0.0,-0.4963056428483409
0.0,-0.4963056428483409
0.0,-0.4963056428483409
0.0,-0.6472490388483408
0.0,-0.6472490388483408
0.0,-0.01148014101402317
0.0,0.050864169151659214
0.0,0.050864169151659214
0.0,0.050864169151659214
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
