rating,bio_motion_text
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1775317369384455
0.0,-0.7469965650615545
0.0,-0.7469965650615545
0.0,-0.7469965650615545
0.0,-0.7469965650615545
0.0,-0.7469965650615545
0.0,-0.7469965650615545
0.0,-0.5461024689714417
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.46397769706155445
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.35077014906155446
0.0,-0.5248783664301313
0.0,-0.5960531690615545
0.0,-0.6228390477830891
0.0,-0.6337890170615545
0.0,-0.6903927910615546
0.0,-0.6903927910615546
0.0,-0.6337890170615545
0.0,-0.6337890170615545
0.0,-0.6337890170615545
0.0,-0.6337890170615545
0.0,-0.6337890170615545
0.0,-0.6337890170615545
0.0,-0.6337890170615545
0.0,-0.6337890170615545
0.0,-0.6337890170615545
0.0,-0.6337890170615545
0.0,-0.6337890170615545
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.6156025535663359
0.0,-0.6149210930615545
0.0,-0.6149210930615545
0.0,-0.6149210930615545
0.0,-0.6149210930615545
0.0,-0.6149210930615545
0.0,-0.6149210930615545
0.0,-0.6149210930615545
0.0,-0.7281286410615545
0.0,-0.7281286410615545
0.0,-0.6411779635583059
0.0,-0.5583173190615545
0.0,-0.5583173190615545
0.0,-0.5583173190615545
0.0,-0.5583173190615545
